Serial Number:     532217     --     Series: Event (rainfall)

Date Time	Event (rainfall)
02/01/11 10:54:33.0	0
02/14/11 04:14:28.5	0.01
02/14/11 04:19:39.0	0.02
02/14/11 04:22:55.0	0.03
02/14/11 04:28:19.5	0.04
02/14/11 04:37:08.0	0.05
02/14/11 04:46:33.0	0.06
02/14/11 05:04:08.0	0.07
02/14/11 05:16:29.0	0.08
02/14/11 05:26:07.0	0.09
02/14/11 05:39:53.0	0.1
02/14/11 05:46:14.0	0.11
02/14/11 05:49:44.0	0.12
02/14/11 05:56:54.0	0.13
02/14/11 06:11:06.0	0.14
02/14/11 06:30:51.5	0.15
02/14/11 06:41:03.5	0.16
02/14/11 06:54:22.0	0.17
02/14/11 06:58:08.0	0.18
02/14/11 07:06:56.5	0.19
02/14/11 07:22:32.5	0.2
02/14/11 20:24:21.5	0.21
02/14/11 20:31:44.0	0.22
02/14/11 22:04:38.5	0.23
02/15/11 00:40:35.5	0.24
02/15/11 00:41:35.0	0.25
02/15/11 00:42:59.5	0.26
02/15/11 00:51:23.5	0.27
02/15/11 02:18:11.5	0.28
02/15/11 08:41:11.0	0.29
02/15/11 22:18:31.5	0.3
02/15/11 22:44:42.5	0.31
02/15/11 22:53:53.0	0.32
02/15/11 22:57:40.0	0.33
02/15/11 23:01:45.0	0.34
02/15/11 23:08:57.0	0.35
02/15/11 23:26:19.5	0.36
02/15/11 23:30:09.0	0.37
02/15/11 23:35:37.5	0.38
02/15/11 23:41:15.5	0.39
02/15/11 23:47:44.5	0.4
02/15/11 23:54:38.5	0.41
02/15/11 23:57:31.5	0.42
02/16/11 00:00:48.5	0.43
02/16/11 00:07:25.0	0.44
02/16/11 00:10:20.0	0.45
02/16/11 00:14:22.5	0.46
02/16/11 00:20:35.5	0.47
02/16/11 00:24:18.5	0.48
02/16/11 00:26:26.0	0.49
02/16/11 00:29:31.0	0.5
02/16/11 00:35:51.0	0.51
02/16/11 00:37:18.0	0.52
02/16/11 00:38:20.5	0.53
02/16/11 00:39:39.0	0.54
02/16/11 00:40:30.0	0.55
02/16/11 00:41:00.0	0.56
02/16/11 00:41:23.5	0.57
02/16/11 00:41:42.0	0.58
02/16/11 00:42:03.0	0.59
02/16/11 00:43:02.0	0.6
02/16/11 00:43:32.5	0.61
02/16/11 00:44:32.0	0.62
02/16/11 00:45:21.0	0.63
02/16/11 00:45:41.0	0.64
02/16/11 00:46:12.5	0.65
02/16/11 00:46:43.5	0.66
02/16/11 00:47:07.0	0.67
02/16/11 00:47:35.5	0.68
02/16/11 00:48:17.5	0.69
02/16/11 00:50:54.0	0.7
02/16/11 00:55:56.5	0.71
02/16/11 01:02:32.0	0.72
02/16/11 01:04:35.5	0.73
02/16/11 01:06:15.5	0.74
02/16/11 01:08:17.0	0.75
02/16/11 01:45:12.0	0.76
02/16/11 02:42:11.5	0.77
02/16/11 02:43:13.0	0.78
02/16/11 02:44:14.0	0.79
02/16/11 02:45:29.0	0.8
02/16/11 02:46:42.0	0.81
02/16/11 02:48:03.0	0.82
02/16/11 02:48:38.5	0.83
02/16/11 02:49:18.5	0.84
02/16/11 02:49:51.0	0.85
02/16/11 02:51:00.0	0.86
02/16/11 02:54:16.0	0.87
02/16/11 02:56:24.5	0.88
02/16/11 02:57:27.5	0.89
02/16/11 02:59:04.0	0.9
02/16/11 03:01:24.5	0.91
02/16/11 03:04:24.0	0.92
02/16/11 03:08:14.5	0.93
02/16/11 03:20:15.0	0.94
02/16/11 04:32:38.0	0.95
02/16/11 05:24:02.5	0.96
02/16/11 11:21:18.0	0.97
02/16/11 11:23:05.5	0.98
02/16/11 15:44:49.5	0.98
