Serial Number:     532217     --     Series: Event (rainfall)

Date Time	Event (rainfall)
05/24/11 16:00:47.0	0
05/25/11 13:30:11.0	0.01
05/25/11 13:42:39.0	0.02
05/28/11 17:11:42.5	0.03
05/28/11 17:56:44.0	0.04
05/28/11 18:05:57.0	0.05
05/28/11 18:07:57.5	0.06
05/28/11 18:10:42.0	0.07
05/28/11 18:15:17.0	0.08
05/28/11 18:17:20.5	0.09
05/28/11 18:20:03.0	0.1
05/28/11 18:23:46.0	0.11
05/28/11 18:29:01.0	0.12
05/28/11 18:41:25.5	0.13
05/28/11 19:05:26.5	0.14
05/28/11 19:27:48.0	0.15
05/28/11 19:45:04.5	0.16
05/28/11 19:47:19.0	0.17
05/28/11 19:49:55.0	0.18
05/28/11 20:02:44.5	0.19
05/28/11 20:38:39.5	0.2
05/31/11 06:56:58.5	0.21
05/31/11 07:39:25.5	0.22
05/31/11 09:06:46.5	0.23
05/31/11 09:48:24.0	0.24
05/31/11 09:55:59.0	0.25
05/31/11 10:07:56.5	0.26
05/31/11 10:22:57.0	0.27
05/31/11 10:39:21.0	0.28
05/31/11 10:45:07.5	0.28
