Date Time	rh000125
01/25/00 15:17:36.0	0	Start
01/30/00 02:53:20.5	1
01/30/00 03:05:45.5	2
01/30/00 03:19:20.5	3
01/30/00 03:30:46.5	4
01/30/00 03:53:31.0	5
01/30/00 03:54:53.0	6
01/30/00 04:04:13.0	7
01/30/00 04:08:25.5	8
01/30/00 04:11:56.5	9
01/30/00 04:16:03.5	10
01/30/00 05:47:48.5	11
01/30/00 05:47:49.0	12
01/30/00 08:03:05.5	13
01/30/00 08:07:46.0	14
01/30/00 08:07:46.5	15
01/30/00 08:10:27.0	16
01/30/00 08:13:02.0	17
01/30/00 08:13:53.5	18
01/30/00 08:14:37.0	19
01/30/00 08:15:17.0	20
01/30/00 08:17:00.5	21
01/30/00 08:18:08.5	22
01/30/00 08:23:43.0	23
01/30/00 08:31:22.5	24
01/30/00 08:31:23.0	25
01/30/00 09:25:53.0	26
01/30/00 09:57:28.0	27
01/31/00 12:11:00.5	27	End
