Date Time	Event (Rainfall )
12/01/09 16:30:05.0	0
12/01/09 16:30:10.0	0.0106383
12/06/09 14:48:24.5	0.0212766
12/06/09 15:56:18.5	0.0319149
12/06/09 15:57:02.5	0.0425532
12/06/09 15:58:39.5	0.0531915
12/06/09 16:25:48.0	0.0638298
12/07/09 00:23:44.0	0.0744681
12/07/09 01:37:12.5	0.0851064
12/07/09 01:39:31.5	0.0957447
12/07/09 01:47:49.5	0.106383
12/07/09 01:50:31.0	0.117021
12/07/09 01:53:14.0	0.12766
12/07/09 01:54:02.5	0.138298
12/07/09 01:54:49.0	0.148936
12/07/09 01:55:35.5	0.159575
12/07/09 01:56:56.5	0.170213
12/07/09 01:57:54.5	0.180851
12/07/09 01:58:56.0	0.191489
12/07/09 02:02:01.5	0.202128
12/07/09 02:03:07.5	0.212766
12/07/09 02:04:37.5	0.223404
12/07/09 02:08:09.0	0.234043
12/07/09 02:12:26.0	0.244681
12/07/09 02:18:39.5	0.255319
12/07/09 02:25:34.5	0.265958
12/07/09 02:31:28.0	0.276596
12/07/09 02:42:38.0	0.287234
12/07/09 03:52:48.5	0.297872
12/07/09 04:02:54.0	0.308511
12/07/09 04:12:53.5	0.319149
12/07/09 04:21:42.5	0.329787
12/07/09 04:31:29.5	0.340426
12/07/09 04:38:53.0	0.351064
12/07/09 04:47:15.5	0.361702
12/07/09 04:55:02.5	0.372341
12/07/09 05:06:49.0	0.382979
12/07/09 05:24:26.0	0.393617
12/07/09 05:28:59.5	0.404255
12/07/09 05:36:03.5	0.414894
12/07/09 05:36:29.5	0.425532
12/07/09 05:56:31.5	0.43617
12/07/09 05:58:39.5	0.446809
12/07/09 06:12:21.5	0.457447
12/08/09 15:20:41.5	0.457447
