Date Time	Event (Events)
12/08/09 10:53:18.0	0
12/10/09 17:13:41.5	0.0108696
12/10/09 17:42:59.0	0.0217392
12/10/09 18:05:10.5	0.0326088
12/10/09 18:26:21.0	0.0434784
12/10/09 18:39:03.5	0.054348
12/10/09 18:45:35.0	0.0652176
12/10/09 18:50:37.0	0.0760872
12/10/09 18:57:25.0	0.0869568
12/10/09 19:04:02.0	0.0978264
12/10/09 19:12:51.0	0.108696
12/10/09 19:18:50.5	0.119566
12/10/09 19:24:16.5	0.130435
12/10/09 19:30:55.5	0.141305
12/10/09 19:35:57.5	0.152174
12/10/09 19:40:11.5	0.163044
12/10/09 19:44:32.0	0.173914
12/10/09 19:49:53.0	0.184783
12/10/09 19:55:09.5	0.195653
12/10/09 20:01:42.5	0.206522
12/10/09 20:10:26.5	0.217392
12/10/09 20:18:50.5	0.228262
12/10/09 20:26:56.5	0.239131
12/10/09 20:35:23.0	0.250001
12/10/09 20:44:43.0	0.26087
12/10/09 20:53:00.0	0.27174
12/10/09 21:01:55.5	0.28261
12/10/09 21:08:40.0	0.293479
12/10/09 21:12:42.5	0.304349
12/10/09 21:16:06.5	0.315218
12/10/09 21:19:24.0	0.326088
12/10/09 21:25:54.0	0.336958
12/10/09 21:39:01.0	0.347827
12/10/09 21:51:40.0	0.358697
12/10/09 22:05:08.5	0.369566
12/10/09 22:09:27.0	0.380436
12/10/09 22:18:21.5	0.391306
12/10/09 22:24:35.0	0.402175
12/10/09 22:33:09.0	0.413045
12/10/09 22:40:30.0	0.423914
12/10/09 22:57:09.5	0.434784
12/10/09 23:15:15.5	0.445654
12/10/09 23:24:09.0	0.456523
12/10/09 23:33:53.0	0.467393
12/10/09 23:44:59.5	0.478262
12/10/09 23:51:53.5	0.489132
12/10/09 23:56:03.5	0.500002
12/11/09 00:02:36.5	0.510871
12/11/09 00:19:23.5	0.521741
12/11/09 00:44:58.0	0.53261
12/11/09 01:17:24.5	0.54348
12/11/09 09:51:28.5	0.55435
12/11/09 12:47:37.5	0.565219
12/11/09 12:59:48.0	0.576089
12/11/09 13:04:57.0	0.586958
12/11/09 13:07:02.0	0.597828
12/11/09 13:09:59.0	0.608698
12/11/09 13:16:29.0	0.619567
12/11/09 13:25:50.0	0.630437
12/11/09 13:28:58.0	0.641306
12/11/09 13:40:59.0	0.652176
12/11/09 15:43:26.0	0.663046
12/11/09 19:02:45.5	0.673915
12/11/09 19:47:07.5	0.684785
12/11/09 19:49:44.5	0.695654
12/11/09 19:51:26.5	0.706524
12/11/09 19:53:30.5	0.717394
12/11/09 19:58:42.0	0.728263
12/11/09 20:49:51.5	0.739133
12/12/09 02:54:20.5	0.750002
12/12/09 04:51:24.5	0.760872
12/12/09 08:05:53.0	0.771742
12/12/09 08:18:34.5	0.782611
12/12/09 08:29:20.5	0.793481
12/12/09 08:35:36.0	0.80435
12/12/09 08:43:37.5	0.81522
12/12/09 08:49:11.0	0.82609
12/12/09 08:54:15.0	0.836959
12/12/09 09:17:01.0	0.847829
12/12/09 09:31:10.5	0.858698
12/12/09 09:50:40.0	0.869568
12/12/09 09:59:54.0	0.880438
12/12/09 10:19:34.5	0.891307
12/12/09 10:27:25.0	0.902177
12/12/09 10:43:56.0	0.913046
12/12/09 10:46:07.0	0.923916
12/12/09 10:50:19.5	0.934786
12/12/09 11:02:12.5	0.945655
12/12/09 11:03:29.0	0.956525
12/12/09 11:04:27.0	0.967394
12/12/09 11:05:46.0	0.978264
12/12/09 11:07:10.5	0.989134
12/12/09 11:08:37.0	1
12/12/09 11:09:48.0	1.01087
12/12/09 11:11:17.0	1.02174
12/12/09 11:12:47.0	1.03261
12/12/09 11:14:12.0	1.04348
12/12/09 11:15:41.0	1.05435
12/12/09 11:16:42.0	1.06522
12/12/09 11:17:39.5	1.07609
12/12/09 11:18:29.5	1.08696
12/12/09 11:19:30.5	1.09783
12/12/09 11:22:10.0	1.1087
12/12/09 11:23:45.5	1.11957
12/12/09 11:24:57.0	1.13044
12/12/09 11:26:02.5	1.14131
12/12/09 11:27:34.5	1.15218
12/12/09 11:31:54.5	1.16305
12/12/09 11:35:49.5	1.17392
12/12/09 11:38:32.0	1.18479
12/12/09 11:39:40.0	1.19566
12/12/09 11:42:09.5	1.20653
12/12/09 11:45:18.5	1.2174
12/12/09 11:52:51.0	1.22826
12/12/09 11:56:33.5	1.23913
12/12/09 11:59:36.0	1.25
12/12/09 12:01:34.5	1.26087
12/12/09 12:06:00.0	1.27174
12/12/09 12:07:15.0	1.28261
12/12/09 12:08:16.0	1.29348
12/12/09 12:08:40.0	1.30435
12/12/09 12:09:25.5	1.31522
12/12/09 12:10:27.5	1.32609
12/12/09 12:12:18.5	1.33696
12/12/09 12:17:30.0	1.34783
12/12/09 12:20:46.0	1.3587
12/12/09 12:22:12.5	1.36957
12/12/09 12:25:36.5	1.38044
12/12/09 12:28:23.0	1.39131
12/12/09 12:30:49.0	1.40218
12/12/09 12:38:31.5	1.41305
12/12/09 12:40:19.5	1.42392
12/12/09 12:48:28.5	1.43479
12/12/09 12:56:33.0	1.44566
12/12/09 13:00:53.5	1.45653
12/12/09 15:35:32.5	1.4674
12/12/09 15:37:51.0	1.47827
12/12/09 15:38:47.0	1.48914
12/12/09 15:39:09.5	1.5
12/12/09 15:39:20.0	1.51087
12/12/09 15:39:34.5	1.52174
12/12/09 15:39:52.0	1.53261
12/12/09 15:40:18.0	1.54348
12/12/09 15:40:39.0	1.55435
12/12/09 15:41:03.5	1.56522
12/12/09 15:41:31.0	1.57609
12/12/09 15:42:11.5	1.58696
12/12/09 15:43:31.0	1.59783
12/12/09 15:49:05.5	1.6087
12/12/09 15:58:28.5	1.61957
12/12/09 16:10:05.0	1.63044
12/12/09 18:29:12.0	1.64131
12/12/09 20:36:51.0	1.65218
12/12/09 20:37:30.0	1.66305
12/12/09 20:38:22.5	1.67392
12/12/09 20:38:53.0	1.68479
12/12/09 20:40:51.5	1.69566
12/12/09 20:42:40.0	1.70653
12/12/09 20:43:28.0	1.7174
12/12/09 20:43:58.5	1.72827
12/12/09 20:45:32.5	1.73914
12/12/09 20:49:18.5	1.75001
12/12/09 21:03:00.5	1.76088
12/12/09 21:04:12.5	1.77174
12/12/09 21:05:01.0	1.78261
12/12/09 21:06:13.0	1.79348
12/13/09 01:26:19.0	1.80435
12/13/09 01:41:52.0	1.81522
12/13/09 01:42:24.0	1.82609
12/13/09 01:43:02.5	1.83696
12/13/09 01:44:38.5	1.84783
12/13/09 01:48:12.5	1.8587
12/13/09 03:03:23.5	1.86957
12/13/09 03:18:49.5	1.88044
12/13/09 03:30:31.5	1.89131
12/13/09 05:20:21.5	1.90218
12/13/09 05:22:12.0	1.91305
12/13/09 08:14:02.5	1.92392
12/13/09 08:26:02.0	1.93479
12/13/09 14:48:08.0	1.94566
12/13/09 20:33:15.5	1.95653
12/13/09 20:39:48.0	1.9674
12/13/09 20:46:05.5	1.97827
12/13/09 21:22:38.0	1.98914
12/14/09 08:14:08.0	2.00001
12/15/09 16:28:43.0	2.00001
