Serial Number:     532217     --     Series: Event (rainfall)

Date Time	Event (rainfall)
03/15/11 10:09:42.0	0
03/15/11 17:13:34.0	0.01
03/15/11 19:10:54.5	0.02
03/15/11 19:27:14.5	0.03
03/15/11 19:42:59.5	0.04
03/15/11 19:58:01.5	0.05
03/15/11 20:16:49.0	0.06
03/15/11 20:24:40.0	0.07
03/15/11 20:37:16.0	0.08
03/15/11 20:45:39.0	0.09
03/15/11 20:52:56.0	0.1
03/15/11 20:59:06.5	0.11
03/15/11 21:06:08.0	0.12
03/15/11 21:14:35.0	0.13
03/15/11 21:35:00.5	0.14
03/15/11 21:46:11.0	0.15
03/15/11 21:52:21.5	0.16
03/15/11 21:57:36.0	0.17
03/15/11 22:02:43.0	0.18
03/15/11 22:08:43.0	0.19
03/15/11 22:16:29.0	0.2
03/15/11 22:21:03.5	0.21
03/15/11 22:24:49.5	0.22
03/15/11 22:28:14.0	0.23
03/15/11 22:33:03.5	0.24
03/15/11 22:37:15.0	0.25
03/15/11 22:42:30.5	0.26
03/15/11 22:47:52.0	0.27
03/15/11 22:54:43.5	0.28
03/15/11 23:04:22.5	0.29
03/15/11 23:33:18.0	0.3
03/15/11 23:38:14.5	0.31
03/15/11 23:45:07.0	0.32
03/15/11 23:50:42.0	0.33
03/15/11 23:58:27.5	0.34
03/16/11 00:18:29.5	0.35
03/16/11 00:29:55.5	0.36
03/16/11 00:39:56.5	0.37
03/16/11 00:53:11.5	0.38
03/16/11 01:08:39.0	0.39
03/16/11 01:18:14.0	0.4
03/16/11 02:18:09.0	0.41
03/16/11 03:24:37.0	0.42
03/16/11 03:31:26.0	0.43
03/16/11 03:45:06.0	0.44
03/16/11 07:48:21.5	0.45
03/18/11 04:47:36.5	0.46
03/18/11 04:55:11.0	0.47
03/18/11 11:08:05.0	0.48
03/18/11 11:13:03.5	0.49
03/18/11 11:14:25.5	0.5
03/18/11 11:15:10.5	0.51
03/18/11 11:16:08.5	0.52
03/18/11 11:16:39.0	0.53
03/18/11 11:17:11.5	0.54
03/18/11 11:18:51.5	0.55
03/18/11 11:21:02.5	0.56
03/18/11 11:23:54.5	0.57
03/18/11 11:26:26.0	0.58
03/18/11 11:30:28.0	0.59
03/18/11 11:36:35.5	0.6
03/18/11 11:40:45.5	0.61
03/18/11 11:46:30.5	0.62
03/18/11 11:51:51.5	0.63
03/18/11 11:56:40.5	0.64
03/18/11 11:58:57.0	0.65
03/18/11 12:02:02.0	0.66
03/18/11 12:06:30.5	0.67
03/18/11 12:17:50.5	0.68
03/18/11 12:25:26.5	0.69
03/18/11 12:32:20.5	0.7
03/18/11 12:38:07.5	0.71
03/18/11 12:43:13.0	0.72
03/18/11 12:47:37.0	0.73
03/18/11 12:50:58.5	0.74
03/18/11 12:53:46.0	0.75
03/18/11 12:56:58.5	0.76
03/18/11 12:59:30.5	0.77
03/18/11 13:03:30.5	0.78
03/18/11 13:07:31.5	0.79
03/18/11 13:11:41.5	0.8
03/18/11 13:14:48.0	0.81
03/18/11 13:18:09.0	0.82
03/18/11 13:21:04.0	0.83
03/18/11 13:25:12.5	0.84
03/18/11 13:28:25.5	0.85
03/18/11 13:31:45.5	0.86
03/18/11 13:34:16.5	0.87
03/18/11 13:37:38.5	0.88
03/18/11 13:39:58.5	0.89
03/18/11 13:43:15.0	0.9
03/18/11 13:45:45.0	0.91
03/18/11 13:49:53.0	0.92
03/18/11 13:52:59.5	0.93
03/18/11 13:57:20.0	0.94
03/18/11 14:01:43.5	0.95
03/18/11 14:06:21.5	0.96
03/18/11 14:14:04.5	0.97
03/18/11 14:23:42.5	0.98
03/18/11 14:32:07.5	0.99
03/18/11 14:38:02.5	1
03/18/11 14:47:24.5	1.01
03/18/11 14:58:41.5	1.02
03/18/11 15:12:56.0	1.03
03/18/11 17:45:53.0	1.04
03/18/11 17:53:44.5	1.05
03/18/11 17:59:19.0	1.06
03/18/11 18:03:14.0	1.07
03/18/11 18:06:22.5	1.08
03/18/11 18:08:32.0	1.09
03/18/11 18:10:24.5	1.1
03/18/11 18:13:58.0	1.11
03/18/11 18:26:27.0	1.12
03/18/11 18:31:48.5	1.13
03/18/11 18:37:59.0	1.14
03/18/11 18:43:24.5	1.15
03/18/11 19:45:21.5	1.16
03/18/11 21:04:06.5	1.17
03/19/11 08:55:12.5	1.18
03/19/11 09:05:19.0	1.19
03/19/11 09:27:57.0	1.2
03/19/11 09:37:18.0	1.21
03/19/11 10:08:42.5	1.22
03/19/11 10:19:05.0	1.23
03/19/11 11:37:38.5	1.24
03/19/11 12:09:49.0	1.25
03/19/11 12:14:42.0	1.26
03/19/11 12:20:54.0	1.27
03/19/11 12:25:47.0	1.28
03/19/11 12:29:12.0	1.29
03/19/11 12:32:53.5	1.3
03/19/11 12:36:27.5	1.31
03/19/11 12:43:14.5	1.32
03/19/11 12:48:11.5	1.33
03/19/11 12:53:39.0	1.34
03/19/11 12:55:58.0	1.35
03/19/11 12:58:14.5	1.36
03/19/11 13:06:58.0	1.37
03/19/11 13:21:32.5	1.38
03/19/11 13:40:14.5	1.39
03/19/11 16:11:56.5	1.4
03/19/11 16:26:29.5	1.41
03/19/11 16:37:09.5	1.42
03/19/11 16:46:56.0	1.43
03/19/11 16:56:52.5	1.44
03/19/11 17:12:12.0	1.45
03/19/11 17:19:50.5	1.46
03/19/11 17:24:25.5	1.47
03/19/11 17:27:45.0	1.48
03/19/11 17:31:21.0	1.49
03/19/11 17:35:18.0	1.5
03/19/11 17:38:30.5	1.51
03/19/11 17:42:23.5	1.52
03/19/11 17:45:06.5	1.53
03/19/11 17:48:51.5	1.54
03/19/11 17:52:01.5	1.55
03/19/11 17:57:08.5	1.56
03/19/11 18:01:07.5	1.57
03/19/11 18:05:40.5	1.58
03/19/11 18:07:57.0	1.59
03/19/11 18:10:55.5	1.6
03/19/11 18:14:08.0	1.61
03/19/11 18:18:01.5	1.62
03/19/11 18:20:43.0	1.63
03/19/11 18:23:47.5	1.64
03/19/11 18:26:38.5	1.65
03/19/11 18:29:46.0	1.66
03/19/11 18:32:00.0	1.67
03/19/11 18:34:32.0	1.68
03/19/11 18:36:18.0	1.69
03/19/11 18:38:31.5	1.7
03/19/11 18:40:40.0	1.71
03/19/11 18:43:18.5	1.72
03/19/11 18:45:35.0	1.73
03/19/11 18:47:33.5	1.74
03/19/11 18:48:48.5	1.75
03/19/11 18:50:16.5	1.76
03/19/11 18:51:31.5	1.77
03/19/11 18:53:20.5	1.78
03/19/11 18:55:21.5	1.79
03/19/11 18:57:50.0	1.8
03/19/11 19:00:12.0	1.81
03/19/11 19:02:31.0	1.82
03/19/11 19:04:26.5	1.83
03/19/11 19:06:51.0	1.84
03/19/11 19:08:22.5	1.85
03/19/11 19:10:56.5	1.86
03/19/11 19:15:49.0	1.87
03/19/11 19:25:01.0	1.88
03/19/11 19:33:57.0	1.89
03/19/11 19:40:24.0	1.9
03/19/11 19:45:56.5	1.91
03/19/11 19:51:04.5	1.92
03/19/11 19:55:45.0	1.93
03/19/11 20:00:22.0	1.94
03/19/11 20:05:49.0	1.95
03/19/11 20:11:26.0	1.96
03/19/11 20:15:39.5	1.97
03/19/11 20:21:20.5	1.98
03/19/11 20:25:00.0	1.99
03/19/11 20:32:14.0	2
03/19/11 20:38:28.0	2.01
03/19/11 20:43:14.0	2.02
03/19/11 20:45:54.5	2.03
03/19/11 20:49:35.0	2.04
03/19/11 20:52:44.5	2.05
03/19/11 20:56:25.0	2.06
03/19/11 21:00:06.0	2.07
03/19/11 21:04:31.0	2.08
03/19/11 21:09:09.0	2.09
03/19/11 21:13:03.5	2.1
03/19/11 21:14:32.0	2.11
03/19/11 21:15:44.0	2.12
