Serial Number:     202809     --     Series: Event (Rainfall event data)

Date Time	Event (Rainfall event data)
04/12/11 14:01:32.0	0
04/13/11 06:28:44.0	0.01
04/13/11 06:38:37.0	0.02
04/13/11 06:42:57.0	0.03
04/13/11 06:47:13.0	0.04
04/13/11 10:36:08.0	0.05
04/13/11 10:39:35.5	0.06
04/13/11 10:42:46.5	0.07
04/13/11 10:45:59.5	0.08
04/13/11 10:49:23.0	0.09
04/13/11 10:50:30.5	0.1
04/13/11 10:52:31.5	0.11
04/13/11 10:54:50.5	0.12
04/13/11 10:57:36.5	0.13
04/13/11 10:59:35.5	0.14
04/13/11 11:08:50.0	0.15
04/18/11 17:39:36.0	0.16
04/18/11 18:30:32.0	0.17
04/18/11 19:45:57.0	0.18
04/18/11 20:50:57.0	0.19
04/18/11 21:42:26.0	0.2
04/18/11 22:32:59.0	0.21
04/18/11 23:07:39.5	0.22
04/18/11 23:48:38.0	0.23
04/19/11 01:35:47.5	0.24
04/19/11 04:17:53.5	0.25
04/19/11 13:22:11.0	0.25
