Serial Number:     202809     --     Series: Event (Rainfall event data)

Date Time	Event (Rainfall event data)
03/01/11 11:58:48.0	0
03/01/11 22:30:37.5	0.01
03/02/11 00:21:37.0	0.02
03/02/11 00:30:39.0	0.03
03/02/11 00:39:13.0	0.04
03/02/11 00:49:59.0	0.05
03/02/11 00:58:34.5	0.06
03/02/11 01:12:15.5	0.07
03/02/11 01:16:46.0	0.08
03/02/11 01:22:08.0	0.09
03/02/11 01:26:21.5	0.1
03/02/11 01:32:54.5	0.11
03/02/11 01:38:24.5	0.12
03/02/11 01:48:27.0	0.13
03/02/11 01:56:47.0	0.14
03/02/11 02:04:13.0	0.15
03/02/11 02:13:31.0	0.16
03/02/11 02:20:30.0	0.17
03/02/11 02:28:05.5	0.18
03/02/11 02:41:10.0	0.19
03/02/11 02:52:19.0	0.2
03/02/11 02:58:27.5	0.21
03/02/11 03:08:02.0	0.22
03/02/11 03:17:18.0	0.23
03/02/11 03:46:28.0	0.24
03/02/11 04:16:08.5	0.25
03/02/11 04:20:12.5	0.26
03/02/11 04:36:28.0	0.27
03/02/11 04:51:31.5	0.28
03/02/11 05:18:09.5	0.29
03/02/11 05:38:01.5	0.3
03/02/11 05:49:03.5	0.31
03/02/11 05:56:38.5	0.32
03/02/11 06:07:57.0	0.33
03/02/11 06:17:43.5	0.34
03/02/11 06:28:41.5	0.35
03/02/11 06:34:10.0	0.36
03/02/11 06:40:17.0	0.37
03/02/11 06:49:24.0	0.38
03/02/11 07:00:01.5	0.39
03/02/11 07:04:43.5	0.4
03/02/11 07:11:42.0	0.41
03/02/11 07:18:15.5	0.42
03/02/11 07:22:04.0	0.43
03/02/11 07:35:05.5	0.44
03/02/11 08:02:29.5	0.45
03/02/11 08:06:57.5	0.46
03/02/11 08:08:52.0	0.47
03/02/11 08:10:54.0	0.48
03/02/11 08:13:05.0	0.49
03/02/11 08:15:12.0	0.5
03/02/11 08:19:32.5	0.51
03/02/11 08:22:32.0	0.52
03/02/11 08:25:36.5	0.53
03/02/11 08:33:10.0	0.54
03/02/11 08:46:14.5	0.55
03/02/11 08:58:07.5	0.56
03/02/11 16:27:20.0	0.57
03/02/11 16:35:43.5	0.58
03/02/11 16:44:04.5	0.59
03/02/11 17:12:24.5	0.6
03/02/11 17:26:34.0	0.61
03/02/11 17:40:45.0	0.62
03/02/11 17:56:04.0	0.63
03/02/11 18:10:42.5	0.64
03/02/11 19:44:13.0	0.65
03/02/11 20:12:47.0	0.66
