Date Time	ln000125.start
01/25/00 14:53:38.0	0	Start
01/28/00 11:24:36.5	1
01/30/00 00:50:36.5	2
01/30/00 01:00:40.0	3
01/30/00 01:09:24.0	4
01/30/00 02:49:36.0	5
01/30/00 03:02:42.0	6
01/30/00 03:09:31.0	7
01/30/00 03:19:28.0	8
01/30/00 03:31:44.0	9
01/30/00 03:33:09.0	10
01/30/00 03:34:47.5	11
01/30/00 03:39:23.5	12
01/30/00 03:55:27.5	13
01/30/00 03:56:58.5	14
01/30/00 03:58:04.5	15
01/30/00 04:01:57.0	16
01/30/00 04:06:52.5	17
01/30/00 04:09:53.5	18
01/30/00 04:12:12.0	19
01/30/00 04:15:01.0	20
01/30/00 04:22:37.5	21
01/30/00 05:57:45.5	22
01/30/00 07:39:18.5	23
01/30/00 07:51:13.5	24
01/30/00 08:06:17.0	25
01/30/00 08:07:37.0	26
01/30/00 08:09:11.0	27
01/30/00 08:11:01.5	28
01/30/00 08:13:02.5	29
01/30/00 08:14:30.0	30
01/30/00 08:15:36.0	31
01/30/00 08:16:21.0	32
01/30/00 08:16:55.0	33
01/30/00 08:17:33.5	34
01/30/00 08:18:46.5	35
01/30/00 08:20:17.5	36
01/30/00 08:25:41.0	37
01/30/00 08:31:21.5	38
01/30/00 08:40:21.5	39
01/30/00 09:27:02.0	40
01/30/00 10:36:26.0	41
01/31/00 11:24:31.0	41	End
