Serial Number:     532217     --     Series: Event (Events)

Date Time	Event (Events)
03/04/09 10:50:43.0	0
03/04/09 14:32:11.0	0.0109
03/04/09 21:18:55.0	0.0217
03/04/09 23:33:21.0	0.0326
03/04/09 23:35:31.5	0.0435
03/04/09 23:37:38.0	0.0543
03/04/09 23:39:15.0	0.0652
03/04/09 23:42:17.5	0.0761
03/04/09 23:46:18.5	0.087
03/04/09 23:52:07.5	0.0978
03/04/09 23:57:19.5	0.1087
03/04/09 23:59:32.0	0.1196
03/05/09 00:02:05.0	0.1304
03/05/09 00:07:19.0	0.1413
03/05/09 00:58:03.0	0.1522
03/05/09 00:58:59.5	0.163
03/05/09 01:00:03.0	0.1739
03/05/09 01:02:28.5	0.1848
03/05/09 01:14:18.5	0.1957
03/05/09 01:25:29.0	0.2065
03/05/09 01:31:09.0	0.2174
03/05/09 01:43:30.0	0.2283
03/05/09 03:25:01.5	0.2391
03/05/09 03:34:50.0	0.25
03/05/09 03:39:49.0	0.2609
03/05/09 03:44:08.0	0.2717
03/05/09 03:46:48.5	0.2826
03/05/09 03:49:03.5	0.2935
03/05/09 03:52:26.0	0.3043
03/05/09 03:56:45.5	0.3152
03/05/09 04:00:33.0	0.3261
03/05/09 04:03:21.0	0.337
03/05/09 04:05:17.5	0.3478
03/05/09 04:08:25.0	0.3587
03/05/09 04:14:19.0	0.3696
03/05/09 04:18:50.5	0.3804
03/05/09 05:04:20.5	0.3913
03/05/09 05:13:19.0	0.4022
03/05/09 05:15:53.0	0.413
03/05/09 05:17:45.0	0.4239
03/05/09 05:19:51.5	0.4348
03/05/09 05:24:17.0	0.4457
03/05/09 05:28:55.5	0.4565
03/05/09 05:32:13.5	0.4674
03/05/09 05:34:21.0	0.4783
03/05/09 05:36:27.0	0.4891
03/05/09 05:38:27.5	0.5
03/05/09 05:42:44.0	0.5109
03/05/09 05:45:35.5	0.5217
03/05/09 05:48:04.0	0.5326
03/05/09 05:50:06.0	0.5435
03/05/09 05:52:16.0	0.5543
03/05/09 05:54:33.5	0.5652
03/05/09 05:57:39.0	0.5761
03/05/09 05:59:59.5	0.587
03/05/09 06:02:10.5	0.5978
03/05/09 06:04:05.5	0.6087
03/05/09 06:06:16.5	0.6196
03/05/09 06:08:41.0	0.6304
03/05/09 06:11:29.0	0.6413
03/05/09 06:15:35.0	0.6522
03/05/09 06:23:45.5	0.663
03/05/09 06:28:32.0	0.6739
03/05/09 07:30:01.0	0.6848
03/06/09 10:59:35.5	0.6957
03/12/09 13:29:49.0	0.6957
