Serial Number:     202809     --     Series: Event (Rainfall event data)

Date Time	Event (Rainfall event data)
12/07/10 14:09:17.0	0
12/08/10 11:05:21.0	0.01
12/08/10 13:07:00.0	0.02
12/08/10 13:26:19.5	0.03
12/08/10 15:14:10.5	0.04
12/08/10 15:19:12.5	0.05
12/08/10 15:24:44.5	0.06
12/08/10 15:29:04.0	0.07
12/08/10 15:35:49.0	0.08
12/08/10 15:41:21.5	0.09
12/08/10 15:48:58.5	0.1
12/08/10 16:16:45.5	0.11
12/08/10 16:22:45.0	0.12
12/08/10 16:30:06.0	0.13
12/08/10 16:38:36.0	0.14
12/08/10 16:42:00.0	0.15
12/08/10 16:45:24.0	0.16
12/08/10 16:50:00.0	0.17
12/08/10 16:56:20.5	0.18
12/08/10 17:00:42.5	0.19
12/08/10 17:06:30.0	0.2
12/08/10 17:10:11.5	0.21
12/08/10 17:15:27.0	0.22
12/08/10 17:22:32.5	0.23
12/08/10 17:26:45.0	0.24
12/08/10 17:31:03.0	0.25
12/08/10 17:35:22.0	0.26
12/08/10 17:37:37.5	0.27
12/08/10 17:40:42.5	0.28
12/08/10 17:43:09.5	0.29
12/08/10 17:45:06.5	0.3
12/08/10 17:47:02.5	0.31
12/08/10 17:49:05.5	0.32
12/08/10 17:51:50.0	0.33
12/08/10 17:54:39.0	0.34
12/08/10 17:56:22.5	0.35
12/08/10 17:59:47.0	0.36
12/08/10 18:12:47.5	0.37
12/08/10 18:25:34.0	0.38
12/08/10 18:29:32.0	0.39
12/08/10 18:35:23.5	0.4
12/08/10 18:39:57.0	0.41
12/08/10 18:46:22.5	0.42
12/08/10 18:53:21.0	0.43
12/08/10 19:00:01.5	0.44
12/08/10 19:04:17.5	0.45
12/08/10 19:09:25.5	0.46
12/08/10 19:15:54.5	0.47
12/08/10 19:21:55.5	0.48
12/08/10 19:31:31.5	0.49
12/08/10 19:44:42.5	0.5
12/08/10 19:55:59.0	0.51
12/08/10 20:04:18.0	0.52
12/08/10 20:10:51.0	0.53
12/08/10 20:17:37.5	0.54
12/08/10 20:26:45.5	0.55
12/08/10 20:36:01.0	0.56
12/08/10 20:42:42.5	0.57
12/08/10 20:47:40.5	0.58
12/08/10 20:54:14.0	0.59
12/08/10 21:00:07.0	0.6
12/08/10 21:08:54.5	0.61
12/08/10 21:21:53.0	0.62
12/08/10 21:31:29.0	0.63
12/08/10 21:37:55.0	0.64
12/08/10 21:46:27.0	0.65
12/08/10 21:50:08.0	0.66
12/08/10 21:55:05.0	0.67
12/08/10 22:02:00.0	0.68
12/08/10 22:09:46.0	0.69
12/08/10 22:12:21.5	0.7
12/08/10 22:17:04.5	0.71
12/08/10 22:24:09.5	0.72
12/08/10 22:32:43.0	0.73
12/08/10 22:42:34.5	0.74
12/08/10 22:52:48.5	0.75
12/08/10 23:00:17.5	0.76
12/08/10 23:10:34.5	0.77
12/08/10 23:29:17.5	0.78
12/08/10 23:40:34.0	0.79
12/08/10 23:49:51.0	0.8
12/09/10 00:04:14.5	0.81
12/09/10 00:26:35.5	0.82
12/09/10 00:54:54.0	0.83
12/09/10 01:12:53.5	0.84
12/09/10 04:02:22.0	0.85
12/09/10 07:54:35.5	0.86
12/09/10 08:43:28.5	0.87
12/09/10 23:16:38.5	0.88
12/09/10 23:56:34.5	0.89
12/10/10 00:26:25.0	0.9
12/10/10 00:45:51.0	0.91
12/10/10 01:08:41.5	0.92
12/10/10 01:56:43.5	0.93
12/10/10 03:41:48.5	0.94
12/10/10 04:19:31.0	0.95
12/10/10 05:02:01.5	0.96
12/10/10 06:48:02.0	0.97
12/10/10 09:20:05.0	0.98
12/10/10 12:47:59.5	0.99
12/10/10 13:19:52.5	1
12/10/10 17:15:56.5	1.01
12/11/10 04:21:37.0	1.02
12/14/10 05:27:50.5	1.03
12/14/10 05:37:08.5	1.04
12/14/10 05:46:58.5	1.05
12/14/10 06:04:59.5	1.06
12/14/10 06:37:11.0	1.07
12/14/10 06:42:07.0	1.08
12/14/10 06:49:00.5	1.09
12/14/10 07:01:36.0	1.1
12/14/10 07:10:19.0	1.11
12/14/10 07:12:01.0	1.12
12/14/10 07:17:37.5	1.13
12/14/10 07:43:49.5	1.14
12/14/10 07:48:24.0	1.15
12/14/10 07:52:13.0	1.16
12/14/10 07:56:49.0	1.17
12/14/10 08:23:59.0	1.18
12/14/10 08:42:02.5	1.19
12/14/10 09:02:03.0	1.2
12/14/10 09:31:13.0	1.21
12/14/10 09:51:29.0	1.22
12/14/10 10:21:58.5	1.23
12/14/10 11:39:25.5	1.24
12/14/10 12:51:13.0	1.24
