Serial Number:     532217     --     Series: Event (Events)

Date Time	Event (Events)
01/13/09 15:59:09.0	0
01/21/09 13:46:38.0	0.0109
01/21/09 23:06:14.5	0.0217
01/23/09 00:47:05.5	0.0326
01/23/09 09:58:53.0	0.0435
01/23/09 22:31:38.0	0.0543
01/24/09 08:18:26.5	0.0652
01/25/09 14:06:51.5	0.0761
01/26/09 03:35:08.0	0.087
01/29/09 11:46:27.5	0.087
