Serial Number:     202809     --     Series: Event (Rainfall event data)

Date Time	Event (Rainfall event data)
05/31/11 09:42:38.0	0
05/31/11 09:56:12.5	0.01
05/31/11 10:04:43.5	0.02
05/31/11 10:21:17.5	0.03
05/31/11 10:33:56.0	0.04
05/31/11 10:45:40.0	0.05
05/31/11 10:53:06.0	0.06
05/31/11 11:00:03.5	0.07
05/31/11 11:21:07.0	0.08
05/31/11 11:29:07.5	0.09
05/31/11 11:41:00.0	0.1
05/31/11 11:55:03.5	0.11
05/31/11 12:01:41.5	0.12
05/31/11 12:08:38.0	0.13
05/31/11 12:15:00.0	0.14
05/31/11 12:19:55.5	0.15
05/31/11 12:24:43.5	0.16
05/31/11 12:29:11.0	0.17
05/31/11 12:34:32.5	0.18
05/31/11 13:15:48.0	0.19
05/31/11 13:22:57.0	0.2
05/31/11 13:30:01.0	0.21
05/31/11 13:42:19.5	0.22
05/31/11 14:02:43.5	0.23
05/31/11 14:12:48.5	0.24
05/31/11 14:23:18.5	0.25
05/31/11 14:41:16.5	0.26
06/01/11 08:10:14.0	0.27
06/03/11 22:55:12.0	0.28
06/03/11 23:04:05.5	0.29
06/03/11 23:09:41.5	0.3
06/03/11 23:17:00.0	0.31
06/03/11 23:27:40.0	0.32
06/03/11 23:34:42.5	0.33
06/03/11 23:39:27.0	0.34
06/03/11 23:47:33.0	0.35
06/04/11 00:01:09.5	0.36
06/04/11 00:10:16.5	0.37
06/04/11 00:17:34.0	0.38
06/04/11 00:22:26.5	0.39
06/04/11 00:30:45.0	0.4
06/04/11 00:36:13.0	0.41
06/04/11 00:41:27.5	0.42
06/04/11 00:48:10.0	0.43
06/04/11 00:55:42.5	0.44
06/04/11 01:02:36.5	0.45
06/04/11 01:07:14.5	0.46
06/04/11 01:10:26.5	0.47
06/04/11 01:12:30.0	0.48
06/04/11 01:14:24.0	0.49
06/04/11 01:17:20.0	0.5
06/04/11 01:19:54.5	0.51
06/04/11 01:23:38.0	0.52
06/04/11 01:28:08.5	0.53
06/04/11 01:30:55.5	0.54
06/04/11 01:34:25.0	0.55
06/04/11 01:37:52.0	0.56
06/04/11 01:41:34.5	0.57
06/04/11 01:46:36.5	0.58
06/04/11 01:50:57.5	0.59
06/04/11 01:55:07.5	0.6
06/04/11 01:58:18.0	0.61
06/04/11 02:02:54.5	0.62
06/04/11 02:06:04.5	0.63
06/04/11 02:10:16.5	0.64
06/04/11 02:15:00.0	0.65
06/04/11 02:21:23.5	0.66
06/04/11 02:26:59.0	0.67
06/04/11 02:33:29.0	0.68
06/04/11 02:39:11.0	0.69
06/04/11 02:45:17.5	0.7
06/04/11 02:51:34.0	0.71
06/04/11 02:56:07.0	0.72
06/04/11 03:00:05.5	0.73
06/04/11 03:03:38.0	0.74
06/04/11 03:07:42.0	0.75
06/04/11 03:11:08.5	0.76
06/04/11 03:13:52.5	0.77
06/04/11 03:17:21.5	0.78
06/04/11 03:20:41.0	0.79
06/04/11 03:24:14.0	0.8
06/04/11 03:28:51.0	0.81
06/04/11 03:33:07.0	0.82
06/04/11 03:36:14.5	0.83
06/04/11 03:38:49.5	0.84
06/04/11 03:42:17.5	0.85
06/04/11 03:46:20.5	0.86
06/04/11 03:49:44.0	0.87
06/04/11 03:54:20.0	0.88
06/04/11 03:58:50.5	0.89
06/04/11 04:03:18.5	0.9
06/04/11 04:07:36.5	0.91
06/04/11 04:12:18.0	0.92
06/04/11 04:16:41.5	0.93
06/04/11 04:22:11.0	0.94
06/04/11 04:27:16.5	0.95
06/04/11 04:31:21.0	0.96
06/04/11 04:35:17.0	0.97
06/04/11 04:38:40.5	0.98
06/04/11 04:41:58.5	0.99
06/04/11 04:45:51.5	1
06/04/11 04:49:45.5	1.01
06/04/11 04:53:12.0	1.02
06/04/11 04:56:33.5	1.03
06/04/11 05:01:00.5	1.04
06/04/11 05:05:20.0	1.05
06/04/11 05:12:33.0	1.06
06/04/11 05:17:10.0	1.07
06/04/11 05:20:59.5	1.08
06/04/11 05:23:28.5	1.09
06/04/11 05:28:53.5	1.1
06/04/11 05:32:59.0	1.11
06/04/11 05:38:16.0	1.12
06/04/11 05:42:14.0	1.13
06/04/11 05:47:35.5	1.14
06/04/11 05:51:26.5	1.15
06/04/11 05:54:55.5	1.16
06/04/11 05:58:50.0	1.17
06/04/11 06:02:34.0	1.18
06/04/11 06:04:28.5	1.19
06/04/11 06:07:08.5	1.2
06/04/11 06:10:39.0	1.21
06/04/11 06:13:04.5	1.22
06/04/11 06:16:05.5	1.23
06/04/11 06:20:28.5	1.24
06/04/11 06:24:16.0	1.25
06/04/11 06:29:51.5	1.26
06/04/11 06:33:42.0	1.27
06/04/11 06:38:25.0	1.28
06/04/11 06:42:13.5	1.29
06/04/11 06:45:19.5	1.3
06/04/11 06:51:22.0	1.31
06/04/11 06:57:11.5	1.32
06/04/11 07:03:05.0	1.33
06/04/11 07:12:31.0	1.34
06/04/11 07:20:32.5	1.35
06/04/11 07:27:11.0	1.36
06/04/11 07:33:41.5	1.37
06/04/11 07:39:14.5	1.38
06/04/11 07:43:43.0	1.39
06/04/11 07:47:37.0	1.4
06/04/11 07:49:34.5	1.41
06/04/11 07:51:29.0	1.42
06/04/11 07:52:38.0	1.43
06/04/11 07:54:58.5	1.44
06/04/11 07:56:47.5	1.45
06/04/11 07:59:45.5	1.46
06/04/11 08:02:52.0	1.47
06/04/11 08:05:08.0	1.48
06/04/11 08:07:43.0	1.49
06/04/11 08:10:29.5	1.5
06/04/11 08:13:40.5	1.51
06/04/11 08:16:15.5	1.52
06/04/11 08:17:54.5	1.53
06/04/11 08:19:29.5	1.54
06/04/11 08:21:53.0	1.55
06/04/11 08:24:06.5	1.56
06/04/11 08:25:34.5	1.57
06/04/11 08:28:00.0	1.58
06/04/11 08:29:39.0	1.59
06/04/11 08:31:45.0	1.6
06/04/11 08:33:07.0	1.61
06/04/11 08:34:30.5	1.62
06/04/11 08:35:32.5	1.63
06/04/11 08:37:07.5	1.64
06/04/11 08:38:28.0	1.65
06/04/11 08:39:32.5	1.66
06/04/11 08:40:33.0	1.67
06/04/11 08:42:22.0	1.68
06/04/11 08:43:00.0	1.69
06/04/11 08:44:03.0	1.7
06/04/11 08:45:31.5	1.71
06/04/11 08:46:49.5	1.72
06/04/11 08:47:53.5	1.73
06/04/11 08:48:57.5	1.74
06/04/11 08:50:18.0	1.75
06/04/11 08:51:28.0	1.76
06/04/11 08:52:41.0	1.77
06/04/11 08:54:19.5	1.78
06/04/11 08:55:36.0	1.79
06/04/11 08:57:01.0	1.8
06/04/11 08:58:39.5	1.81
06/04/11 09:00:34.0	1.82
06/04/11 09:01:25.0	1.83
06/04/11 09:02:50.5	1.84
06/04/11 09:03:54.5	1.85
06/04/11 09:04:43.5	1.86
06/04/11 09:05:44.0	1.87
06/04/11 09:07:08.5	1.88
06/04/11 09:08:07.5	1.89
06/04/11 09:09:38.5	1.9
06/04/11 09:11:07.5	1.91
06/04/11 09:13:07.0	1.92
06/04/11 09:14:36.5	1.93
06/04/11 09:15:56.5	1.94
06/04/11 09:17:22.0	1.95
06/04/11 09:18:56.0	1.96
06/04/11 09:21:06.5	1.97
06/04/11 09:26:26.5	1.98
06/04/11 09:36:52.0	1.99
06/04/11 09:50:04.5	2
06/04/11 09:56:55.0	2.01
06/04/11 10:01:40.5	2.02
06/04/11 10:07:30.5	2.03
06/04/11 10:14:46.5	2.04
06/04/11 10:19:31.5	2.05
06/04/11 10:26:20.0	2.06
06/04/11 10:35:25.5	2.07
06/04/11 10:40:17.0	2.08
06/04/11 10:45:25.0	2.09
06/04/11 10:49:59.0	2.1
06/04/11 10:53:24.5	2.11
06/04/11 10:57:41.0	2.12
06/04/11 11:01:37.0	2.13
06/04/11 11:07:33.5	2.14
06/04/11 11:13:40.0	2.15
06/04/11 11:28:32.5	2.16
06/04/11 11:35:55.5	2.17
06/04/11 11:48:31.5	2.18
06/04/11 15:15:24.5	2.19
06/04/11 15:56:43.0	2.2
06/04/11 17:45:59.0	2.21
06/05/11 01:05:12.5	2.22
06/05/11 02:08:56.5	2.23
06/05/11 20:27:26.0	2.24
06/05/11 20:51:27.5	2.25
06/05/11 21:07:03.5	2.26
06/07/11 13:39:26.5	2.26
