Date Time	rh991129
11/29/99 11:27:44.0	0	Start
11/29/99 11:28:11.5	1
11/29/99 15:49:31.0	2
11/29/99 20:49:26.5	3
11/29/99 20:51:30.0	4
11/29/99 20:53:33.5	5
11/29/99 20:55:45.0	6
11/29/99 20:57:28.5	7
11/29/99 21:00:09.0	8
11/29/99 21:00:09.5	9
11/29/99 21:04:40.5	10
11/29/99 21:11:52.0	11
11/29/99 21:24:58.0	12
11/29/99 21:55:53.5	13
11/29/99 22:39:50.5	14
11/29/99 22:49:40.0	15
11/29/99 22:53:29.0	16
11/29/99 22:56:56.5	17
11/29/99 23:01:22.0	18
11/29/99 23:05:04.0	19
11/29/99 23:09:19.0	20
11/29/99 23:14:31.5	21
11/29/99 23:18:46.5	22
11/29/99 23:23:07.5	23
11/29/99 23:26:32.0	24
11/29/99 23:30:38.5	25
11/29/99 23:34:17.0	26
11/29/99 23:39:49.0	27
11/29/99 23:47:55.5	28
11/29/99 23:47:56.0	29
11/29/99 23:55:07.0	30
11/30/99 00:04:52.5	31
11/30/99 00:11:02.0	32
11/30/99 00:11:02.5	33
11/30/99 00:16:35.5	34
11/30/99 00:26:35.0	35
11/30/99 00:44:58.5	36
11/30/99 07:33:31.5	36	End
