Date Time	3/4/98 inches of rain
03/04/98 16:03:09.0	0	Start
03/05/98 10:38:55.0	1
03/05/98 11:05:26.5	2
03/05/98 11:11:19.5	3
03/05/98 11:21:10.0	4
03/05/98 11:29:19.0	5
03/05/98 11:36:34.5	6
03/05/98 11:36:35.0	7
03/05/98 11:42:19.0	8
03/05/98 11:42:19.5	9
03/05/98 11:48:55.0	10
03/05/98 11:59:19.0	11
03/05/98 12:04:25.0	12
03/05/98 12:10:11.0	13
03/05/98 12:10:11.5	14
03/05/98 12:21:33.5	15
03/05/98 12:26:54.5	16
03/05/98 12:31:15.0	17
03/05/98 12:37:42.0	18
03/05/98 12:42:18.5	19
03/05/98 12:49:29.0	20
03/05/98 13:00:34.5	21
03/05/98 13:44:32.5	22
03/05/98 13:53:39.5	23
03/05/98 13:58:39.0	24
03/05/98 14:04:02.0	25
03/05/98 14:06:50.0	26
03/05/98 14:12:15.5	27
03/05/98 14:14:37.0	28
03/05/98 14:14:37.5	29
03/05/98 14:17:18.5	30
03/05/98 14:20:33.5	31
03/05/98 14:26:38.0	32
03/05/98 14:26:38.5	33
03/05/98 14:28:48.0	34
03/05/98 14:28:48.5	35
03/05/98 14:33:37.0	36
03/05/98 14:37:38.5	37
03/05/98 14:42:04.5	38
03/05/98 14:44:21.0	39
03/05/98 14:46:24.0	40
03/05/98 14:48:57.0	41
03/05/98 14:51:58.0	42
03/05/98 14:51:58.5	43
03/05/98 14:59:16.5	44
03/05/98 15:03:51.0	45
03/05/98 15:08:50.0	46
03/05/98 15:17:23.5	47
03/05/98 15:34:22.5	48
03/05/98 15:37:43.5	49
03/05/98 15:40:35.0	50
03/05/98 16:10:24.5	51
03/05/98 16:22:17.0	52
03/05/98 16:24:58.5	53
03/05/98 16:45:23.0	54
03/05/98 16:57:59.5	55
03/05/98 16:59:45.5	56
03/05/98 16:59:46.0	57
03/05/98 17:00:21.5	58
03/05/98 17:02:48.0	59
03/05/98 17:17:22.5	60
03/05/98 17:20:48.0	61
03/05/98 17:20:48.5	62
03/05/98 17:23:48.5	63
03/05/98 17:23:49.0	64
03/05/98 19:04:23.5	65
03/05/98 19:11:34.5	66
03/05/98 19:12:43.0	67
03/05/98 19:12:43.5	68
03/05/98 19:13:41.5	69
03/05/98 20:04:14.0	70
03/05/98 20:25:07.5	71
03/05/98 21:10:58.0	72
03/05/98 21:20:53.0	73
03/05/98 21:23:46.0	74
03/05/98 21:25:20.5	75
03/05/98 21:25:45.5	76
03/05/98 21:26:03.0	77
03/05/98 21:26:27.0	78
03/05/98 21:26:47.5	79
03/05/98 21:26:48.0	80
03/05/98 21:27:01.5	81
03/05/98 21:27:20.5	82
03/05/98 21:27:54.5	83
03/05/98 21:28:43.5	84
03/05/98 21:29:47.0	85
03/05/98 21:30:47.5	86
03/05/98 21:31:45.5	87
03/05/98 21:32:37.5	88
03/05/98 21:33:37.0	89
03/05/98 21:34:26.5	90
03/05/98 21:36:10.0	91
03/05/98 21:39:50.5	92
03/05/98 21:43:48.0	93
03/05/98 21:46:59.5	94
03/05/98 21:50:09.0	95
03/05/98 21:56:04.5	96
03/05/98 22:13:15.5	97
03/07/98 17:59:00.5	98
03/07/98 22:42:04.5	99
03/07/98 23:12:09.0	100
03/12/98 13:14:14.5	101
03/12/98 13:14:15.0	102
03/12/98 13:34:17.0	103
03/12/98 13:47:56.5	104
03/12/98 14:04:26.5	105
03/12/98 14:04:27.0	106
03/12/98 20:36:39.5	107
03/12/98 20:45:29.0	108
03/12/98 20:49:57.0	109
03/12/98 20:53:15.0	110
03/12/98 20:58:16.0	111
03/12/98 21:03:35.5	112
03/12/98 21:06:06.5	113
03/12/98 21:09:22.0	114
03/12/98 21:12:13.0	115
03/12/98 21:13:54.0	116
03/12/98 21:17:06.0	117
03/12/98 21:25:39.5	118
03/12/98 23:23:36.5	119
03/12/98 23:23:37.0	120
03/12/98 23:25:01.5	121
03/12/98 23:25:38.5	122
03/12/98 23:26:55.0	123
03/12/98 23:29:07.0	124
03/12/98 23:29:49.5	125
03/12/98 23:30:23.5	126
03/12/98 23:31:42.5	127
03/12/98 23:31:43.0	128
03/12/98 23:33:10.5	129
