Date Time	6/19/98 start	
10/31/99 10:53	1	Start
11/8/99 14:56	2	
11/8/99 15:03	1	
11/8/99 15:03	2	
11/8/99 15:03	3	
11/16/99 9:02	1	
11/16/99 13:34	2	
11/16/99 13:35	3	
11/16/99 13:43	4	
11/16/99 13:45	5	
11/16/99 13:49	6	
11/16/99 13:49	7	
11/16/99 15:59	8	
11/16/99 16:13	9	
11/16/99 17:38	10	
11/16/99 17:41	11
11/17/99 5:20	12
11/17/99 5:21	13
11/17/99 5:29	14
11/17/99 5:38	15
11/17/99 6:03	16
11/17/99 6:08	17
11/19/99 7:49	18
11/19/99 7:54	19
11/19/99 7:58	20
11/19/99 8:03	21
11/19/99 8:06	22
11/19/99 8:09	23
11/19/99 8:23	24
11/19/99 8:26	25
11/19/99 8:39	26
11/19/99 8:45	27
11/19/99 9:12	28
11/19/99 9:15	29
11/19/99 9:21	30
11/19/99 9:22	31
11/19/99 9:29	32
11/19/99 9:30	33
11/19/99 9:40	34
11/19/99 9:41	35
11/19/99 9:44	36
11/19/99 9:45	37
11/19/99 9:53	38
11/19/99 9:56	39
11/19/99 10:02	40
11/19/99 10:03	41
11/27/99 4:02	42
11/29/99 18:53	43
11/29/99 19:01	44
11/29/99 19:03	45
11/29/99 19:31	46
11/29/99 19:35	47
11/29/99 19:45	48
11/29/99 19:47	49
11/29/99 19:50	50
11/29/99 19:52	51
11/29/99 19:56	52
11/29/99 20:50	53
11/29/99 20:51	54
11/29/99 20:52	55
11/29/99 20:52	56
11/29/99 20:53	57
11/29/99 20:54	58
11/29/99 20:54	59
11/29/99 20:56	60
11/29/99 20:57	61
11/29/99 20:58	62
11/29/99 20:59	63
11/29/99 21:01	64
11/29/99 21:02	65
11/29/99 21:05	66
11/29/99 21:05	67
11/29/99 21:09	68
11/29/99 21:10	69
11/29/99 21:14	70
11/29/99 21:17	71
11/29/99 21:20	72
11/29/99 21:22	73
11/29/99 21:27	74
11/29/99 21:32	75
11/29/99 21:41	76
11/29/99 21:48	77
11/29/99 22:27	78
11/29/99 22:34	79
11/29/99 22:38	80
11/29/99 22:40	81
11/29/99 22:42	82
11/29/99 22:43	83
11/29/99 22:45	84
11/29/99 22:48	85
11/29/99 22:53	86
11/29/99 22:54	87
11/29/99 22:59	88
11/29/99 23:00	89
11/29/99 23:06	90
11/29/99 23:07	91
11/29/99 23:12	92
11/29/99 23:14	93
11/29/99 23:20	94
11/29/99 23:21	95
11/29/99 23:27	96
11/29/99 23:33	97
11/29/99 23:45	98
11/29/99 23:49	99
11/30/99 0:00	100
11/30/99 0:02	101
11/30/99 0:06	102
11/30/99 0:08	103
11/30/99 0:17	104
11/30/99 0:19	105
11/30/99 0:32	106
11/30/99 0:36	107
12/1/99 10:56	108
12/2/99 10:58	109
12/3/99 11:45	110
12/3/99 11:45	111
12/10/99 8:59	1
