Date Time	rh991129
11/30/99 07:35:09.0	0	Start
11/30/99 10:31:13.5	1
11/30/99 18:23:33.0	2
11/30/99 18:29:41.5	3
11/30/99 18:33:26.5	4
11/30/99 18:33:27.0	5
11/30/99 18:38:29.5	6
11/30/99 18:49:18.0	7
11/30/99 18:55:48.5	8
11/30/99 19:00:26.0	9
11/30/99 19:03:58.5	10
11/30/99 19:07:29.0	11
11/30/99 19:11:26.0	12
11/30/99 19:13:03.5	13
11/30/99 19:14:41.0	14
11/30/99 19:15:46.0	15
11/30/99 19:15:59.0	16
11/30/99 19:16:10.0	17
11/30/99 19:16:18.5	18
11/30/99 19:16:19.0	19
11/30/99 19:16:36.0	20
11/30/99 19:17:09.5	21
11/30/99 19:17:44.0	22
11/30/99 19:18:34.0	23
11/30/99 19:19:26.0	24
11/30/99 19:20:13.0	25
11/30/99 19:21:24.0	26
11/30/99 19:22:44.0	27
11/30/99 19:24:21.5	28
11/30/99 19:26:52.0	29
11/30/99 19:30:25.0	30
11/30/99 19:34:04.0	31
11/30/99 19:45:08.0	32
11/30/99 19:53:38.5	33
11/30/99 20:03:49.5	34
11/30/99 20:12:28.5	35
12/01/99 02:35:07.5	36
12/01/99 11:10:12.0	37
12/01/99 11:10:12.5	38
12/02/99 09:31:53.5	38	End
