Serial Number:     532217     --     Series: Event (rainfall)

Date Time	Event (rainfall)
05/10/11 11:07:52.0	0
05/14/11 21:10:41.0	0.01
05/14/11 21:18:28.0	0.02
05/14/11 21:28:03.0	0.03
05/14/11 21:33:31.5	0.04
05/14/11 21:38:25.0	0.05
05/14/11 21:44:31.0	0.06
05/14/11 21:49:52.0	0.07
05/14/11 21:53:51.0	0.08
05/14/11 21:58:58.0	0.09
05/14/11 22:01:23.5	0.1
05/14/11 22:05:37.0	0.11
05/14/11 22:08:15.5	0.12
05/14/11 22:12:24.5	0.13
05/14/11 22:15:08.5	0.14
05/14/11 22:17:32.5	0.15
05/14/11 22:19:45.5	0.16
05/14/11 22:22:09.5	0.17
05/14/11 22:24:27.5	0.18
05/14/11 22:27:46.0	0.19
05/14/11 22:29:24.0	0.2
05/14/11 22:30:54.5	0.21
05/14/11 22:32:32.5	0.22
05/14/11 22:35:17.0	0.23
05/14/11 22:37:14.5	0.24
05/14/11 22:40:12.5	0.25
05/14/11 22:42:29.0	0.26
05/14/11 22:45:01.5	0.27
05/14/11 22:47:20.0	0.28
05/14/11 22:49:13.0	0.29
05/14/11 22:50:23.0	0.3
05/14/11 22:51:15.0	0.31
05/14/11 22:52:23.0	0.32
05/14/11 22:56:06.0	0.33
05/14/11 22:58:15.5	0.34
05/14/11 23:01:27.0	0.35
05/14/11 23:04:44.0	0.36
05/14/11 23:08:33.0	0.37
05/14/11 23:12:18.5	0.38
05/14/11 23:16:47.0	0.39
05/14/11 23:19:34.5	0.4
05/14/11 23:22:19.5	0.41
05/14/11 23:25:28.0	0.42
05/14/11 23:28:23.0	0.43
05/14/11 23:31:35.5	0.44
05/14/11 23:35:17.5	0.45
05/14/11 23:37:53.0	0.46
05/14/11 23:40:47.5	0.47
05/14/11 23:42:51.5	0.48
05/14/11 23:45:31.0	0.49
05/14/11 23:48:00.0	0.5
05/14/11 23:52:47.0	0.51
05/14/11 23:57:36.0	0.52
05/15/11 00:08:15.5	0.53
05/15/11 00:14:51.5	0.54
05/15/11 00:23:47.5	0.55
05/15/11 00:35:25.0	0.56
05/15/11 02:14:56.5	0.57
05/15/11 02:18:35.5	0.58
05/15/11 02:21:21.0	0.59
05/15/11 02:24:05.5	0.6
05/15/11 02:30:19.0	0.61
05/15/11 02:34:37.0	0.62
05/15/11 02:40:11.5	0.63
05/15/11 07:28:58.0	0.64
05/15/11 23:02:39.0	0.65
05/16/11 16:40:32.5	0.66
05/16/11 16:57:07.5	0.67
05/16/11 17:22:09.5	0.68
05/16/11 17:46:43.5	0.69
05/16/11 18:03:06.5	0.7
05/16/11 18:53:49.0	0.71
05/16/11 19:04:15.5	0.72
05/16/11 19:10:25.5	0.73
05/16/11 19:16:47.5	0.74
05/16/11 19:24:08.5	0.75
05/16/11 19:31:47.5	0.76
05/16/11 19:36:40.0	0.77
05/16/11 19:43:42.0	0.78
05/16/11 20:05:15.5	0.79
05/16/11 20:10:51.5	0.8
05/16/11 20:14:33.0	0.81
05/16/11 20:21:03.5	0.82
05/16/11 20:41:03.5	0.83
05/16/11 20:44:03.5	0.84
05/16/11 20:46:23.5	0.85
05/16/11 20:48:16.0	0.86
05/16/11 20:51:24.0	0.87
05/16/11 20:53:01.5	0.88
05/16/11 20:55:15.0	0.89
05/16/11 20:57:00.5	0.9
05/16/11 20:59:22.0	0.91
05/16/11 21:05:52.0	0.92
05/16/11 21:56:18.5	0.93
05/16/11 22:03:32.5	0.94
05/16/11 22:17:55.0	0.95
05/16/11 22:26:50.0	0.96
05/16/11 22:32:00.0	0.97
05/16/11 22:36:09.5	0.98
05/16/11 22:38:38.0	0.99
05/16/11 22:40:27.5	1
05/16/11 22:43:56.5	1.01
05/16/11 22:47:16.0	1.02
05/16/11 22:49:41.5	1.03
05/16/11 22:51:12.5	1.04
05/16/11 23:12:37.0	1.05
05/16/11 23:27:58.5	1.06
05/16/11 23:41:47.5	1.07
05/17/11 03:48:53.0	1.08
05/17/11 03:56:13.0	1.09
05/17/11 05:28:18.5	1.1
05/17/11 06:26:18.5	1.11
05/17/11 06:28:45.5	1.12
05/17/11 06:32:30.5	1.13
05/17/11 08:21:10.5	1.14
05/17/11 08:28:56.0	1.15
05/17/11 08:47:57.5	1.16
05/17/11 09:11:16.5	1.17
05/17/11 09:17:30.0	1.18
05/17/11 09:46:49.0	1.19
05/17/11 11:35:02.0	1.19
