Serial Number:     532217     --     Series: Event (Events)

Date Time	Event (Events)
05/04/10 11:42:06.0	0
05/09/10 08:54:37.0	0.0109
05/09/10 08:59:45.5	0.0217
05/09/10 09:01:40.0	0.0326
05/09/10 09:05:12.0	0.0435
05/10/10 07:36:51.5	0.0543
05/10/10 07:40:06.0	0.0652
05/10/10 07:52:01.0	0.0761
05/10/10 07:55:03.0	0.087
05/10/10 07:59:21.0	0.0978
05/10/10 13:24:31.0	0.1087
05/10/10 13:34:57.5	0.1196
05/10/10 13:38:33.0	0.1304
05/10/10 13:44:47.0	0.1413
05/10/10 13:49:16.0	0.1522
05/10/10 14:35:11.0	0.163
05/10/10 14:42:22.5	0.1739
05/10/10 20:28:13.5	0.1848
05/10/10 20:32:15.5	0.1957
05/11/10 12:25:10.5	0.1957
