Date Time	ln000125.start
01/31/00 11:26:16.0	0	Start
01/31/00 15:00:47.5	1
01/31/00 15:43:06.0	2
01/31/00 16:38:47.5	3
01/31/00 17:26:27.0	4
01/31/00 18:01:25.5	5
01/31/00 18:22:04.0	6
01/31/00 18:42:23.5	7
01/31/00 19:05:44.0	8
01/31/00 19:44:56.5	9
02/01/00 06:24:15.5	10
02/03/00 11:24:51.0	11
02/03/00 11:44:39.0	12
02/03/00 11:47:18.5	13
02/03/00 11:50:38.5	14
02/03/00 11:55:21.5	15
02/03/00 11:59:26.0	16
02/03/00 12:02:26.5	17
02/03/00 12:07:44.0	18
02/03/00 12:10:55.5	19
02/03/00 12:13:45.0	20
02/03/00 12:16:32.5	21
02/03/00 12:21:10.0	22
02/03/00 12:24:10.0	23
02/03/00 12:26:49.0	24
02/03/00 12:28:29.0	25
02/03/00 12:30:09.0	26
02/03/00 12:32:00.0	27
02/03/00 12:34:13.5	28
02/03/00 12:36:19.0	29
02/03/00 12:38:55.5	30
02/03/00 12:40:57.5	31
02/03/00 12:43:50.0	32
02/03/00 12:46:37.5	33
02/03/00 12:49:18.5	34
02/03/00 12:51:47.0	35
02/03/00 12:56:51.0	36
02/03/00 13:00:28.0	37
02/03/00 13:02:59.5	38
02/03/00 13:04:42.0	39
02/03/00 13:07:10.5	40
02/03/00 13:09:55.5	41
02/03/00 13:13:42.5	42
02/03/00 13:17:29.5	43
02/03/00 13:21:56.5	44
02/03/00 13:25:47.5	45
02/03/00 13:29:57.5	46
02/03/00 13:31:51.5	47
02/03/00 13:33:47.5	48
02/03/00 13:35:54.5	49
02/03/00 13:38:52.5	50
02/03/00 13:41:57.5	51
02/03/00 13:44:29.5	52
02/03/00 13:47:09.0	53
02/03/00 13:50:30.0	54
02/03/00 13:55:22.0	55
02/03/00 14:02:11.0	56
02/03/00 14:07:38.5	57
02/03/00 14:28:30.5	58
02/04/00 13:02:42.5	59
02/04/00 15:15:08.5	59	End
