Serial Number:     532217     --     Series: Event (rainfall)

Date Time	Event (rainfall)
06/07/11 09:18:08.0	0
06/28/11 13:07:34.5	0.01
06/28/11 13:17:00.5	0.02
06/28/11 13:27:33.5	0.03
06/28/11 13:29:56.5	0.04
06/28/11 13:33:58.5	0.05
06/28/11 13:37:09.5	0.06
06/28/11 13:40:02.0	0.07
06/28/11 13:42:17.0	0.08
06/28/11 13:45:03.0	0.09
06/28/11 13:46:04.0	0.1
06/28/11 13:46:38.5	0.11
06/28/11 13:47:01.5	0.12
06/28/11 13:47:38.5	0.13
06/28/11 13:48:23.0	0.14
06/28/11 13:50:04.5	0.15
06/28/11 13:51:51.5	0.16
06/28/11 13:53:34.5	0.17
06/28/11 13:54:28.5	0.18
06/28/11 13:55:49.5	0.19
06/28/11 13:57:06.0	0.2
06/28/11 13:58:53.5	0.21
06/28/11 14:00:23.5	0.22
06/28/11 14:01:36.5	0.23
06/28/11 14:02:44.0	0.24
06/28/11 14:04:16.5	0.25
06/28/11 14:05:41.0	0.26
06/28/11 14:08:17.0	0.27
06/28/11 14:10:23.0	0.28
06/28/11 14:11:51.0	0.29
06/28/11 14:13:31.5	0.3
06/28/11 14:17:03.0	0.31
06/28/11 14:18:53.5	0.32
06/28/11 14:20:43.0	0.33
06/28/11 14:22:27.0	0.34
06/28/11 14:25:21.5	0.34
