Serial Number:     532217     --     Series: Event (rainfall)

Date Time	Event (rainfall)
01/04/11 11:57:29.0	0
01/11/11 14:14:06.0	0.01
01/11/11 17:36:41.5	0.02
01/13/11 11:41:18.0	0.03
01/13/11 11:55:26.0	0.04
01/13/11 12:02:18.5	0.05
01/13/11 12:07:30.0	0.06
01/13/11 12:10:38.5	0.07
01/13/11 12:14:18.0	0.08
01/13/11 12:18:13.5	0.09
01/13/11 12:29:30.0	0.1
01/13/11 12:39:44.5	0.11
01/13/11 12:43:20.0	0.12
01/13/11 12:45:32.0	0.13
01/13/11 12:47:47.5	0.14
01/13/11 12:56:59.0	0.15
01/13/11 13:43:47.0	0.16
01/13/11 14:12:07.5	0.17
01/13/11 15:02:43.5	0.18
01/13/11 17:05:57.0	0.19
01/14/11 00:48:48.5	0.2
01/14/11 08:03:52.0	0.21
01/18/11 10:29:56.0	0.21
