Serial Number:     202809     --     Series: Event (Rainfall event data)

Date Time	Event (Rainfall event data)
11/16/10 11:31:13.0	0
11/16/10 11:31:27.0	0.01
11/19/10 07:49:30.0	0.02
11/19/10 09:30:16.5	0.03
11/19/10 09:58:32.5	0.04
11/19/10 10:39:13.5	0.05
11/19/10 10:56:53.5	0.06
11/19/10 11:12:45.0	0.07
11/19/10 11:35:14.0	0.08
11/19/10 11:44:38.0	0.09
11/19/10 12:17:32.0	0.1
11/19/10 12:23:13.5	0.11
11/19/10 12:35:51.0	0.12
11/19/10 19:27:49.0	0.13
11/19/10 19:41:44.0	0.14
11/19/10 19:50:00.0	0.15
11/19/10 19:51:55.5	0.16
11/19/10 19:52:38.0	0.17
11/19/10 19:53:19.5	0.18
11/19/10 19:54:36.0	0.19
11/19/10 19:58:01.0	0.2
11/19/10 20:02:11.5	0.21
11/19/10 20:03:01.5	0.22
11/19/10 20:04:28.5	0.23
11/19/10 20:04:59.5	0.24
11/19/10 20:05:17.0	0.25
11/19/10 20:05:38.5	0.26
11/19/10 20:05:59.0	0.27
11/19/10 20:06:25.0	0.28
11/19/10 20:06:52.5	0.29
11/19/10 20:07:33.0	0.3
11/19/10 20:08:06.0	0.31
11/19/10 20:08:30.5	0.32
11/19/10 20:08:50.0	0.33
11/19/10 20:09:37.5	0.34
11/19/10 20:10:07.5	0.35
11/19/10 20:10:34.5	0.36
11/19/10 20:11:12.0	0.37
11/19/10 20:12:56.5	0.38
11/19/10 20:18:26.5	0.39
11/19/10 20:20:11.5	0.4
11/19/10 20:20:44.0	0.41
11/19/10 20:21:23.5	0.42
11/19/10 20:22:04.5	0.43
11/19/10 20:23:26.0	0.44
11/19/10 20:24:22.5	0.45
11/19/10 20:26:03.5	0.46
11/19/10 20:27:15.5	0.47
11/19/10 20:32:45.0	0.48
11/19/10 20:36:17.5	0.49
11/19/10 20:40:20.5	0.5
11/19/10 20:52:19.5	0.51
11/19/10 20:59:40.5	0.52
11/19/10 21:03:27.0	0.53
11/19/10 21:06:32.5	0.54
11/19/10 21:08:43.0	0.55
11/19/10 21:10:01.0	0.56
11/19/10 21:13:42.5	0.57
11/19/10 21:18:26.0	0.58
11/19/10 21:24:43.5	0.59
11/19/10 21:29:27.5	0.6
11/19/10 21:30:55.0	0.61
11/19/10 21:32:44.0	0.62
11/19/10 21:34:46.5	0.63
11/19/10 21:37:32.5	0.64
11/19/10 21:40:33.5	0.65
11/19/10 21:42:39.0	0.66
11/19/10 21:45:51.5	0.67
11/19/10 21:48:55.5	0.68
11/19/10 21:51:04.5	0.69
11/19/10 21:53:16.0	0.7
11/19/10 21:56:04.0	0.71
11/19/10 21:59:15.0	0.72
11/19/10 22:02:26.0	0.73
11/19/10 22:04:53.0	0.74
11/19/10 22:06:54.5	0.75
11/19/10 22:10:58.0	0.76
11/19/10 22:15:40.5	0.77
11/19/10 22:20:00.5	0.78
11/19/10 22:23:18.0	0.79
11/19/10 22:27:33.0	0.8
11/19/10 22:31:24.0	0.81
11/19/10 22:38:59.5	0.82
11/19/10 22:47:33.0	0.83
11/19/10 22:53:14.0	0.84
11/19/10 22:58:46.5	0.85
11/19/10 23:02:56.5	0.86
11/19/10 23:08:25.5	0.87
11/19/10 23:14:50.0	0.88
11/19/10 23:21:31.0	0.89
11/19/10 23:27:21.0	0.9
11/19/10 23:31:50.0	0.91
11/19/10 23:35:42.0	0.92
11/19/10 23:38:38.0	0.93
11/19/10 23:42:08.5	0.94
11/19/10 23:45:36.0	0.95
11/19/10 23:48:34.0	0.96
11/19/10 23:51:56.0	0.97
11/19/10 23:56:33.5	0.98
11/20/10 00:01:18.0	0.99
11/20/10 00:08:04.0	1
11/20/10 00:15:16.5	1.01
11/20/10 00:21:08.0	1.02
11/20/10 00:25:24.0	1.03
11/20/10 00:33:29.0	1.04
11/20/10 00:44:20.0	1.05
11/20/10 05:43:26.5	1.06
11/20/10 09:53:50.5	1.07
11/20/10 10:07:11.0	1.08
11/20/10 10:12:00.5	1.09
11/20/10 10:15:52.0	1.1
11/20/10 10:18:07.0	1.11
11/20/10 10:27:43.5	1.12
11/20/10 10:32:55.0	1.13
11/20/10 10:37:10.5	1.14
11/20/10 10:39:37.5	1.15
11/20/10 10:45:05.5	1.16
11/20/10 10:47:10.0	1.17
11/20/10 10:49:56.5	1.18
11/20/10 10:53:42.5	1.19
11/20/10 10:57:33.0	1.2
11/20/10 11:02:21.0	1.21
11/20/10 11:04:45.0	1.22
11/20/10 11:08:51.0	1.23
11/20/10 12:54:21.0	1.24
11/20/10 13:47:20.0	1.25
11/20/10 13:51:09.5	1.26
11/20/10 16:41:28.5	1.27
11/20/10 16:45:19.0	1.28
11/20/10 16:56:52.0	1.29
11/20/10 17:00:45.5	1.3
11/20/10 17:01:10.0	1.31
11/20/10 17:01:29.5	1.32
11/20/10 17:02:05.5	1.33
11/20/10 17:43:08.0	1.34
11/20/10 18:11:25.5	1.35
11/20/10 18:20:13.0	1.36
11/20/10 18:21:05.5	1.37
11/20/10 18:21:50.5	1.38
11/20/10 18:22:39.0	1.39
11/20/10 18:24:20.0	1.4
11/20/10 18:24:40.0	1.41
11/20/10 18:25:04.5	1.42
11/20/10 18:25:16.0	1.43
11/20/10 18:25:37.5	1.44
11/20/10 18:27:20.5	1.45
11/20/10 18:31:42.5	1.46
11/20/10 18:40:44.0	1.47
11/20/10 18:42:37.5	1.48
11/20/10 18:44:16.0	1.49
11/20/10 18:46:09.5	1.5
11/20/10 18:46:39.5	1.51
11/20/10 18:46:55.5	1.52
11/20/10 18:47:11.0	1.53
11/20/10 18:47:26.0	1.54
11/20/10 18:47:40.0	1.55
11/20/10 18:48:04.0	1.56
11/20/10 18:48:29.0	1.57
11/20/10 18:49:08.5	1.58
11/20/10 18:49:55.0	1.59
