Serial Number:     202809     --     Series: Event (Rainfall event data)

Date Time	Event (Rainfall event data)
05/17/11 14:00:29.0	0
05/17/11 15:48:52.5	0.01
05/17/11 16:05:59.5	0.02
05/17/11 16:09:43.5	0.03
05/17/11 16:19:36.5	0.04
05/17/11 16:45:39.5	0.05
05/17/11 16:48:38.5	0.06
05/17/11 16:52:25.0	0.07
05/17/11 16:58:08.5	0.08
05/17/11 17:03:33.5	0.09
05/17/11 17:11:45.0	0.1
05/17/11 17:18:47.5	0.11
05/17/11 17:23:56.0	0.12
05/17/11 17:29:32.0	0.13
05/17/11 17:32:14.0	0.14
05/17/11 17:40:47.5	0.15
05/17/11 17:45:52.5	0.16
05/17/11 17:50:13.5	0.17
05/17/11 17:54:23.5	0.18
05/17/11 17:55:36.5	0.19
05/17/11 18:00:48.0	0.2
05/17/11 18:15:45.5	0.21
05/17/11 18:32:08.0	0.22
05/17/11 18:40:20.5	0.23
05/17/11 18:51:23.5	0.24
05/17/11 19:00:40.5	0.25
05/17/11 19:07:46.0	0.26
05/17/11 19:11:54.0	0.27
05/17/11 19:17:59.5	0.28
05/17/11 19:26:31.5	0.29
05/17/11 19:32:33.0	0.3
05/17/11 19:36:23.0	0.31
05/17/11 19:38:58.0	0.32
05/17/11 19:41:12.5	0.33
05/17/11 19:42:52.5	0.34
05/17/11 19:44:31.5	0.35
05/17/11 19:46:37.5	0.36
05/17/11 19:48:31.0	0.37
05/17/11 19:51:53.5	0.38
05/17/11 19:55:18.0	0.39
05/17/11 19:59:13.5	0.4
05/17/11 20:00:44.0	0.41
05/17/11 20:02:15.0	0.42
05/17/11 20:04:18.0	0.43
05/17/11 20:08:12.0	0.44
05/17/11 20:11:24.0	0.45
05/17/11 20:14:17.0	0.46
05/17/11 20:17:44.5	0.47
05/17/11 20:20:39.5	0.48
05/17/11 20:23:00.0	0.49
05/17/11 20:23:55.5	0.5
05/17/11 20:26:27.5	0.51
05/17/11 20:51:19.0	0.52
05/17/11 21:18:43.5	0.53
05/17/11 21:24:04.5	0.54
05/17/11 21:26:36.5	0.55
05/17/11 22:44:27.0	0.56
05/18/11 00:00:35.0	0.57
05/18/11 00:15:41.0	0.58
05/18/11 00:19:33.5	0.59
05/18/11 00:22:35.0	0.6
05/18/11 00:27:31.5	0.61
05/18/11 00:38:19.0	0.62
05/18/11 00:40:25.5	0.63
05/18/11 00:43:04.0	0.64
05/18/11 00:46:47.5	0.65
05/18/11 00:50:09.0	0.66
05/18/11 00:57:40.0	0.67
05/18/11 01:01:19.5	0.68
05/18/11 01:20:24.0	0.69
05/18/11 01:25:55.0	0.7
05/18/11 01:28:18.0	0.71
05/18/11 01:34:52.0	0.72
05/18/11 01:40:16.5	0.73
05/18/11 01:46:16.5	0.74
05/18/11 02:02:02.5	0.75
05/18/11 02:36:38.0	0.76
05/18/11 03:00:26.0	0.77
05/18/11 03:56:51.5	0.78
05/18/11 04:03:02.5	0.79
05/18/11 04:05:37.0	0.8
05/18/11 04:10:55.5	0.81
05/18/11 04:27:15.0	0.82
05/18/11 05:02:08.0	0.83
05/18/11 05:14:31.5	0.84
05/18/11 05:31:47.5	0.85
05/18/11 05:49:16.0	0.86
05/18/11 06:15:22.5	0.87
05/18/11 06:40:23.5	0.88
05/18/11 08:27:25.0	0.89
05/24/11 09:33:50.5	0.89
