Date/Time	Cumulative Precipitation	Event Starts	Storm End	Duration	Time since last rain	Total Precipitation	Total Energy	30-min Amount	30-min Time	EI30	15-min Amount	15-min Time	EI15	60-min Time	60-min Amount	EI60	2-hr Amount	2-hr Time	EI120	24-hour Rain	3-day Rain	7-day Rain	6-hr Amount	6-hr Time	EI360	Year	Gage	Start Date/Time	Cumulative Precipitation	Event Number	Storm End	Duration	Time since last rain	Total Precipitation	Total Energy	30-min Amount	30-min Time	EI30	15-min Amount	15-min time	EI15	60-min Amount	60-min Time	EI60	2-hr Amount	2-hr Time	EI120	24-hour Rain	3-day Rain	7-day Rain	6-hr Amount	6-hr Time	EI360
10/12/09 20:44	0.01	Start	10/13/2009 2:41:07	5:56:20	0 days  0:00	0.07	25	0.03	0:26:08	0.016	0.02	0:09:30	0.022	0.09	0:57:34	0.022	0.16	1:57:18	0.019	0.00	0.00	0.00	2.02	5:59:19	0.083	RLSF	 RRG_091015	10/13/2009 2:56:38	0.0889	Event Start 1	10/14/2009 2:01:49	23:05:10	0 days  0:15	5.78	3843	0.40	0:29:57	30.745	0.26	0:14:44	39.292	0.70	0:59:52	26.902	1.21	1:58:22	23.274	0.00	0.00	0.00	3.02	5:59:37	19.359
10/12/09 20:49	0.02																																																				
10/12/09 20:54	0.03																																																				
10/12/09 21:10	0.04																																																				
10/12/09 21:35	0.06																																																				
10/13/09 2:24	0.07																																																				
10/13/09 2:41	0.08																																																				
10/13/09 2:56	0.09	Event Start 1	10/14/2009 2:01:49	23:05:10	0 days  0:15	5.78	3843	0.40	0:29:57	30.745	0.26	0:14:44	39.292	0.70	0:59:52	26.902	1.21	1:58:22	23.274	0.00	0.00	0.00	3.02	5:59:37	19.359																												
10/13/09 3:03	0.10																																																				
10/13/09 3:07	0.11																																																				
10/13/09 3:15	0.12																																																				
10/13/09 3:23	0.13																																																				
10/13/09 3:28	0.14																																																				
10/13/09 3:33	0.16																																																				
10/13/09 3:38	0.17																																																				
10/13/09 3:43	0.18																																																				
10/13/09 3:46	0.19																																																				
10/13/09 3:51	0.20																																																				
10/13/09 4:09	0.21																																																				
10/13/09 4:21	0.22																																																				
10/13/09 4:35	0.23																																																				
10/13/09 4:42	0.24																																																				
10/13/09 4:47	0.26																																																				
10/13/09 4:50	0.27																																																				
10/13/09 4:53	0.28																																																				
10/13/09 4:54	0.29																																																				
10/13/09 4:57	0.30																																																				
10/13/09 4:59	0.31																																																				
10/13/09 5:03	0.32																																																				
10/13/09 5:07	0.33																																																				
10/13/09 5:11	0.34																																																				
10/13/09 5:14	0.36																																																				
10/13/09 5:17	0.37																																																				
10/13/09 5:20	0.38																																																				
10/13/09 5:22	0.39																																																				
10/13/09 5:23	0.40																																																				
