Serial Number:     202809     --     Series: Event (Rainfall event data)

Date Time	Event (Rainfall event data)
05/10/11 13:53:02.0	0
05/14/11 21:04:18.5	0.01
05/14/11 21:09:05.5	0.02
05/14/11 21:14:07.0	0.03
05/14/11 21:19:38.5	0.04
05/14/11 21:27:13.5	0.05
05/14/11 21:32:08.5	0.06
05/14/11 21:34:28.0	0.07
05/14/11 21:37:49.5	0.08
05/14/11 21:40:25.5	0.09
05/14/11 21:43:47.0	0.1
05/14/11 21:47:18.0	0.11
05/14/11 21:51:52.0	0.12
05/14/11 21:55:23.5	0.13
05/14/11 21:59:07.0	0.14
05/14/11 22:02:15.0	0.15
05/14/11 22:04:43.0	0.16
05/14/11 22:07:09.5	0.17
05/14/11 22:10:02.0	0.18
05/14/11 22:12:11.5	0.19
05/14/11 22:13:42.5	0.2
05/14/11 22:15:32.5	0.21
05/14/11 22:17:55.0	0.22
05/14/11 22:20:22.0	0.23
05/14/11 22:22:28.0	0.24
05/14/11 22:24:10.5	0.25
05/14/11 22:26:09.5	0.26
05/14/11 22:28:34.0	0.27
05/14/11 22:30:51.0	0.28
05/14/11 22:33:25.5	0.29
05/14/11 22:35:04.5	0.3
05/14/11 22:36:55.5	0.31
05/14/11 22:38:26.5	0.32
05/14/11 22:40:13.5	0.33
05/14/11 22:43:26.0	0.34
05/14/11 22:45:31.0	0.35
05/14/11 22:48:00.5	0.36
05/14/11 22:50:09.5	0.37
05/14/11 22:52:49.0	0.38
05/14/11 22:54:27.5	0.39
05/14/11 22:56:09.5	0.4
05/14/11 22:57:33.0	0.41
05/14/11 22:59:47.5	0.42
05/14/11 23:02:43.0	0.43
05/14/11 23:05:56.5	0.44
05/14/11 23:10:06.0	0.45
05/14/11 23:14:51.5	0.46
05/14/11 23:18:56.5	0.47
05/14/11 23:23:22.0	0.48
05/14/11 23:27:19.5	0.49
05/14/11 23:30:32.0	0.5
05/14/11 23:34:35.0	0.51
05/14/11 23:38:04.0	0.52
05/14/11 23:40:28.0	0.53
05/14/11 23:43:13.0	0.54
05/14/11 23:45:34.0	0.55
05/14/11 23:47:25.0	0.56
05/14/11 23:50:13.0	0.57
05/14/11 23:53:15.0	0.58
05/14/11 23:58:30.5	0.59
05/15/11 00:08:23.0	0.6
05/15/11 00:15:24.0	0.61
05/15/11 00:24:02.0	0.62
05/15/11 00:33:21.5	0.63
05/15/11 02:15:21.5	0.64
05/15/11 02:19:24.0	0.65
05/15/11 02:24:13.5	0.66
05/15/11 02:27:34.5	0.67
05/15/11 02:33:25.5	0.68
05/15/11 02:37:59.0	0.69
05/15/11 02:53:19.0	0.7
05/15/11 11:55:25.5	0.71
05/15/11 12:01:02.5	0.72
05/15/11 23:07:55.0	0.73
05/15/11 23:10:35.5	0.74
05/15/11 23:11:56.0	0.75
05/15/11 23:13:17.0	0.76
05/16/11 12:55:35.0	0.77
05/16/11 16:53:47.0	0.78
05/16/11 17:03:02.0	0.79
05/16/11 17:17:46.5	0.8
05/16/11 17:30:07.0	0.81
05/16/11 17:43:02.5	0.82
05/16/11 17:51:22.5	0.83
05/16/11 18:06:53.5	0.84
05/16/11 18:48:52.5	0.85
05/16/11 19:04:31.0	0.86
05/16/11 19:11:16.0	0.87
05/16/11 19:18:19.0	0.88
05/16/11 19:25:36.5	0.89
05/16/11 19:33:55.0	0.9
05/16/11 19:40:51.0	0.91
05/16/11 19:49:08.5	0.92
05/16/11 20:12:48.0	0.93
05/16/11 20:21:40.0	0.94
05/16/11 20:42:59.0	0.95
05/16/11 20:47:54.5	0.96
05/16/11 20:51:42.5	0.97
05/16/11 20:56:29.0	0.98
05/16/11 20:59:38.5	0.99
05/16/11 21:04:34.0	1
05/16/11 21:11:25.0	1.01
05/16/11 21:59:02.5	1.02
05/16/11 22:16:31.5	1.03
05/16/11 22:33:02.5	1.04
05/16/11 22:41:03.5	1.05
05/16/11 22:48:32.5	1.06
05/16/11 22:53:13.5	1.07
05/16/11 23:11:45.5	1.08
05/16/11 23:31:30.0	1.09
05/16/11 23:32:01.0	1.1
05/16/11 23:34:59.5	1.11
05/17/11 03:41:17.0	1.12
05/17/11 03:42:50.5	1.13
05/17/11 03:51:30.5	1.14
05/17/11 03:53:15.0	1.15
05/17/11 03:56:03.0	1.16
05/17/11 03:58:07.0	1.17
05/17/11 03:59:49.0	1.18
05/17/11 04:03:24.5	1.19
05/17/11 04:45:16.0	1.2
05/17/11 04:54:22.0	1.21
05/17/11 05:32:06.5	1.22
05/17/11 05:37:34.0	1.23
05/17/11 06:17:49.0	1.24
05/17/11 06:19:39.0	1.25
05/17/11 06:32:02.5	1.26
05/17/11 06:34:42.5	1.27
05/17/11 06:41:29.5	1.28
05/17/11 07:50:34.5	1.29
05/17/11 08:19:04.5	1.3
05/17/11 08:28:01.0	1.31
05/17/11 08:33:15.5	1.32
05/17/11 08:38:41.5	1.33
05/17/11 08:56:40.5	1.34
05/17/11 09:05:44.0	1.35
05/17/11 09:11:02.0	1.36
05/17/11 09:16:32.5	1.37
05/17/11 09:22:19.0	1.38
05/17/11 09:32:00.0	1.39
05/17/11 09:43:35.5	1.4
05/17/11 09:48:04.5	1.41
05/17/11 09:53:08.5	1.42
05/17/11 09:56:48.5	1.43
05/17/11 10:01:29.5	1.44
05/17/11 10:06:43.5	1.45
05/17/11 10:14:54.0	1.46
05/17/11 10:24:18.0	1.47
05/17/11 10:40:31.5	1.48
05/17/11 10:49:49.0	1.49
05/17/11 11:03:10.5	1.5
05/17/11 13:55:29.5	1.5
