Serial Number:     532217     --     Series: Event (rainfall)

Date Time	Event (rainfall)
12/07/10 10:55:59.0	0
12/08/10 13:14:22.5	0.01
12/08/10 15:17:57.0	0.02
12/08/10 15:25:05.5	0.03
12/08/10 15:35:00.0	0.04
12/08/10 15:40:11.5	0.05
12/08/10 15:57:58.0	0.06
12/08/10 16:21:17.0	0.07
12/08/10 16:34:52.5	0.08
12/08/10 16:40:47.0	0.09
12/08/10 16:45:14.5	0.1
12/08/10 16:49:36.5	0.11
12/08/10 16:55:21.0	0.12
12/08/10 17:00:21.5	0.13
12/08/10 17:08:53.5	0.14
12/08/10 17:14:24.5	0.15
12/08/10 17:22:20.0	0.16
12/08/10 17:26:54.0	0.17
12/08/10 17:31:58.0	0.18
12/08/10 17:35:19.0	0.19
12/08/10 17:38:16.0	0.2
12/08/10 17:41:22.5	0.21
12/08/10 17:43:40.0	0.22
12/08/10 17:45:14.5	0.23
12/08/10 17:47:13.5	0.24
12/08/10 17:49:20.0	0.25
12/08/10 17:52:49.5	0.26
12/08/10 17:55:30.0	0.27
12/08/10 17:58:43.0	0.28
12/08/10 18:06:00.5	0.29
12/08/10 18:22:30.5	0.3
12/08/10 18:29:27.0	0.31
12/08/10 18:34:57.0	0.32
12/08/10 18:38:23.5	0.33
12/08/10 18:42:41.5	0.34
12/08/10 18:47:20.5	0.35
12/08/10 18:52:55.5	0.36
12/08/10 18:57:17.0	0.37
12/08/10 19:02:25.0	0.38
12/08/10 19:06:41.5	0.39
12/08/10 19:17:36.5	0.4
12/08/10 19:26:54.0	0.41
12/08/10 19:59:37.5	0.42
12/08/10 20:12:25.0	0.43
12/08/10 20:23:00.0	0.44
12/08/10 20:34:33.0	0.45
12/08/10 20:44:54.0	0.46
12/08/10 20:51:05.5	0.47
12/08/10 21:00:28.5	0.48
12/08/10 21:09:00.0	0.49
12/08/10 21:19:06.5	0.5
12/08/10 21:25:42.0	0.51
12/08/10 21:38:58.0	0.52
12/08/10 21:57:30.0	0.53
12/08/10 22:05:17.0	0.54
12/08/10 22:11:00.5	0.55
12/08/10 22:18:03.5	0.56
12/08/10 22:21:13.5	0.57
12/08/10 22:25:27.5	0.58
12/08/10 22:32:24.5	0.59
12/08/10 22:42:10.0	0.6
12/08/10 22:47:40.5	0.61
12/08/10 22:54:23.0	0.62
12/08/10 23:01:16.5	0.63
12/08/10 23:08:10.0	0.64
12/08/10 23:12:50.0	0.65
12/08/10 23:31:03.0	0.66
12/08/10 23:41:08.5	0.67
12/08/10 23:48:28.0	0.68
12/08/10 23:58:04.5	0.69
12/09/10 00:11:04.0	0.7
12/09/10 00:22:36.0	0.71
12/09/10 00:38:53.5	0.72
12/09/10 00:51:37.0	0.73
12/09/10 01:06:34.5	0.74
12/09/10 01:27:38.0	0.75
12/09/10 06:18:39.0	0.76
12/09/10 08:42:18.5	0.77
12/09/10 09:04:13.5	0.78
12/09/10 13:51:43.0	0.79
12/09/10 23:53:17.5	0.8
12/10/10 00:09:38.0	0.81
12/10/10 00:34:13.5	0.82
12/10/10 00:50:50.5	0.83
12/10/10 01:18:32.0	0.84
12/10/10 02:00:26.0	0.85
12/10/10 04:12:59.5	0.86
12/10/10 05:02:59.0	0.87
12/10/10 07:15:54.0	0.88
12/10/10 12:43:18.0	0.89
12/10/10 17:31:33.5	0.9
12/10/10 23:35:24.5	0.91
12/12/10 06:31:09.0	0.92
12/14/10 05:32:57.5	0.93
12/14/10 05:44:03.0	0.94
12/14/10 06:09:34.0	0.95
12/14/10 06:53:19.0	0.96
12/14/10 07:05:45.0	0.97
12/14/10 07:14:32.5	0.98
12/14/10 07:37:38.5	0.99
12/14/10 07:53:57.0	1
12/14/10 08:10:28.5	1.01
12/14/10 08:29:40.5	1.02
12/14/10 08:53:29.0	1.03
12/14/10 10:38:48.5	1.04
12/14/10 10:49:03.0	1.04
