Serial Number:     532217     --     Series: Event (rainfall)

Date Time	Event (rainfall)
11/16/10 14:21:52.0	0
11/19/10 08:37:25.0	0.01
11/19/10 09:24:43.0	0.02
11/19/10 09:45:02.5	0.03
11/19/10 10:24:02.0	0.04
11/19/10 10:43:29.0	0.05
11/19/10 11:27:07.5	0.06
11/19/10 12:01:39.5	0.07
11/19/10 12:04:33.5	0.08
11/19/10 12:20:57.0	0.09
11/19/10 19:44:13.5	0.1
11/19/10 19:50:17.0	0.11
11/19/10 20:13:28.5	0.12
11/19/10 20:25:39.0	0.13
11/19/10 20:37:57.5	0.14
11/19/10 20:42:01.5	0.15
11/19/10 20:43:54.5	0.16
11/19/10 20:47:17.5	0.17
11/19/10 20:50:37.0	0.18
11/19/10 20:53:43.5	0.19
11/19/10 20:59:50.5	0.2
11/19/10 21:01:33.5	0.21
11/19/10 21:06:28.5	0.22
11/19/10 21:08:47.0	0.23
11/19/10 21:14:19.5	0.24
11/19/10 21:19:56.0	0.25
11/19/10 21:22:23.0	0.26
11/19/10 21:24:54.0	0.27
11/19/10 21:28:09.0	0.28
11/19/10 21:31:08.5	0.29
11/19/10 21:34:30.5	0.3
11/19/10 21:36:55.0	0.31
11/19/10 21:40:08.5	0.32
11/19/10 21:43:57.5	0.33
11/19/10 21:46:56.5	0.34
11/19/10 21:50:41.0	0.35
11/19/10 21:53:40.5	0.36
11/19/10 21:56:13.5	0.37
11/19/10 21:58:23.5	0.38
11/19/10 22:00:38.0	0.39
11/19/10 22:02:20.5	0.4
11/19/10 22:04:48.0	0.41
11/19/10 22:07:58.0	0.42
11/19/10 22:11:51.5	0.43
11/19/10 22:14:59.5	0.44
11/19/10 22:17:11.5	0.45
11/19/10 22:19:56.5	0.46
11/19/10 22:22:24.0	0.47
11/19/10 22:26:04.5	0.48
11/19/10 22:30:08.5	0.49
11/19/10 22:35:23.0	0.5
11/19/10 22:44:16.5	0.51
11/19/10 22:50:30.0	0.52
11/19/10 22:57:21.0	0.53
11/19/10 23:01:51.5	0.54
11/19/10 23:07:16.0	0.55
11/19/10 23:13:06.5	0.56
11/19/10 23:19:27.5	0.57
11/19/10 23:25:17.5	0.58
11/19/10 23:29:56.0	0.59
11/19/10 23:34:26.5	0.6
11/19/10 23:39:11.0	0.61
11/19/10 23:43:32.0	0.62
11/19/10 23:47:34.5	0.63
11/19/10 23:52:12.5	0.64
11/19/10 23:57:02.0	0.65
11/20/10 00:03:10.5	0.66
11/20/10 00:10:53.5	0.67
11/20/10 00:18:09.0	0.68
11/20/10 00:24:41.0	0.69
11/20/10 00:29:54.5	0.7
11/20/10 00:35:50.5	0.71
11/20/10 00:41:41.5	0.72
11/20/10 01:48:48.5	0.73
11/20/10 09:38:23.5	0.74
11/20/10 09:47:18.5	0.75
11/20/10 09:53:35.0	0.76
11/20/10 09:57:16.0	0.77
11/20/10 10:00:25.5	0.78
11/20/10 10:02:57.5	0.79
11/20/10 10:05:39.0	0.8
11/20/10 10:08:40.0	0.81
11/20/10 10:11:31.0	0.82
11/20/10 10:18:37.0	0.83
11/20/10 10:26:58.0	0.84
11/20/10 10:33:00.0	0.85
11/20/10 10:36:08.0	0.86
11/20/10 10:38:06.5	0.87
11/20/10 10:39:35.5	0.88
11/20/10 10:42:41.0	0.89
11/20/10 10:51:04.5	0.9
11/20/10 10:57:34.0	0.91
11/20/10 10:58:48.0	0.92
11/20/10 11:03:54.0	0.93
11/20/10 13:43:11.5	0.94
11/20/10 13:49:05.0	0.95
11/20/10 16:42:07.0	0.96
11/20/10 16:52:58.5	0.97
11/20/10 16:55:58.0	0.98
11/20/10 16:58:05.5	0.99
11/20/10 16:58:48.5	1
11/20/10 17:01:21.5	1.01
11/20/10 17:50:12.5	1.02
11/20/10 18:18:31.0	1.03
11/20/10 18:19:06.0	1.04
11/20/10 18:20:25.0	1.05
11/20/10 18:22:14.5	1.06
11/20/10 18:22:48.0	1.07
11/20/10 18:23:27.0	1.08
11/20/10 18:25:43.0	1.09
11/20/10 18:28:31.0	1.1
11/20/10 18:38:55.0	1.11
11/20/10 18:41:34.5	1.12
11/20/10 18:44:28.0	1.13
11/20/10 18:46:04.5	1.14
11/20/10 18:46:22.5	1.15
11/20/10 18:46:30.0	1.16
11/20/10 18:46:44.5	1.17
11/20/10 18:47:19.0	1.18
11/20/10 18:48:04.5	1.19
11/20/10 18:48:42.5	1.2
11/20/10 18:49:25.5	1.21
11/20/10 18:50:10.5	1.22
11/20/10 18:53:12.5	1.23
11/20/10 18:56:06.5	1.24
11/20/10 18:59:06.0	1.25
11/20/10 19:00:52.5	1.26
11/20/10 19:04:16.5	1.27
11/20/10 19:31:08.5	1.28
11/20/10 19:53:34.0	1.29
11/20/10 19:59:34.5	1.3
11/20/10 20:04:55.5	1.31
11/20/10 20:07:36.5	1.32
11/20/10 20:09:19.0	1.33
11/20/10 20:11:26.5	1.34
11/20/10 20:14:39.5	1.35
11/20/10 20:23:39.5	1.36
11/20/10 20:41:01.5	1.37
11/20/10 20:51:03.5	1.38
11/20/10 22:09:56.5	1.39
11/20/10 22:12:27.0	1.4
11/21/10 01:58:47.0	1.41
11/21/10 02:00:26.5	1.42
11/21/10 02:01:49.0	1.43
11/21/10 02:02:51.0	1.44
11/21/10 02:03:29.0	1.45
11/21/10 02:52:56.5	1.46
11/21/10 02:56:41.0	1.47
11/21/10 02:57:41.0	1.48
