Date Time	12/9/97 inches of rain
12/11/97 16:24:54.0	0	Start
12/14/97 00:13:23.5	1
12/14/97 00:18:19.5	2
12/14/97 00:20:15.0	3
12/14/97 00:21:22.0	4
12/14/97 00:22:25.0	5
12/14/97 00:23:28.0	6
12/14/97 00:24:13.5	7
12/14/97 00:24:48.0	8
12/14/97 00:25:38.5	9
12/14/97 00:26:29.5	10
12/14/97 00:27:28.5	11
12/14/97 00:28:22.5	12
12/14/97 00:29:22.0	13
12/14/97 00:30:39.5	14
12/14/97 00:32:41.0	15
12/14/97 00:33:56.0	16
12/14/97 00:35:22.0	17
12/14/97 00:36:26.5	18
12/14/97 00:37:41.5	19
12/14/97 00:38:28.5	20
12/14/97 00:39:17.5	21
12/14/97 00:40:16.0	22
12/14/97 00:41:01.0	23
12/14/97 00:41:45.5	24
12/14/97 00:42:44.5	25
12/14/97 00:43:55.5	26
12/14/97 00:45:30.5	27
12/14/97 00:48:00.5	28
12/14/97 00:51:10.5	29
12/14/97 00:53:38.0	30
12/14/97 00:56:41.5	31
12/14/97 01:02:14.5	32
12/14/97 01:09:50.0	33
12/14/97 01:13:11.5	34
12/14/97 01:14:45.5	35
12/14/97 01:17:18.5	36
12/14/97 01:20:18.5	37
12/14/97 01:22:50.5	38
12/14/97 01:25:06.0	39
12/14/97 01:27:59.0	40
12/14/97 01:30:31.5	41
12/14/97 01:32:36.0	42
12/14/97 01:35:21.5	43
12/14/97 01:37:48.5	44
12/14/97 01:39:48.5	45
12/14/97 01:42:22.0	46
12/14/97 01:43:52.5	47
12/14/97 01:45:03.5	48
12/14/97 01:46:08.0	49
12/14/97 01:47:53.0	50
12/14/97 01:48:58.0	51
12/14/97 01:50:04.0	52
12/14/97 01:53:01.5	53
12/14/97 01:54:55.0	54
12/14/97 01:56:51.0	55
12/14/97 01:58:25.0	56
12/14/97 02:00:43.0	57
12/14/97 02:02:09.0	58
12/14/97 02:04:21.0	59
12/14/97 02:06:10.5	60
12/14/97 02:08:22.0	61
12/14/97 02:10:05.0	62
12/14/97 02:12:02.0	63
12/14/97 02:14:16.0	64
12/14/97 02:16:00.0	65
12/14/97 02:18:20.0	66
12/14/97 02:19:41.5	67
12/14/97 02:21:21.5	68
12/14/97 02:23:23.5	69
12/14/97 02:25:31.0	70
12/14/97 02:27:17.5	71
12/14/97 02:29:21.0	72
12/14/97 02:31:17.0	73
12/14/97 02:33:40.5	74
12/14/97 02:36:12.0	75
12/14/97 02:38:56.5	76
12/14/97 02:43:02.0	77
12/14/97 02:47:11.5	78
12/14/97 02:51:11.0	79
12/14/97 02:54:05.0	80
12/14/97 02:56:57.0	81
12/14/97 03:00:50.0	82
12/14/97 03:05:25.5	83
12/14/97 03:09:16.0	84
12/14/97 03:12:30.5	85
12/14/97 03:15:19.0	86
12/14/97 03:17:49.0	87
12/14/97 03:19:19.5	88
12/14/97 03:21:59.5	89
12/14/97 03:23:35.0	90
12/14/97 03:26:36.5	91
12/14/97 03:29:56.0	92
12/14/97 03:31:58.0	93
12/14/97 03:33:50.0	94
12/14/97 03:36:27.0	95
12/14/97 03:39:29.0	96
12/14/97 03:41:53.5	97
12/14/97 03:43:30.0	98
12/14/97 03:46:25.5	99
12/14/97 03:48:26.5	100
12/14/97 03:50:33.5	101
12/14/97 03:52:22.0	102
12/14/97 03:55:09.5	103
12/14/97 03:57:17.5	104
12/14/97 04:00:09.0	105
12/14/97 04:01:58.5	106
12/14/97 04:05:04.0	107
12/14/97 04:07:35.5	108
12/14/97 04:09:25.5	109
12/14/97 04:11:02.0	110
12/14/97 04:14:12.0	111
12/14/97 04:16:38.0	112
12/14/97 04:19:59.5	113
12/14/97 04:21:47.5	114
12/14/97 04:23:45.0	115
12/14/97 04:24:30.0	116
12/14/97 04:25:55.5	117
12/14/97 04:29:53.0	118
12/14/97 04:32:44.5	119
12/14/97 04:34:16.5	120
12/14/97 04:36:15.0	121
12/14/97 04:38:14.5	122
12/14/97 04:40:13.0	123
12/14/97 04:41:24.0	124
12/14/97 04:42:22.5	125
12/14/97 04:44:55.0	126
12/14/97 04:46:45.5	127
12/14/97 04:48:15.5	128
12/14/97 04:51:13.5	129
12/14/97 04:55:29.5	130
12/14/97 04:58:21.5	131
12/14/97 05:01:57.5	132
12/14/97 05:04:52.0	133
12/14/97 05:07:53.0	134
12/14/97 05:10:26.5	135
12/14/97 05:11:49.0	136
12/14/97 05:12:51.5	137
12/14/97 05:14:28.0	138
12/14/97 05:16:09.0	139
12/14/97 05:18:09.5	140
12/14/97 05:22:01.0	141
12/14/97 05:25:03.5	142
12/14/97 05:27:04.0	143
12/14/97 05:29:03.0	144
12/14/97 05:31:36.5	145
12/14/97 05:32:44.0	146
12/14/97 05:34:45.5	147
12/14/97 05:37:16.5	148
12/14/97 05:41:01.5	149
12/14/97 05:45:06.0	150
12/14/97 05:51:03.5	151
12/14/97 05:58:14.0	152
12/14/97 06:02:52.5	153
12/14/97 06:06:16.0	154
12/14/97 06:09:54.0	155
12/14/97 06:19:43.0	156
12/14/97 06:23:39.0	157
12/14/97 06:26:59.5	158
12/14/97 06:31:47.5	159
12/14/97 06:36:22.5	160
12/14/97 06:39:48.5	161
12/14/97 06:49:53.0	162
12/14/97 06:54:43.0	163
12/14/97 07:44:13.0	164
12/14/97 09:00:58.5	165
12/14/97 10:13:23.5	166
12/14/97 10:16:57.5	167
12/14/97 10:19:10.0	168
12/14/97 10:20:32.0	169
12/14/97 10:21:34.5	170
12/14/97 10:30:05.5	171
12/14/97 10:55:51.5	172
12/14/97 10:58:04.5	173
12/14/97 11:37:16.0	174
12/14/97 13:16:34.5	175
12/14/97 13:18:09.5	176
12/14/97 13:19:19.5	177
12/20/97 12:54:50.0	178
12/20/97 13:07:01.0	179
12/20/97 13:08:45.5	180
12/20/97 14:19:22.5	181
12/23/97 11:07:22.5	182
12/23/97 11:07:24.0	183
12/23/97 11:07:25.5	184
12/23/97 11:09:23.5	185
12/23/97 11:11:09.0	185	End
