Date Time	rh000105
01/05/00 17:16:53.0	0	Start
01/11/00 08:14:50.0	1
01/11/00 08:48:18.0	2
01/11/00 09:04:48.0	3
01/11/00 09:26:29.0	4
01/11/00 09:35:02.0	5
01/11/00 09:51:10.5	6
01/11/00 10:00:51.0	7
01/11/00 10:18:44.0	8
01/11/00 10:25:03.0	9
01/11/00 10:25:03.5	10
01/11/00 10:33:51.0	11
01/11/00 10:40:16.5	12
01/11/00 10:40:17.0	13
01/11/00 10:49:59.0	14
01/11/00 11:01:26.0	15
01/11/00 11:20:49.0	16
01/11/00 11:36:37.0	17
01/11/00 11:44:53.5	18
01/11/00 11:53:47.0	19
01/11/00 12:25:23.5	20
01/11/00 12:40:21.5	21
01/11/00 12:40:22.0	22
01/11/00 13:10:10.0	23
01/11/00 13:10:10.5	24
01/11/00 13:16:32.0	25
01/11/00 13:25:52.5	26
01/11/00 13:25:53.0	27
01/11/00 13:33:55.0	28
01/11/00 13:58:36.0	29
01/11/00 13:58:36.5	30
01/11/00 14:42:37.0	31
01/11/00 14:42:37.5	32
01/11/00 14:52:17.5	33
01/11/00 14:57:07.0	34
01/11/00 15:04:50.0	35
01/11/00 15:18:03.0	36
01/11/00 15:32:20.5	37
01/11/00 15:43:52.5	38
01/11/00 16:31:40.5	39
01/11/00 17:10:31.5	40
01/13/00 14:02:19.0	41
01/15/00 01:00:39.5	42
01/15/00 04:03:19.0	43
01/15/00 04:03:19.5	44
01/15/00 23:49:49.0	45
01/15/00 23:59:21.0	46
01/16/00 00:06:04.5	47
01/16/00 00:06:05.0	48
01/16/00 00:14:19.0	49
01/16/00 00:25:27.0	50
01/16/00 00:44:18.5	51
01/16/00 00:46:10.5	52
01/16/00 00:47:29.5	53
01/16/00 00:49:26.5	54
01/16/00 00:50:59.0	55
01/16/00 00:52:28.5	56
01/16/00 00:55:22.0	57
01/16/00 00:56:50.5	58
01/16/00 01:00:37.5	59
01/16/00 01:02:58.0	60
01/16/00 01:18:51.0	61
01/16/00 01:20:26.5	62
01/16/00 01:21:23.5	63
01/16/00 01:22:03.0	64
01/16/00 01:22:54.5	65
01/16/00 01:23:39.0	66
01/16/00 01:24:40.0	67
01/16/00 01:25:39.0	68
01/16/00 01:27:28.0	69
01/16/00 01:28:27.5	70
01/16/00 01:30:07.5	71
01/16/00 01:30:53.0	72
01/16/00 01:31:48.5	73
01/16/00 01:32:49.5	74
01/16/00 01:36:06.5	75
01/16/00 01:36:07.0	76
01/16/00 01:37:47.5	77
01/16/00 01:37:48.0	78
01/16/00 01:39:21.5	79
01/16/00 01:40:46.5	80
01/16/00 01:42:31.0	81
01/16/00 01:43:41.0	82
01/16/00 01:45:40.0	83
01/16/00 01:45:40.5	84
01/16/00 01:47:39.5	85
01/16/00 01:50:44.5	86
01/16/00 01:50:45.0	87
01/16/00 01:52:43.5	88
01/16/00 01:55:15.0	89
01/16/00 01:56:35.5	90
01/16/00 01:58:35.5	91
01/16/00 01:58:36.0	92
01/16/00 02:00:15.0	93
01/16/00 02:02:15.5	94
01/16/00 02:04:14.0	95
01/16/00 02:06:08.0	96
01/16/00 02:07:28.0	97
01/16/00 02:09:34.5	98
01/16/00 02:12:39.0	99
01/16/00 02:12:39.5	100
01/16/00 02:21:19.5	101
01/16/00 02:24:47.5	102
01/16/00 02:30:29.0	103
01/16/00 02:34:47.5	104
01/16/00 02:38:48.5	105
01/16/00 02:41:05.5	106
01/16/00 02:44:11.5	107
01/16/00 02:46:39.5	108
01/16/00 02:46:40.0	109
01/16/00 02:49:20.0	110
01/16/00 02:49:51.5	111
01/16/00 02:50:17.5	112
01/16/00 02:50:58.0	113
01/16/00 02:52:15.0	114
01/16/00 02:53:07.0	115
01/16/00 02:53:47.5	116
01/16/00 02:55:46.0	117
01/16/00 02:58:40.5	118
01/16/00 03:00:11.0	119
01/16/00 03:01:59.0	120
01/16/00 03:03:35.5	121
01/16/00 03:06:42.0	122
01/16/00 03:09:59.5	123
01/16/00 03:15:10.5	124
01/16/00 03:15:11.0	125
01/16/00 03:16:46.0	126
01/16/00 03:21:33.5	127
01/16/00 03:29:45.5	128
01/16/00 03:38:03.0	129
01/16/00 03:39:26.0	130
01/16/00 03:41:41.5	131
01/16/00 03:43:18.0	132
01/16/00 03:47:18.0	133
01/16/00 04:52:59.0	134
01/17/00 12:18:50.5	135
01/17/00 12:18:51.0	136
01/17/00 14:01:59.0	137
01/17/00 14:22:05.5	138
01/17/00 15:20:10.5	139
01/17/00 15:31:58.0	140
01/17/00 15:38:25.0	141
01/17/00 15:45:50.0	142
01/17/00 15:50:46.5	143
01/17/00 16:00:15.0	144
01/17/00 16:09:48.5	145
01/17/00 16:24:29.5	146
01/17/00 16:38:23.0	147
01/17/00 16:56:05.0	148
01/17/00 17:11:58.5	149
01/17/00 17:11:59.0	150
01/17/00 17:54:13.0	151
01/17/00 18:16:23.0	152
01/17/00 20:40:31.5	153
01/17/00 20:55:18.0	154
01/17/00 21:23:26.0	155
01/17/00 21:33:10.0	156
