Serial Number:     202809     --     Series: Event (Rainfall event data)

Date Time	Event (Rainfall event data)
06/07/11 13:35:24.0	0
06/10/11 05:59:13.0	0.01
06/19/11 03:50:08.0	0.02
06/28/11 12:41:30.0	0.03
06/28/11 13:08:27.0	0.04
06/28/11 13:22:13.0	0.05
06/28/11 13:30:31.5	0.06
06/28/11 13:33:09.0	0.07
06/28/11 13:34:18.5	0.08
06/28/11 13:37:51.5	0.09
06/28/11 13:43:19.5	0.1
06/28/11 13:48:05.5	0.11
06/28/11 13:49:53.0	0.12
06/28/11 13:51:10.5	0.13
06/28/11 13:53:54.5	0.14
06/28/11 13:56:15.0	0.15
06/28/11 13:57:44.5	0.16
06/28/11 13:59:20.0	0.17
06/28/11 14:02:03.0	0.18
06/28/11 14:03:59.5	0.19
06/28/11 14:05:51.0	0.2
06/28/11 14:08:05.0	0.21
06/28/11 14:11:13.5	0.22
06/28/11 14:13:52.0	0.23
06/28/11 14:16:27.5	0.24
06/28/11 14:19:46.5	0.25
06/28/11 14:22:05.5	0.26
06/28/11 14:24:54.0	0.27
06/28/11 14:30:03.5	0.28
06/28/11 14:33:23.5	0.29
06/28/11 14:36:19.5	0.3
06/28/11 14:39:57.5	0.31
06/28/11 14:45:29.5	0.32
06/28/11 14:48:42.5	0.33
06/28/11 14:51:42.5	0.34
06/28/11 14:56:07.5	0.35
06/28/11 15:00:02.0	0.36
06/28/11 15:02:29.5	0.37
06/28/11 15:05:56.0	0.38
06/28/11 15:10:02.0	0.39
06/28/11 15:13:11.0	0.4
06/28/11 15:17:02.5	0.41
06/28/11 15:20:10.5	0.42
06/28/11 15:29:36.5	0.43
06/28/11 15:32:35.5	0.44
06/28/11 15:33:56.5	0.45
06/28/11 15:35:01.0	0.46
06/28/11 15:36:15.0	0.47
06/28/11 15:38:11.0	0.48
06/28/11 15:41:50.5	0.49
06/28/11 15:46:36.0	0.5
06/28/11 15:47:58.0	0.51
06/28/11 15:50:29.0	0.52
06/28/11 15:55:29.5	0.53
06/28/11 16:03:43.5	0.54
06/28/11 16:05:31.5	0.55
06/28/11 16:06:43.0	0.56
06/28/11 16:09:21.0	0.57
06/28/11 16:17:36.0	0.58
06/28/11 16:20:38.5	0.59
06/28/11 16:23:25.5	0.6
06/28/11 16:26:32.5	0.61
06/28/11 16:29:42.5	0.62
06/28/11 16:33:35.0	0.63
06/28/11 16:37:38.5	0.64
06/28/11 16:40:19.0	0.65
06/28/11 16:42:17.5	0.66
06/28/11 16:43:39.5	0.67
06/28/11 16:45:56.0	0.68
06/28/11 16:49:28.5	0.69
06/28/11 16:51:32.0	0.7
06/28/11 16:53:59.5	0.71
06/28/11 16:56:45.5	0.72
06/28/11 16:58:06.5	0.73
06/28/11 17:00:02.0	0.74
06/28/11 17:03:40.0	0.75
06/28/11 17:07:14.0	0.76
06/28/11 17:23:06.0	0.77
06/28/11 17:44:01.5	0.78
06/28/11 17:47:52.0	0.79
06/28/11 17:57:23.0	0.8
06/28/11 18:06:05.5	0.81
06/28/11 18:15:58.5	0.82
06/28/11 18:23:10.0	0.83
06/28/11 18:35:58.0	0.84
06/28/11 18:47:53.5	0.85
06/28/11 19:00:17.5	0.86
06/28/11 19:11:29.5	0.87
06/28/11 19:40:41.5	0.88
06/28/11 20:17:29.0	0.89
06/28/11 20:57:13.5	0.9
06/28/11 23:36:26.0	0.91
06/29/11 11:24:52.0	0.91
