Serial Number:     532217     --     Series: Event (rainfall)

Date Time	Event (rainfall)
11/30/10 11:19:10.0	0
12/04/10 09:48:06.5	0.01
12/04/10 16:31:21.0	0.02
12/04/10 17:00:19.5	0.03
12/04/10 17:16:57.0	0.04
12/04/10 17:40:37.5	0.05
12/04/10 17:50:07.0	0.06
12/04/10 18:04:36.0	0.07
12/04/10 18:20:15.0	0.08
12/04/10 18:30:56.5	0.09
12/04/10 18:57:38.5	0.1
12/05/10 00:05:30.0	0.11
12/05/10 01:25:31.0	0.12
12/05/10 10:14:27.5	0.13
12/05/10 11:42:15.0	0.14
12/05/10 11:46:15.0	0.15
12/05/10 11:50:14.0	0.16
12/05/10 11:53:05.0	0.17
12/05/10 11:54:39.5	0.18
12/05/10 11:56:13.5	0.19
12/05/10 11:57:31.0	0.2
12/05/10 11:58:57.0	0.21
12/05/10 12:28:27.5	0.22
12/05/10 12:43:20.0	0.23
12/05/10 12:56:29.5	0.24
12/05/10 14:03:23.0	0.25
12/05/10 14:08:14.0	0.26
12/05/10 14:11:33.0	0.27
12/05/10 14:16:25.5	0.28
12/05/10 14:36:30.5	0.29
12/05/10 14:38:05.5	0.3
12/05/10 14:40:11.0	0.31
12/05/10 14:42:11.5	0.32
12/05/10 14:43:04.0	0.33
12/05/10 14:43:57.0	0.34
12/05/10 14:45:29.0	0.35
12/05/10 14:49:35.0	0.36
12/05/10 14:50:43.5	0.37
12/05/10 14:52:42.5	0.38
12/05/10 14:55:21.0	0.39
12/05/10 14:58:18.5	0.4
12/05/10 15:01:16.5	0.41
12/05/10 15:06:07.0	0.42
12/05/10 15:08:07.0	0.43
12/05/10 15:10:08.5	0.44
12/05/10 15:12:16.5	0.45
12/05/10 15:14:05.0	0.46
12/05/10 15:15:25.5	0.47
12/05/10 15:16:45.0	0.48
12/05/10 15:17:56.0	0.49
12/05/10 15:19:57.5	0.5
12/05/10 15:21:18.0	0.51
12/05/10 15:23:12.5	0.52
12/05/10 15:24:52.5	0.53
12/05/10 15:26:37.5	0.54
12/05/10 15:29:18.5	0.55
12/05/10 15:30:58.5	0.56
12/05/10 15:32:49.0	0.57
12/05/10 15:34:45.0	0.58
12/05/10 15:36:03.0	0.59
12/05/10 15:37:03.5	0.6
12/05/10 15:38:28.0	0.61
12/05/10 15:40:05.5	0.62
12/05/10 15:42:07.0	0.63
12/05/10 15:43:52.0	0.64
12/05/10 15:46:04.5	0.65
12/05/10 15:47:51.0	0.66
12/05/10 15:49:23.5	0.67
12/05/10 15:53:26.5	0.68
12/05/10 16:33:02.0	0.69
12/05/10 16:37:56.5	0.7
12/05/10 17:33:05.5	0.71
12/05/10 17:36:31.0	0.72
12/05/10 17:37:46.5	0.73
12/05/10 20:59:15.0	0.74
12/05/10 23:10:31.0	0.75
12/06/10 00:16:09.0	0.76
12/07/10 10:55:03.5	0.76
