Date Time	1/100 INCHES OF RAIN
03/08/01 13:09:24.0	0	Start
03/24/01 17:11:26.5	1
03/24/01 17:25:19.0	2
03/24/01 17:36:08.5	3
03/24/01 17:37:35.5	4
03/24/01 17:37:36.0	5
03/24/01 17:40:28.0	6
03/24/01 17:46:39.5	7
03/24/01 17:51:55.0	8
03/24/01 17:54:34.0	9
03/24/01 17:56:12.0	10
03/24/01 17:57:18.0	11
03/24/01 17:59:29.0	12
03/24/01 17:59:29.5	13
03/24/01 18:01:56.0	14
03/24/01 18:04:02.0	15
03/24/01 18:05:26.5	16
03/24/01 18:06:37.0	17
03/24/01 18:08:28.5	18
03/24/01 18:08:29.0	19
03/24/01 18:10:05.5	20
03/24/01 18:11:16.0	21
03/24/01 18:11:16.5	22
03/24/01 18:12:35.0	23
03/24/01 18:13:53.0	24
03/24/01 18:15:00.5	25
03/24/01 18:15:01.0	26
03/24/01 18:17:00.0	27
03/24/01 18:20:19.5	28
03/24/01 18:24:46.0	29
03/24/01 18:24:46.5	30
03/24/01 18:31:12.5	31
03/24/01 18:31:13.0	32
03/24/01 18:36:06.5	33
03/24/01 18:45:31.5	34
03/24/01 18:51:17.0	35
03/24/01 18:54:50.5	36
03/24/01 18:58:20.0	37
03/24/01 18:58:20.5	38
03/24/01 19:02:47.5	39
03/24/01 19:08:37.0	40
03/24/01 19:14:19.0	41
03/24/01 19:17:42.5	42
03/24/01 19:20:33.0	43
03/24/01 19:22:15.5	44
03/24/01 19:23:11.0	45
03/24/01 19:23:53.5	46
03/24/01 19:24:42.0	47
03/24/01 19:25:45.5	48
03/24/01 19:26:56.5	49
03/24/01 19:28:39.5	50
03/24/01 19:30:15.5	51
03/24/01 19:31:33.5	52
03/24/01 19:33:17.0	53
03/24/01 19:34:37.5	54
03/24/01 19:35:59.5	55
03/24/01 19:37:26.5	56
03/24/01 19:40:59.5	57
03/24/01 19:44:31.5	58
03/24/01 19:49:06.5	59
03/24/01 19:51:14.5	60
03/24/01 19:52:49.0	61
03/24/01 19:53:48.0	62
03/24/01 19:54:43.0	63
03/24/01 19:55:21.5	64
03/24/01 19:56:06.0	65
03/24/01 19:57:22.0	66
03/24/01 20:00:14.5	67
03/24/01 20:02:19.0	68
03/24/01 20:04:06.0	69
03/24/01 20:05:50.5	70
03/24/01 20:07:05.0	71
03/24/01 20:08:10.0	72
03/24/01 20:09:43.0	73
03/24/01 20:11:03.0	74
03/24/01 20:12:32.0	75
03/24/01 20:13:54.0	76
03/24/01 20:15:09.5	77
03/24/01 20:16:29.5	78
03/24/01 20:18:03.0	79
03/24/01 20:19:27.5	80
03/24/01 20:21:02.0	81
03/24/01 20:22:17.5	82
03/24/01 20:24:09.5	83
03/24/01 20:26:11.0	84
03/24/01 20:28:40.0	85
03/24/01 20:30:40.0	86
03/24/01 20:32:38.0	87
03/24/01 20:34:09.5	88
03/24/01 20:35:23.5	89
03/24/01 20:36:34.5	90
03/24/01 20:38:03.5	91
03/24/01 20:39:36.5	92
03/24/01 20:41:21.5	93
03/24/01 20:42:20.0	94
03/24/01 20:43:10.0	95
03/24/01 20:44:17.0	96
03/24/01 20:45:37.5	97
03/24/01 20:46:44.5	98
03/24/01 20:48:06.0	99
03/24/01 20:49:40.5	100
03/24/01 20:51:21.0	101
03/24/01 20:52:20.0	102
03/24/01 20:53:33.0	103
03/24/01 20:54:41.0	104
03/24/01 20:55:54.0	105
03/24/01 20:57:12.0	106
03/24/01 20:58:24.5	107
03/24/01 20:59:40.0	108
03/24/01 21:01:17.0	109
03/24/01 21:02:19.5	110
03/24/01 21:03:26.0	111
03/24/01 21:04:42.0	112
03/24/01 21:07:30.0	113
03/24/01 21:09:55.0	114
03/24/01 21:11:42.5	115
03/24/01 21:16:11.0	116
03/24/01 21:20:52.0	117
03/24/01 21:23:30.0	118
03/24/01 21:24:56.0	119
03/24/01 21:25:36.0	120
03/24/01 21:30:14.5	121
03/24/01 21:31:53.0	122
03/24/01 21:33:35.0	123
03/24/01 21:35:34.5	124
03/24/01 21:39:14.0	125
03/24/01 21:41:35.5	126
03/24/01 21:45:11.0	127
03/24/01 21:48:28.0	128
03/24/01 22:05:26.5	129
03/24/01 22:07:54.0	130
03/24/01 22:09:39.5	131
03/24/01 22:11:16.0	132
03/24/01 22:23:41.5	133
03/24/01 22:38:23.0	134
03/25/01 00:27:10.5	135
03/25/01 00:38:51.0	136
03/25/01 01:12:46.0	137
03/25/01 01:58:22.5	138
03/25/01 02:31:45.0	139
03/25/01 03:49:59.5	140
03/25/01 04:24:31.5	141
03/25/01 06:30:30.0	142
03/30/01 10:03:28.0	142	End
