Serial Number:     532217     --     Series: Event (Events)

Date Time	Event (Events)
03/31/09 14:22:34.0	0
04/07/09 08:19:59.5	0.0109
04/07/09 08:22:51.0	0.0217
04/07/09 08:25:15.5	0.0326
04/07/09 08:28:07.5	0.0435
04/07/09 08:30:03.0	0.0543
04/07/09 08:32:11.5	0.0652
04/07/09 08:34:27.5	0.0761
04/07/09 08:36:52.0	0.087
04/07/09 08:39:40.5	0.0978
04/07/09 08:43:38.0	0.1087
04/07/09 08:46:55.0	0.1196
04/07/09 08:52:13.0	0.1304
04/07/09 08:55:19.5	0.1413
04/07/09 08:58:54.5	0.1522
04/07/09 09:02:36.5	0.163
04/07/09 09:07:46.0	0.1739
04/07/09 09:11:26.5	0.1848
04/07/09 09:16:08.5	0.1957
04/07/09 09:20:43.5	0.2065
04/07/09 09:25:01.5	0.2174
04/07/09 09:31:09.0	0.2283
04/07/09 09:39:24.5	0.2391
04/07/09 09:49:40.5	0.25
04/07/09 10:11:26.5	0.2609
04/07/09 10:15:14.0	0.2717
04/07/09 10:18:57.5	0.2826
04/07/09 10:20:22.0	0.2935
04/07/09 10:21:10.5	0.3043
04/07/09 10:21:59.0	0.3152
04/07/09 10:23:09.5	0.3261
04/07/09 10:24:27.0	0.337
04/07/09 10:27:07.0	0.3478
04/07/09 10:30:19.5	0.3587
04/07/09 10:33:57.5	0.3696
04/07/09 10:37:47.5	0.3804
04/07/09 10:40:31.0	0.3913
04/07/09 10:43:31.5	0.4022
04/07/09 11:09:59.5	0.4022
