Date Time	6/19/98 start
06/19/98 12:49:23.0	0	Start
06/22/98 05:47:06.5	1
06/22/98 08:24:05.5	2
06/23/98 05:45:20.5	3
06/24/98 02:16:29.0	4
06/24/98 02:16:29.5	5
07/02/98 03:29:32.5	6
07/02/98 03:29:33.0	7
07/02/98 09:40:00.5	8
09/25/98 08:09:19.0	9
09/25/98 17:41:05.5	10
09/25/98 20:11:13.5	11
09/25/98 21:43:10.0	12
09/26/98 05:18:08.0	13
09/26/98 05:18:08.5	14
09/26/98 06:48:22.5	15
09/26/98 06:58:43.0	16
09/26/98 11:22:47.0	17
09/26/98 11:27:36.0	18
09/26/98 11:29:54.5	19
09/26/98 11:43:39.0	20
09/26/98 11:45:53.0	21
09/26/98 11:49:36.0	22
09/27/98 09:30:04.0	23
10/01/98 05:32:11.5	24
10/02/98 09:08:14.5	25
10/22/98 14:48:57.5	26
10/22/98 14:50:30.5	26	End
