Serial Number:     532217     --     Series: Event (rainfall)

Date Time	Event (rainfall)
03/01/11 11:04:40.0	0
03/01/11 22:03:30.0	0.01
03/01/11 22:35:56.5	0.02
03/02/11 00:19:23.0	0.03
03/02/11 00:23:06.0	0.04
03/02/11 00:28:40.0	0.05
03/02/11 00:33:04.0	0.06
03/02/11 00:38:19.0	0.07
03/02/11 00:43:38.0	0.08
03/02/11 00:48:34.5	0.09
03/02/11 00:51:22.5	0.1
03/02/11 00:56:25.0	0.11
03/02/11 01:03:08.0	0.12
03/02/11 01:09:08.5	0.13
03/02/11 01:12:36.5	0.14
03/02/11 01:15:36.0	0.15
03/02/11 01:18:51.5	0.16
03/02/11 01:21:53.5	0.17
03/02/11 01:24:17.0	0.18
03/02/11 01:29:18.5	0.19
03/02/11 01:31:59.0	0.2
03/02/11 01:35:27.0	0.21
03/02/11 01:40:18.0	0.22
03/02/11 01:45:46.0	0.23
03/02/11 01:51:32.5	0.24
03/02/11 01:57:07.5	0.25
03/02/11 02:01:27.0	0.26
03/02/11 02:07:56.5	0.27
03/02/11 02:14:40.0	0.28
03/02/11 02:21:05.5	0.29
03/02/11 02:25:26.5	0.3
03/02/11 02:31:24.5	0.31
03/02/11 02:37:52.0	0.32
03/02/11 02:43:48.0	0.33
03/02/11 02:49:30.5	0.34
03/02/11 02:53:51.5	0.35
03/02/11 02:56:36.0	0.36
03/02/11 03:02:11.0	0.37
03/02/11 03:06:12.0	0.38
03/02/11 03:10:37.5	0.39
03/02/11 03:14:56.5	0.4
03/02/11 03:22:56.5	0.41
03/02/11 03:40:03.5	0.42
03/02/11 03:46:45.0	0.43
03/02/11 03:57:03.5	0.44
03/02/11 04:12:40.0	0.45
03/02/11 04:14:42.5	0.46
03/02/11 04:16:36.5	0.47
03/02/11 04:21:44.0	0.48
03/02/11 04:28:29.0	0.49
03/02/11 04:34:25.0	0.5
03/02/11 04:39:02.5	0.51
03/02/11 04:46:38.0	0.52
03/02/11 04:55:00.0	0.53
03/02/11 05:04:19.5	0.54
03/02/11 05:11:54.0	0.55
03/02/11 05:14:57.0	0.56
03/02/11 05:21:35.5	0.57
03/02/11 05:29:14.0	0.58
03/02/11 05:36:25.5	0.59
03/02/11 05:41:51.5	0.6
03/02/11 05:45:55.0	0.61
03/02/11 05:50:03.5	0.62
03/02/11 05:52:55.0	0.63
03/02/11 05:54:40.0	0.64
03/02/11 05:58:47.5	0.65
03/02/11 06:01:33.5	0.66
03/02/11 06:05:29.5	0.67
03/02/11 06:09:19.0	0.68
03/02/11 06:13:49.0	0.69
03/02/11 06:17:16.0	0.7
03/02/11 06:23:38.5	0.71
03/02/11 06:29:53.5	0.72
03/02/11 06:33:23.5	0.73
03/02/11 06:39:40.5	0.74
03/02/11 06:45:19.0	0.75
03/02/11 06:48:58.0	0.76
03/02/11 06:56:53.5	0.77
03/02/11 07:02:07.0	0.78
03/02/11 07:05:08.5	0.79
03/02/11 07:09:12.5	0.8
03/02/11 07:12:32.5	0.81
03/02/11 07:16:12.5	0.82
03/02/11 07:28:15.5	0.83
03/02/11 08:05:41.0	0.84
03/02/11 08:08:59.0	0.85
03/02/11 08:12:46.0	0.86
03/02/11 08:15:27.5	0.87
03/02/11 08:18:18.0	0.88
03/02/11 08:21:55.5	0.89
03/02/11 08:42:18.0	0.9
03/02/11 22:19:54.0	0.91
03/06/11 03:24:27.5	0.92
03/06/11 04:10:48.0	0.93
03/06/11 05:14:12.0	0.94
03/06/11 05:35:54.0	0.95
03/06/11 06:50:20.5	0.96
03/06/11 07:14:24.0	0.97
03/06/11 07:41:32.0	0.98
03/06/11 07:56:38.5	0.99
03/06/11 08:13:09.5	1
03/06/11 08:25:22.0	1.01
03/06/11 08:39:48.0	1.02
03/06/11 08:54:55.0	1.03
03/06/11 09:08:16.0	1.04
03/06/11 09:24:31.5	1.05
03/06/11 09:38:46.0	1.06
03/06/11 09:52:13.5	1.07
03/06/11 10:06:11.0	1.08
03/06/11 10:21:58.0	1.09
03/06/11 10:35:19.5	1.1
03/06/11 10:44:56.0	1.11
03/06/11 10:54:25.0	1.12
03/06/11 11:01:00.0	1.13
03/06/11 11:11:31.5	1.14
03/06/11 11:37:01.5	1.15
03/06/11 11:52:08.0	1.16
03/06/11 12:17:05.5	1.17
03/06/11 12:40:04.0	1.18
03/06/11 12:51:55.0	1.19
