1/22/2008 21:01	0.01
1/22/2008 21:13	0.01
1/22/2008 21:26	0.01
1/22/2008 22:14	0.01
1/22/2008 22:34	0.01
1/22/2008 23:02	0.01
1/23/2008 0:22	0.01
1/23/2008 1:57	0.01
1/23/2008 19:21	0.01
1/23/2008 19:22	0.01
1/23/2008 19:22	0.01
1/23/2008 19:23	0.01
1/23/2008 19:23	0.01
1/23/2008 19:24	0.01
1/23/2008 19:25	0.01
1/23/2008 19:26	0.01
1/23/2008 19:27	0.01
1/23/2008 19:28	0.01
1/23/2008 19:29	0.01
1/23/2008 19:30	0.01
1/23/2008 19:31	0.01
1/23/2008 19:32	0.01
1/23/2008 19:36	0.01
1/23/2008 21:17	0.01
1/23/2008 23:22	0.01
1/23/2008 23:26	0.01
1/23/2008 23:36	0.01
1/24/2008 1:51	0.01
1/24/2008 4:37	0.01
1/24/2008 5:11	0.01
1/24/2008 5:12	0.01
1/24/2008 5:13	0.01
1/24/2008 5:14	0.01
1/24/2008 5:14	0.01
1/24/2008 5:15	0.01
1/24/2008 5:17	0.01
1/24/2008 5:18	0.01
1/24/2008 5:20	0.01
1/24/2008 5:21	0.01
1/24/2008 5:22	0.01
1/24/2008 5:25	0.01
1/24/2008 5:27	0.01
1/24/2008 5:29	0.01
1/24/2008 5:31	0.01
1/24/2008 5:34	0.01
1/24/2008 5:37	0.01
1/24/2008 5:40	0.01
1/24/2008 5:43	0.01
1/24/2008 5:45	0.01
1/24/2008 5:47	0.01
1/24/2008 5:59	0.01
1/24/2008 6:36	0.01
1/24/2008 7:00	0.01
1/24/2008 7:08	0.01
1/24/2008 7:18	0.01
1/24/2008 7:22	0.01
1/24/2008 7:27	0.01
1/24/2008 7:36	0.01
1/24/2008 8:25	0.01
1/24/2008 8:38	0.01
1/24/2008 9:10	0.01
1/24/2008 10:49	0.01
1/24/2008 11:04	0.01
1/24/2008 11:06	0.01
1/24/2008 11:08	0.01
1/24/2008 11:10	0.01
1/24/2008 11:15	0.01
1/24/2008 11:18	0.01
1/24/2008 11:27	0.01
1/24/2008 11:39	0.01
1/24/2008 11:54	0.01
1/24/2008 12:09	0.01
1/24/2008 12:12	0.01
1/24/2008 12:27	0.01
1/24/2008 13:34	0.01
1/24/2008 13:41	0.01
1/24/2008 13:43	0.01
1/24/2008 13:45	0.01
1/24/2008 13:50	0.01
1/24/2008 14:13	0.01
1/24/2008 15:58	0.01
1/24/2008 16:43	0.01
1/24/2008 16:52	0.01
1/24/2008 16:58	0.01
1/24/2008 17:05	0.01
1/24/2008 17:23	0.01
1/24/2008 17:35	0.01
1/24/2008 17:45	0.01
1/24/2008 18:28	0.01
1/24/2008 18:52	0.01
1/24/2008 19:34	0.01
1/24/2008 19:45	0.01
1/24/2008 20:56	0.01
1/24/2008 21:00	0.01
1/24/2008 21:05	0.01
1/24/2008 21:26	0.01
1/24/2008 22:07	0.01
1/24/2008 22:13	0.01
1/24/2008 22:41	0.01
1/25/2008 2:47	0.01
1/25/2008 3:10	0.01
1/25/2008 3:16	0.01
1/25/2008 3:26	0.01
1/25/2008 3:36	0.01
1/25/2008 3:41	0.01
1/25/2008 3:46	0.01
1/25/2008 3:58	0.01
1/25/2008 4:02	0.01
1/25/2008 4:04	0.01
1/25/2008 4:07	0.01
1/25/2008 4:22	0.01
1/25/2008 4:28	0.01
1/25/2008 4:33	0.01
1/25/2008 4:40	0.01
1/25/2008 4:44	0.01
1/25/2008 4:48	0.01
1/25/2008 5:12	0.01
1/25/2008 5:15	0.01
1/25/2008 5:20	0.01
1/25/2008 5:22	0.01
1/25/2008 5:24	0.01
1/25/2008 5:25	0.01
1/25/2008 5:28	0.01
1/25/2008 5:30	0.01
1/25/2008 5:34	0.01
1/25/2008 5:38	0.01
1/25/2008 5:43	0.01
1/25/2008 5:47	0.01
1/25/2008 5:56	0.01
1/25/2008 5:58	0.01
1/25/2008 6:03	0.01
1/25/2008 6:06	0.01
1/25/2008 6:23	0.01
1/25/2008 6:30	0.01
1/25/2008 6:40	0.01
1/25/2008 6:48	0.01
1/25/2008 7:05	0.01
1/25/2008 7:11	0.01
1/25/2008 7:17	0.01
1/25/2008 7:22	0.01
1/25/2008 7:27	0.01
1/25/2008 7:30	0.01
1/25/2008 7:34	0.01
1/25/2008 7:39	0.01
1/25/2008 7:46	0.01
1/25/2008 7:52	0.01
1/25/2008 7:55	0.01
1/25/2008 7:57	0.01
1/25/2008 7:59	0.01
1/25/2008 8:01	0.01
1/25/2008 8:04	0.01
1/25/2008 8:06	0.01
1/25/2008 8:09	0.01
