Serial Number:     532217     --     Series: Event (Events)

Date Time	Event (Events)
02/24/09 11:53:16.0	0
02/25/09 04:21:28.0	0.0109
02/25/09 04:25:46.0	0.0217
02/26/09 01:11:18.5	0.0326
02/26/09 02:57:15.5	0.0435
02/26/09 03:04:40.0	0.0543
02/26/09 03:22:30.5	0.0652
02/26/09 03:23:08.0	0.0761
02/26/09 03:24:29.5	0.087
02/26/09 03:27:56.0	0.0978
02/26/09 03:41:33.0	0.1087
02/26/09 03:44:21.5	0.1196
02/26/09 03:46:23.5	0.1304
02/26/09 03:48:19.0	0.1413
02/26/09 03:49:40.5	0.1522
02/26/09 03:54:08.0	0.163
02/26/09 04:10:40.0	0.1739
02/26/09 04:13:52.5	0.1848
02/26/09 04:25:57.5	0.1957
02/26/09 04:31:17.5	0.2065
02/26/09 04:41:50.5	0.2174
02/26/09 04:52:23.5	0.2283
02/26/09 05:00:29.5	0.2391
02/26/09 05:12:11.0	0.25
02/26/09 05:40:28.5	0.2609
02/26/09 05:56:37.0	0.2717
02/26/09 06:14:09.5	0.2826
02/26/09 06:32:36.5	0.2935
02/26/09 06:59:56.5	0.3043
02/26/09 07:25:56.0	0.3152
02/26/09 08:11:58.5	0.3261
03/01/09 07:13:10.5	0.337
03/01/09 07:45:37.5	0.3478
03/01/09 09:40:35.0	0.3587
03/01/09 10:15:14.0	0.3696
03/01/09 10:34:51.0	0.3804
03/01/09 10:49:14.5	0.3913
03/01/09 11:12:35.5	0.4022
03/01/09 11:27:05.5	0.413
03/01/09 11:43:24.5	0.4239
03/01/09 12:06:36.0	0.4348
03/01/09 12:17:22.0	0.4457
03/01/09 12:26:49.5	0.4565
03/01/09 12:34:28.0	0.4674
03/01/09 12:49:16.5	0.4783
03/01/09 12:59:28.0	0.4891
03/01/09 13:11:21.5	0.5
03/01/09 13:23:50.5	0.5109
03/01/09 13:33:19.0	0.5217
03/01/09 13:43:06.5	0.5326
03/01/09 13:49:06.0	0.5435
03/01/09 13:54:51.0	0.5543
03/01/09 14:08:31.5	0.5652
03/01/09 14:32:08.5	0.5761
03/01/09 14:53:34.5	0.587
03/01/09 15:19:56.5	0.5978
03/01/09 15:46:48.0	0.6087
03/02/09 00:39:52.5	0.6196
03/02/09 01:49:35.0	0.6304
03/02/09 05:26:55.5	0.6413
03/02/09 05:27:28.5	0.6522
03/02/09 05:29:04.5	0.663
03/02/09 05:30:23.0	0.6739
03/02/09 05:35:03.0	0.6848
03/02/09 05:53:28.0	0.6957
03/02/09 06:35:28.5	0.7065
03/02/09 06:47:06.5	0.7174
03/02/09 06:51:25.5	0.7283
03/02/09 07:00:28.5	0.7391
03/02/09 07:03:30.5	0.75
03/02/09 07:06:19.5	0.7609
03/02/09 07:08:21.0	0.7717
03/02/09 07:12:35.0	0.7826
03/02/09 07:13:52.0	0.7935
03/02/09 07:17:12.5	0.8044
03/02/09 07:21:22.0	0.8152
03/02/09 07:24:12.5	0.8261
03/02/09 07:28:41.0	0.837
03/02/09 07:37:56.5	0.8478
03/02/09 07:41:08.5	0.8587
03/02/09 07:49:56.0	0.8696
03/02/09 08:00:37.5	0.8804
03/02/09 08:11:09.5	0.8913
03/02/09 08:41:58.5	0.9022
03/02/09 09:09:28.5	0.913
03/02/09 09:51:01.5	0.9239
03/02/09 09:59:59.0	0.9348
03/02/09 10:12:55.0	0.9457
03/02/09 10:18:20.0	0.9565
03/02/09 10:20:29.0	0.9674
03/02/09 10:21:51.0	0.9783
03/02/09 10:22:59.0	0.9891
03/02/09 10:23:50.5	1
03/02/09 10:24:54.0	1.0109
03/02/09 10:26:28.5	1.0217
03/02/09 10:27:43.0	1.0326
03/02/09 10:29:08.0	1.0435
03/02/09 10:30:21.5	1.0544
03/02/09 10:32:37.5	1.0652
03/02/09 10:36:13.0	1.0761
03/02/09 10:41:25.0	1.087
03/02/09 10:44:49.0	1.0978
03/02/09 10:48:02.0	1.1087
03/02/09 10:50:08.5	1.1196
03/02/09 10:51:32.5	1.1304
03/02/09 10:56:34.0	1.1413
03/02/09 11:31:40.0	1.1522
