Serial Number:     532217     --     Series: Event (rainfall)

Date Time	Event (rainfall)
05/17/11 11:39:35.0	0
05/17/11 15:21:28.5	0.01
05/17/11 16:12:49.5	0.02
05/17/11 16:44:22.0	0.03
05/17/11 16:49:17.0	0.04
05/17/11 16:51:31.5	0.05
05/17/11 16:54:49.5	0.06
05/17/11 16:59:52.0	0.07
05/17/11 17:05:21.5	0.08
05/17/11 17:09:27.0	0.09
05/17/11 17:14:21.0	0.1
05/17/11 17:19:08.5	0.11
05/17/11 17:25:06.5	0.12
05/17/11 17:26:11.5	0.13
05/17/11 17:27:17.0	0.14
05/17/11 17:28:27.0	0.15
05/17/11 17:29:59.0	0.16
05/17/11 17:34:47.0	0.17
05/17/11 17:44:04.5	0.18
05/17/11 17:49:49.0	0.19
05/17/11 18:04:57.0	0.2
05/17/11 18:25:08.0	0.21
05/17/11 18:37:21.5	0.22
05/17/11 18:46:26.5	0.23
05/17/11 18:54:55.5	0.24
05/17/11 19:05:39.0	0.25
05/17/11 19:10:39.0	0.26
05/17/11 19:15:50.5	0.27
05/17/11 19:24:39.0	0.28
05/17/11 19:33:16.5	0.29
05/17/11 19:39:13.5	0.3
05/17/11 19:42:07.5	0.31
05/17/11 19:44:14.5	0.32
05/17/11 19:47:08.0	0.33
05/17/11 19:49:57.0	0.34
05/17/11 19:53:38.5	0.35
05/17/11 19:56:35.5	0.36
05/17/11 19:58:12.0	0.37
05/17/11 20:00:03.0	0.38
05/17/11 20:03:35.5	0.39
05/17/11 20:06:38.0	0.4
05/17/11 20:09:58.5	0.41
05/17/11 20:13:40.5	0.42
05/17/11 20:15:52.5	0.43
05/17/11 20:19:07.0	0.44
05/17/11 20:22:49.5	0.45
05/17/11 21:16:06.5	0.46
05/17/11 21:22:31.5	0.47
05/17/11 23:14:24.0	0.48
05/17/11 23:21:05.0	0.49
05/18/11 00:14:45.5	0.5
05/18/11 00:19:24.0	0.51
05/18/11 00:24:39.0	0.52
05/18/11 00:34:28.5	0.53
05/18/11 00:44:25.5	0.54
05/18/11 00:50:17.5	0.55
05/18/11 00:52:42.5	0.56
05/18/11 00:59:58.5	0.57
05/18/11 01:28:07.5	0.58
05/18/11 01:32:58.5	0.59
05/18/11 01:42:07.5	0.6
05/18/11 01:49:56.5	0.61
05/18/11 02:27:06.0	0.62
05/18/11 04:10:42.0	0.63
05/18/11 05:23:23.5	0.64
05/18/11 06:05:00.0	0.65
05/18/11 06:08:01.5	0.66
05/18/11 06:09:48.0	0.67
05/18/11 06:16:31.0	0.68
05/18/11 06:34:01.0	0.69
05/18/11 07:19:54.0	0.7
05/18/11 07:22:43.0	0.71
05/18/11 07:52:07.5	0.72
05/24/11 16:04:46.5	0.72
