Serial Number:     532217     --     Series: Event (rainfall)

Date Time	Event (rainfall)
12/28/10 10:39:44.0	0
12/28/10 10:40:24.0	0.01
12/28/10 10:40:33.5	0.02
12/28/10 14:46:16.0	0.03
12/28/10 15:30:27.5	0.04
12/28/10 15:59:44.5	0.05
12/28/10 16:17:47.5	0.06
12/28/10 16:33:10.0	0.07
12/28/10 16:44:06.0	0.08
12/28/10 17:01:46.5	0.09
12/28/10 17:18:01.5	0.1
12/28/10 17:28:16.0	0.11
12/28/10 17:35:10.5	0.12
12/28/10 17:42:58.5	0.13
12/28/10 17:52:02.0	0.14
12/28/10 17:59:49.0	0.15
12/28/10 18:02:48.5	0.16
12/28/10 18:08:41.5	0.17
12/28/10 18:13:35.5	0.18
12/28/10 18:18:16.5	0.19
12/28/10 18:22:33.5	0.2
12/28/10 18:26:52.0	0.21
12/28/10 18:30:38.0	0.22
12/28/10 18:33:07.5	0.23
12/28/10 18:35:17.0	0.24
12/28/10 18:37:19.0	0.25
12/28/10 18:40:41.5	0.26
12/28/10 18:43:21.5	0.27
12/28/10 18:45:13.0	0.28
12/28/10 18:48:18.0	0.29
12/28/10 18:50:11.0	0.3
12/28/10 18:53:21.5	0.31
12/28/10 18:54:40.0	0.32
12/28/10 18:57:03.5	0.33
12/28/10 18:58:44.5	0.34
12/28/10 19:00:33.5	0.35
12/28/10 19:02:02.0	0.36
12/28/10 19:04:18.5	0.37
12/28/10 19:06:38.0	0.38
12/28/10 19:09:16.0	0.39
12/28/10 19:11:34.0	0.4
12/28/10 19:13:25.5	0.41
12/28/10 19:14:50.5	0.42
12/28/10 19:16:54.5	0.43
12/28/10 19:18:57.5	0.44
12/28/10 19:20:31.5	0.45
12/28/10 19:22:00.5	0.46
12/28/10 19:23:43.0	0.47
12/28/10 19:25:35.5	0.48
12/28/10 19:27:49.0	0.49
12/28/10 19:29:34.0	0.5
12/28/10 19:31:24.0	0.51
12/28/10 19:33:11.0	0.52
12/28/10 19:35:05.5	0.53
12/28/10 19:36:49.5	0.54
12/28/10 19:38:29.0	0.55
12/28/10 19:40:18.5	0.56
12/28/10 19:42:19.5	0.57
12/28/10 19:43:56.5	0.58
12/28/10 19:45:35.5	0.59
12/28/10 19:47:04.5	0.6
12/28/10 19:48:43.5	0.61
12/28/10 19:50:19.5	0.62
12/28/10 19:51:54.5	0.63
12/28/10 19:53:27.0	0.64
12/28/10 19:54:52.5	0.65
12/28/10 19:56:22.5	0.66
12/28/10 19:57:40.5	0.67
12/28/10 19:59:01.5	0.68
12/28/10 20:00:55.5	0.69
12/28/10 20:02:26.5	0.7
12/28/10 20:04:23.0	0.71
12/28/10 20:05:50.0	0.72
12/28/10 20:06:59.5	0.73
12/28/10 20:08:31.0	0.74
12/28/10 20:10:21.5	0.75
12/28/10 20:11:50.0	0.76
12/28/10 20:13:35.0	0.77
12/28/10 20:15:07.5	0.78
12/28/10 20:16:35.0	0.79
12/28/10 20:18:04.0	0.8
12/28/10 20:20:09.0	0.81
12/28/10 20:21:52.0	0.82
12/28/10 20:23:09.0	0.83
12/28/10 20:24:18.5	0.84
12/28/10 20:25:33.0	0.85
12/28/10 20:26:38.5	0.86
12/28/10 20:28:01.0	0.87
12/28/10 20:29:09.0	0.88
12/28/10 20:30:15.0	0.89
12/28/10 20:31:37.0	0.9
12/28/10 20:32:59.5	0.91
12/28/10 20:34:25.5	0.92
12/28/10 20:35:41.5	0.93
12/28/10 20:36:50.5	0.94
12/28/10 20:38:25.0	0.95
12/28/10 20:39:41.5	0.96
12/28/10 20:41:04.0	0.97
12/28/10 20:42:25.0	0.98
12/28/10 20:44:11.5	0.99
12/28/10 20:45:33.0	1
12/28/10 20:46:52.0	1.01
12/28/10 20:48:17.0	1.02
12/28/10 20:49:38.5	1.03
12/28/10 20:51:01.0	1.04
12/28/10 20:52:20.0	1.05
12/28/10 20:53:31.5	1.06
12/28/10 20:54:47.5	1.07
12/28/10 20:56:02.5	1.08
12/28/10 20:57:13.5	1.09
12/28/10 20:58:12.0	1.1
12/28/10 20:59:21.0	1.11
12/28/10 21:00:36.0	1.12
12/28/10 21:02:08.0	1.13
12/28/10 21:03:08.0	1.14
12/28/10 21:04:18.0	1.15
12/28/10 21:05:24.5	1.16
12/28/10 21:06:44.0	1.17
12/28/10 21:07:45.0	1.18
12/28/10 21:09:00.5	1.19
12/28/10 21:10:02.0	1.2
12/28/10 21:10:56.0	1.21
12/28/10 21:11:59.0	1.22
12/28/10 21:12:52.5	1.23
12/28/10 21:14:00.5	1.24
12/28/10 21:15:11.0	1.25
12/28/10 21:16:28.5	1.26
12/28/10 21:17:56.5	1.27
12/28/10 21:19:02.5	1.28
12/28/10 21:20:03.0	1.29
12/28/10 21:20:48.5	1.3
12/28/10 21:21:43.0	1.31
12/28/10 21:22:49.0	1.32
12/28/10 21:23:46.0	1.33
12/28/10 21:24:40.5	1.34
12/28/10 21:25:39.0	1.35
12/28/10 21:26:43.0	1.36
12/28/10 21:27:56.0	1.37
12/28/10 21:28:48.0	1.38
12/28/10 21:29:49.0	1.39
12/28/10 21:30:26.5	1.4
12/28/10 21:31:08.0	1.41
12/28/10 21:31:57.5	1.42
12/28/10 21:32:54.5	1.43
12/28/10 21:33:38.5	1.44
12/28/10 21:34:20.5	1.45
12/28/10 21:34:59.0	1.46
12/28/10 21:35:40.5	1.47
12/28/10 21:36:22.0	1.48
12/28/10 21:37:08.5	1.49
12/28/10 21:37:40.5	1.5
12/28/10 21:38:23.0	1.51
12/28/10 21:39:11.0	1.52
12/28/10 21:40:13.5	1.53
12/28/10 21:41:04.5	1.54
12/28/10 21:41:58.5	1.55
12/28/10 21:42:39.5	1.56
12/28/10 21:43:15.0	1.57
12/28/10 21:43:53.0	1.58
12/28/10 21:44:26.5	1.59
12/28/10 21:45:00.5	1.6
12/28/10 21:45:47.0	1.61
12/28/10 21:46:36.0	1.62
12/28/10 21:47:17.5	1.63
12/28/10 21:47:45.0	1.64
12/28/10 21:48:16.5	1.65
12/28/10 21:48:44.5	1.66
12/28/10 21:49:30.5	1.67
12/28/10 21:50:34.5	1.68
12/28/10 21:51:36.0	1.69
12/28/10 21:52:48.5	1.7
12/28/10 21:53:48.0	1.71
12/28/10 21:54:24.0	1.72
12/28/10 21:55:04.0	1.73
12/28/10 21:55:45.5	1.74
12/28/10 21:56:58.5	1.75
12/28/10 21:58:33.0	1.76
12/28/10 21:59:53.5	1.77
12/28/10 22:00:59.0	1.78
12/28/10 22:01:57.5	1.79
12/28/10 22:02:48.0	1.8
12/28/10 22:04:13.0	1.81
12/28/10 22:05:43.0	1.82
12/28/10 22:07:28.0	1.83
12/28/10 22:09:15.5	1.84
12/28/10 22:11:14.5	1.85
12/28/10 22:12:55.0	1.86
12/28/10 22:15:01.5	1.87
12/28/10 22:16:26.5	1.88
12/28/10 22:18:21.0	1.89
12/28/10 22:19:47.0	1.9
12/28/10 22:21:03.0	1.91
12/28/10 22:21:41.0	1.92
12/28/10 22:22:27.0	1.93
12/28/10 22:23:07.0	1.94
12/28/10 22:24:01.0	1.95
12/28/10 22:25:09.5	1.96
12/28/10 22:26:32.0	1.97
12/28/10 22:28:23.0	1.98
12/28/10 22:29:47.0	1.99
12/28/10 22:31:40.5	2
12/28/10 22:34:19.5	2.01
12/28/10 22:37:34.5	2.02
12/28/10 22:43:08.5	2.03
12/28/10 22:46:55.0	2.04
12/28/10 22:48:39.5	2.05
12/28/10 22:50:08.0	2.06
12/28/10 22:50:54.0	2.07
12/28/10 22:51:43.0	2.08
12/28/10 22:53:06.0	2.09
12/28/10 22:54:13.5	2.1
12/28/10 22:55:08.5	2.11
12/28/10 22:56:06.5	2.12
12/28/10 22:57:45.0	2.13
12/28/10 22:58:58.5	2.14
12/28/10 22:59:56.0	2.15
12/28/10 23:00:50.0	2.16
12/28/10 23:02:07.0	2.17
12/28/10 23:03:36.5	2.18
12/28/10 23:05:10.0	2.19
12/28/10 23:07:18.0	2.2
12/28/10 23:09:23.5	2.21
12/28/10 23:11:27.0	2.22
12/28/10 23:13:53.0	2.23
12/28/10 23:17:02.0	2.24
12/28/10 23:21:50.5	2.25
12/28/10 23:24:41.0	2.26
12/28/10 23:30:40.5	2.27
12/28/10 23:37:09.0	2.28
12/28/10 23:39:56.5	2.29
12/28/10 23:42:15.0	2.3
12/28/10 23:44:49.0	2.31
12/28/10 23:47:34.5	2.32
12/28/10 23:51:11.0	2.33
12/28/10 23:53:58.5	2.34
12/28/10 23:57:46.0	2.35
12/28/10 23:59:58.5	2.36
12/29/10 00:03:00.0	2.37
12/29/10 00:05:04.5	2.38
12/29/10 00:08:51.0	2.39
12/29/10 00:12:14.0	2.4
12/29/10 00:17:03.5	2.41
12/29/10 00:19:51.5	2.42
12/29/10 00:26:56.0	2.43
12/29/10 00:32:10.0	2.44
12/29/10 00:40:15.0	2.45
12/29/10 00:46:11.0	2.46
12/29/10 00:52:33.0	2.47
12/29/10 00:58:02.5	2.48
12/29/10 01:04:00.5	2.49
12/29/10 01:09:47.0	2.5
12/29/10 01:16:19.5	2.51
12/29/10 01:19:59.0	2.52
12/29/10 01:21:44.0	2.53
12/29/10 01:27:04.0	2.54
12/29/10 02:36:40.0	2.55
12/29/10 02:51:04.5	2.56
12/29/10 04:24:40.0	2.57
12/29/10 06:15:08.5	2.58
01/01/11 02:15:18.0	2.59
01/01/11 02:28:33.5	2.6
01/01/11 02:32:01.0	2.61
01/01/11 02:33:55.5	2.62
01/01/11 02:37:01.0	2.63
01/01/11 02:40:19.0	2.64
01/01/11 02:43:34.5	2.65
01/01/11 02:47:16.0	2.66
01/01/11 02:54:22.5	2.67
01/01/11 03:00:19.0	2.68
01/01/11 03:06:03.0	2.69
01/01/11 03:13:09.5	2.7
01/01/11 03:27:16.0	2.71
01/01/11 03:31:43.5	2.72
01/01/11 03:39:46.5	2.73
01/01/11 03:48:00.5	2.74
01/01/11 03:50:54.0	2.75
01/01/11 03:55:26.5	2.76
01/01/11 04:00:58.0	2.77
01/01/11 04:07:39.0	2.78
01/01/11 04:12:21.0	2.79
01/01/11 04:19:21.0	2.8
01/01/11 04:24:10.5	2.81
01/01/11 04:28:43.0	2.82
01/01/11 04:36:12.0	2.83
01/01/11 04:44:16.0	2.84
01/01/11 04:51:35.0	2.85
01/01/11 04:58:22.0	2.86
01/01/11 05:05:01.5	2.87
01/01/11 05:15:21.5	2.88
01/01/11 05:28:30.0	2.89
01/01/11 05:40:18.5	2.9
01/01/11 05:50:00.0	2.91
01/01/11 05:59:58.5	2.92
01/01/11 06:06:16.0	2.93
01/01/11 06:10:43.0	2.94
01/01/11 06:14:28.5	2.95
01/01/11 06:20:18.5	2.96
01/01/11 06:27:39.5	2.97
01/01/11 06:34:35.5	2.98
01/01/11 06:40:55.0	2.99
01/01/11 06:44:06.0	3
01/01/11 06:46:36.0	3.01
01/01/11 06:49:51.0	3.02
01/01/11 06:53:36.0	3.03
01/01/11 07:01:49.5	3.04
01/01/11 07:11:19.5	3.05
01/01/11 07:16:00.0	3.06
01/01/11 07:27:05.5	3.07
01/01/11 23:36:57.5	3.08
01/01/11 23:39:06.5	3.09
01/01/11 23:40:03.0	3.1
01/01/11 23:40:28.0	3.11
01/01/11 23:41:02.5	3.12
01/01/11 23:41:48.0	3.13
01/01/11 23:42:45.0	3.14
01/01/11 23:44:00.0	3.15
01/01/11 23:49:45.0	3.16
01/02/11 00:06:29.0	3.17
01/02/11 00:22:20.5	3.18
01/02/11 03:12:28.0	3.19
01/02/11 03:15:31.0	3.2
01/02/11 03:17:02.5	3.21
01/02/11 03:18:25.0	3.22
01/02/11 03:20:24.5	3.23
01/02/11 03:22:41.5	3.24
01/02/11 03:25:22.5	3.25
01/02/11 03:27:55.5	3.26
01/02/11 03:29:39.0	3.27
01/02/11 03:31:26.5	3.28
01/02/11 03:33:19.0	3.29
01/02/11 03:35:21.5	3.3
01/02/11 03:36:48.0	3.31
01/02/11 03:38:38.0	3.32
01/02/11 03:39:25.5	3.33
01/02/11 03:40:53.0	3.34
01/02/11 03:41:38.5	3.35
01/02/11 03:42:47.5	3.36
01/02/11 03:44:17.5	3.37
01/02/11 03:45:35.5	3.38
01/02/11 03:46:50.0	3.39
01/02/11 03:47:54.5	3.4
01/02/11 03:48:50.5	3.41
01/02/11 03:50:19.5	3.42
01/02/11 03:51:29.5	3.43
01/02/11 03:52:35.5	3.44
01/02/11 03:53:42.0	3.45
01/02/11 03:54:43.0	3.46
01/02/11 03:55:50.5	3.47
01/02/11 03:57:18.0	3.48
01/02/11 03:58:08.5	3.49
01/02/11 03:59:24.0	3.5
01/02/11 04:00:32.5	3.51
01/02/11 04:02:01.0	3.52
01/02/11 04:03:04.5	3.53
01/02/11 04:04:53.5	3.54
01/02/11 04:06:51.5	3.55
01/02/11 04:09:28.5	3.56
01/02/11 04:11:00.5	3.57
01/02/11 04:12:45.5	3.58
01/02/11 04:15:07.5	3.59
01/02/11 04:17:45.5	3.6
01/02/11 04:19:39.0	3.61
01/02/11 04:22:19.0	3.62
01/02/11 04:23:43.5	3.63
01/02/11 04:24:57.5	3.64
01/02/11 04:26:19.5	3.65
01/02/11 04:27:59.5	3.66
01/02/11 04:30:01.5	3.67
01/02/11 04:33:55.5	3.68
01/02/11 04:38:31.5	3.69
01/02/11 04:42:12.0	3.7
01/02/11 04:46:36.5	3.71
01/02/11 04:54:39.5	3.72
01/02/11 05:02:55.5	3.73
01/02/11 05:08:58.0	3.74
01/02/11 05:16:34.0	3.75
01/02/11 05:23:52.0	3.76
01/02/11 05:27:22.0	3.77
01/02/11 05:33:58.5	3.78
01/02/11 05:37:58.5	3.79
01/02/11 05:43:19.0	3.8
01/02/11 05:48:45.0	3.81
01/02/11 05:51:28.0	3.82
01/02/11 05:53:35.0	3.83
01/02/11 05:55:34.0	3.84
01/02/11 05:59:13.0	3.85
01/02/11 06:04:55.0	3.86
01/02/11 06:11:03.5	3.87
01/02/11 06:13:48.5	3.88
01/02/11 06:22:37.0	3.89
01/02/11 06:26:44.0	3.9
01/02/11 06:37:46.0	3.91
01/02/11 06:41:17.5	3.92
01/02/11 06:43:36.0	3.93
01/02/11 06:48:59.0	3.94
01/02/11 06:59:35.5	3.95
01/02/11 07:57:54.5	3.96
01/02/11 09:26:12.5	3.97
01/02/11 15:41:38.5	3.98
01/02/11 15:56:34.5	3.99
01/02/11 16:52:40.5	4
01/02/11 16:55:28.0	4.01
01/02/11 16:57:04.5	4.02
01/02/11 16:59:26.0	4.03
01/02/11 17:01:34.5	4.04
01/02/11 17:03:57.0	4.05
01/02/11 17:05:24.5	4.06
01/02/11 17:07:04.5	4.07
01/02/11 17:09:23.5	4.08
01/02/11 17:11:36.0	4.09
01/02/11 17:13:03.5	4.1
01/02/11 17:15:57.0	4.11
01/02/11 17:19:40.5	4.12
01/02/11 17:27:58.5	4.13
01/02/11 18:20:59.5	4.14
01/04/11 11:58:43.5	4.14
