Date Time	Event (Events)
12/23/09 10:19:56.0	0
12/23/09 10:20:19.5	0.0108696
12/26/09 15:54:41.0	0.0217392
12/26/09 16:02:12.5	0.0326088
12/26/09 16:04:37.5	0.0434784
12/26/09 16:06:55.0	0.054348
12/26/09 16:08:43.0	0.0652176
12/26/09 16:10:30.5	0.0760872
12/26/09 16:11:58.5	0.0869568
12/26/09 16:13:39.5	0.0978264
12/26/09 16:15:20.0	0.108696
12/26/09 16:17:05.5	0.119566
12/26/09 16:19:39.0	0.130435
12/26/09 16:23:10.0	0.141305
12/26/09 16:28:21.5	0.152174
12/26/09 16:32:47.5	0.163044
12/26/09 16:34:44.0	0.173914
12/26/09 16:36:16.5	0.184783
12/26/09 16:38:29.0	0.195653
12/26/09 16:42:40.0	0.206522
12/26/09 16:48:44.5	0.217392
12/26/09 16:56:09.5	0.228262
12/26/09 17:09:47.5	0.239131
12/26/09 17:15:44.0	0.250001
12/26/09 20:05:46.5	0.26087
12/26/09 20:06:32.5	0.27174
12/26/09 20:07:05.0	0.28261
12/26/09 20:08:25.5	0.293479
12/26/09 20:13:09.5	0.304349
12/26/09 22:28:46.5	0.315218
12/26/09 22:35:21.5	0.326088
12/26/09 22:39:34.0	0.336958
12/26/09 22:43:37.5	0.347827
12/26/09 22:49:25.0	0.358697
12/26/09 22:54:30.5	0.369566
12/26/09 22:57:48.0	0.380436
12/26/09 23:04:21.5	0.391306
12/26/09 23:10:03.0	0.402175
12/26/09 23:14:31.5	0.413045
12/26/09 23:16:32.0	0.423914
12/26/09 23:18:21.0	0.434784
12/26/09 23:20:18.5	0.445654
12/26/09 23:22:28.0	0.456523
12/26/09 23:24:56.5	0.467393
12/26/09 23:28:08.0	0.478262
12/26/09 23:31:46.5	0.489132
12/26/09 23:38:15.0	0.500002
12/26/09 23:43:41.0	0.510871
12/26/09 23:55:32.5	0.521741
12/26/09 23:57:17.5	0.53261
12/26/09 23:58:23.0	0.54348
12/27/09 00:00:31.0	0.55435
12/27/09 00:02:09.0	0.565219
12/27/09 00:04:06.0	0.576089
12/27/09 00:05:12.5	0.586958
12/27/09 00:06:23.0	0.597828
12/27/09 00:07:46.5	0.608698
12/27/09 00:08:53.5	0.619567
12/27/09 00:09:30.5	0.630437
12/27/09 00:10:25.0	0.641306
12/27/09 00:14:20.0	0.652176
12/27/09 03:22:53.0	0.663046
12/28/09 12:19:03.5	0.673915
12/28/09 13:09:37.5	0.684785
12/28/09 14:40:12.5	0.695654
12/28/09 15:52:39.0	0.706524
12/28/09 18:17:49.5	0.717394
12/28/09 19:48:20.5	0.728263
12/29/09 07:38:38.0	0.739133
12/29/09 20:35:11.0	0.750002
12/29/09 20:57:27.5	0.760872
12/29/09 21:28:18.0	0.771742
12/29/09 21:35:16.5	0.782611
12/29/09 21:53:03.5	0.793481
12/29/09 22:05:24.0	0.80435
12/29/09 22:15:55.5	0.81522
12/29/09 22:22:16.5	0.82609
12/29/09 22:32:06.5	0.836959
12/29/09 22:43:56.0	0.847829
12/29/09 22:58:58.0	0.858698
12/29/09 23:13:50.5	0.869568
12/29/09 23:25:37.5	0.880438
12/29/09 23:35:43.0	0.891307
12/29/09 23:47:41.0	0.902177
12/29/09 23:55:23.0	0.913046
12/30/09 00:09:17.0	0.923916
12/30/09 00:22:11.0	0.934786
12/30/09 00:36:49.5	0.945655
12/30/09 00:43:15.0	0.956525
12/30/09 00:49:16.0	0.967394
12/30/09 00:59:19.5	0.978264
12/30/09 01:07:15.0	0.989134
12/30/09 01:15:39.5	1
12/30/09 01:26:35.0	1.01087
12/30/09 01:34:49.0	1.02174
12/30/09 01:47:18.5	1.03261
12/30/09 01:58:57.5	1.04348
12/30/09 02:12:13.0	1.05435
12/30/09 02:17:15.5	1.06522
12/30/09 02:26:00.0	1.07609
12/30/09 02:34:01.5	1.08696
01/05/10 09:40:46.5	1.08696
