Serial Number:     532217     --     Series: Event (rainfall)

Date Time	Event (rainfall)
12/21/10 11:18:25.0	0
12/21/10 18:27:38.0	0.01
12/21/10 18:42:07.0	0.02
12/21/10 18:48:25.5	0.03
12/21/10 19:02:38.0	0.04
12/21/10 19:08:41.5	0.05
12/21/10 19:12:27.0	0.06
12/21/10 19:15:52.5	0.07
12/21/10 19:17:29.5	0.08
12/21/10 19:21:58.5	0.09
12/21/10 19:28:37.0	0.1
12/21/10 19:42:03.5	0.11
12/21/10 19:49:21.0	0.12
12/21/10 19:50:33.5	0.13
12/21/10 19:50:49.0	0.14
12/21/10 19:52:45.0	0.15
12/21/10 19:54:27.0	0.16
12/21/10 19:55:52.5	0.17
12/21/10 19:58:34.0	0.18
12/21/10 20:01:38.0	0.19
12/21/10 20:05:31.0	0.2
12/21/10 20:09:17.0	0.21
12/21/10 20:13:54.0	0.22
12/21/10 20:19:03.0	0.23
12/21/10 20:25:12.0	0.24
12/21/10 20:29:54.5	0.25
12/21/10 20:34:31.5	0.26
12/21/10 20:39:26.0	0.27
12/21/10 20:43:31.5	0.28
12/21/10 20:48:35.5	0.29
12/21/10 20:53:48.5	0.3
12/21/10 20:59:22.0	0.31
12/21/10 21:08:24.0	0.32
12/21/10 21:15:30.5	0.33
12/21/10 21:22:29.5	0.34
12/21/10 21:29:20.0	0.35
12/21/10 21:35:03.0	0.36
12/21/10 21:41:30.5	0.37
12/21/10 21:48:56.5	0.38
12/21/10 21:56:45.5	0.39
12/21/10 22:03:04.5	0.4
12/21/10 22:07:37.0	0.41
12/21/10 22:11:35.5	0.42
12/21/10 22:16:01.5	0.43
12/21/10 22:20:15.5	0.44
12/21/10 22:29:27.0	0.45
12/21/10 22:44:36.0	0.46
12/21/10 23:27:17.5	0.47
12/21/10 23:42:53.5	0.48
12/21/10 23:49:53.0	0.49
12/21/10 23:54:20.0	0.5
12/21/10 23:58:40.5	0.51
12/22/10 00:02:52.0	0.52
12/22/10 00:08:13.0	0.53
12/22/10 00:16:03.5	0.54
12/22/10 00:22:47.5	0.55
