Serial Number:     202809     --     Series: Event (Rainfall event data)

Date Time	Event (Rainfall event data)
04/19/11 13:24:25.0	0
04/20/11 12:42:36.5	0.01
04/20/11 15:47:05.5	0.02
04/20/11 17:29:28.5	0.03
04/20/11 17:39:35.0	0.04
04/20/11 17:50:01.5	0.05
04/20/11 18:13:48.5	0.06
04/20/11 20:35:19.5	0.07
04/20/11 21:07:13.0	0.08
04/20/11 22:26:06.5	0.09
04/21/11 00:46:17.0	0.1
04/21/11 00:56:07.5	0.11
04/21/11 01:01:01.5	0.12
04/21/11 01:04:56.0	0.13
04/21/11 01:10:30.0	0.14
04/21/11 01:25:51.0	0.15
04/21/11 01:30:42.5	0.16
04/21/11 01:36:10.0	0.17
04/21/11 01:44:31.5	0.18
04/21/11 01:48:06.5	0.19
04/21/11 01:53:52.5	0.2
04/21/11 01:58:28.5	0.21
04/21/11 02:09:24.0	0.22
04/21/11 02:31:03.5	0.23
04/21/11 02:36:29.5	0.24
04/21/11 02:43:44.5	0.25
04/21/11 02:56:01.0	0.26
04/21/11 03:34:16.5	0.27
04/21/11 04:07:33.0	0.28
04/21/11 04:08:40.0	0.29
04/21/11 04:10:13.0	0.3
04/21/11 04:14:41.5	0.31
04/21/11 04:27:32.0	0.32
04/21/11 05:24:23.0	0.33
04/23/11 17:50:04.0	0.34
04/23/11 18:14:19.5	0.35
04/23/11 18:42:07.0	0.36
04/23/11 18:52:50.5	0.37
04/23/11 19:06:36.5	0.38
04/23/11 19:28:12.5	0.39
04/23/11 19:47:14.0	0.4
04/23/11 20:18:44.5	0.41
04/23/11 21:10:18.5	0.42
04/23/11 21:36:10.0	0.43
04/23/11 22:11:18.5	0.44
04/23/11 22:43:25.0	0.45
04/23/11 23:03:48.0	0.46
04/23/11 23:12:37.5	0.47
04/23/11 23:24:55.0	0.48
04/23/11 23:37:58.0	0.49
04/24/11 00:58:51.0	0.5
04/24/11 01:15:30.0	0.51
04/24/11 01:28:40.5	0.52
04/24/11 01:36:09.0	0.53
04/24/11 02:23:30.5	0.54
04/24/11 02:39:18.0	0.55
04/24/11 03:17:02.0	0.56
04/24/11 03:19:24.5	0.57
04/24/11 03:30:27.5	0.58
04/24/11 03:47:04.5	0.59
04/24/11 04:20:32.5	0.6
04/24/11 04:39:05.0	0.61
04/24/11 04:48:33.5	0.62
04/24/11 04:56:38.5	0.63
04/24/11 05:17:28.5	0.64
04/24/11 05:35:39.0	0.65
04/24/11 06:02:41.0	0.66
04/24/11 06:14:56.5	0.67
04/24/11 06:30:30.5	0.68
04/24/11 06:49:11.5	0.69
04/24/11 07:40:48.0	0.7
04/24/11 09:07:31.0	0.71
04/24/11 09:14:37.0	0.72
04/24/11 09:26:28.5	0.73
04/24/11 09:48:19.5	0.74
04/24/11 10:11:18.0	0.75
04/24/11 12:53:19.0	0.76
04/25/11 07:02:00.5	0.77
04/25/11 07:34:04.0	0.78
04/25/11 07:54:07.0	0.79
04/25/11 08:10:49.5	0.8
04/25/11 08:24:18.5	0.81
04/25/11 08:47:31.0	0.82
04/25/11 09:00:22.0	0.83
04/25/11 09:13:04.0	0.84
04/25/11 09:24:31.0	0.85
04/25/11 09:37:21.5	0.86
04/25/11 10:03:27.5	0.87
04/25/11 10:15:23.0	0.88
04/25/11 10:50:33.0	0.89
04/25/11 11:24:42.5	0.9
04/25/11 11:35:43.0	0.91
04/25/11 11:50:34.5	0.92
04/25/11 12:06:16.0	0.93
04/25/11 14:16:36.5	0.94
05/03/11 11:33:22.5	0.94
