Serial Number:     202809     --     Series: Event (Rainfall event data)

Date Time	Event (Rainfall event data)
01/18/11 14:04:55.0	0
01/29/11 14:15:35.5	0.01
01/29/11 14:44:29.0	0.02
01/29/11 15:13:39.5	0.03
01/29/11 15:43:11.0	0.04
01/29/11 16:56:46.5	0.05
01/29/11 17:07:03.5	0.06
01/29/11 17:23:03.5	0.07
01/29/11 20:34:06.5	0.08
01/29/11 21:03:40.0	0.09
01/29/11 21:05:36.0	0.1
01/29/11 21:08:17.5	0.11
01/29/11 21:09:45.5	0.12
01/29/11 21:11:38.0	0.13
01/29/11 21:13:13.0	0.14
01/29/11 21:42:46.5	0.15
01/29/11 22:24:10.0	0.16
01/29/11 22:35:57.0	0.17
01/29/11 22:38:02.0	0.18
01/29/11 22:38:42.0	0.19
01/29/11 22:39:24.5	0.2
01/29/11 22:40:18.0	0.21
01/29/11 22:47:20.0	0.22
01/30/11 01:22:53.0	0.23
01/30/11 01:42:48.0	0.24
01/30/11 01:48:24.5	0.25
01/30/11 01:49:38.5	0.26
01/30/11 01:52:19.0	0.27
01/30/11 02:24:09.5	0.28
01/30/11 02:48:48.5	0.29
01/30/11 04:24:08.5	0.3
01/30/11 04:27:19.5	0.31
01/30/11 04:28:35.0	0.32
01/30/11 04:29:19.5	0.33
01/30/11 04:30:25.0	0.34
01/30/11 04:31:40.5	0.35
01/30/11 04:37:27.5	0.36
01/30/11 04:40:16.5	0.37
01/30/11 04:44:21.0	0.38
01/30/11 04:47:09.5	0.39
01/30/11 04:51:46.5	0.4
01/30/11 04:55:03.5	0.41
01/30/11 04:56:10.0	0.42
01/30/11 04:57:19.0	0.43
01/30/11 05:02:28.5	0.44
01/30/11 05:03:37.0	0.45
01/30/11 05:05:12.5	0.46
01/30/11 05:07:50.5	0.47
01/30/11 05:10:01.5	0.48
01/30/11 05:11:54.5	0.49
01/30/11 05:13:45.5	0.5
01/30/11 06:29:27.0	0.51
01/30/11 06:38:19.5	0.52
01/30/11 06:50:18.0	0.53
01/30/11 06:56:09.0	0.54
01/30/11 06:58:53.5	0.55
01/30/11 08:14:25.0	0.56
01/30/11 09:57:36.0	0.57
01/30/11 10:05:48.0	0.58
01/30/11 10:08:29.0	0.59
01/30/11 10:14:02.0	0.6
01/30/11 10:24:17.0	0.61
01/30/11 10:28:05.0	0.62
01/30/11 10:28:43.0	0.63
01/30/11 11:34:27.5	0.64
01/30/11 11:37:11.5	0.65
01/30/11 11:38:56.0	0.66
01/30/11 11:40:15.5	0.67
01/30/11 11:41:19.5	0.68
01/30/11 11:42:59.0	0.69
01/30/11 11:44:39.0	0.7
01/30/11 11:47:52.0	0.71
01/30/11 11:57:10.5	0.72
01/30/11 12:02:17.0	0.73
01/30/11 12:50:13.0	0.74
01/30/11 12:51:38.5	0.75
01/30/11 12:57:59.5	0.76
01/30/11 13:18:22.5	0.77
01/30/11 13:21:04.5	0.78
01/30/11 13:23:44.0	0.79
01/30/11 13:25:31.5	0.8
01/30/11 13:27:11.0	0.81
01/30/11 13:27:40.5	0.82
01/30/11 13:28:34.5	0.83
01/30/11 13:36:44.5	0.84
01/30/11 13:50:45.0	0.85
01/30/11 13:56:46.5	0.86
01/30/11 14:09:09.5	0.87
01/30/11 14:59:14.5	0.88
01/30/11 15:00:33.0	0.89
01/30/11 15:02:25.0	0.9
02/01/11 13:17:32.0	0.9
