Date Time	rh000125
02/12/00 17:52:26.0	0	Start
02/13/00 00:08:28.0	1
02/13/00 00:26:48.5	2
02/13/00 00:35:33.0	3
02/13/00 00:44:18.0	4
02/13/00 00:46:06.5	5
02/13/00 00:56:32.5	6
02/13/00 01:07:46.5	7
02/13/00 01:12:38.0	8
02/13/00 01:16:14.5	9
02/13/00 01:20:05.5	10
02/13/00 01:23:44.5	11
02/13/00 01:26:58.0	12
02/13/00 01:30:55.0	13
02/13/00 01:34:40.0	14
02/13/00 01:34:40.5	15
02/13/00 01:38:20.0	16
02/13/00 01:44:47.5	17
02/13/00 01:48:18.5	18
02/13/00 01:52:06.0	19
02/13/00 01:54:12.0	20
02/13/00 01:56:30.5	21
02/13/00 01:58:30.5	22
02/13/00 02:02:02.0	23
02/13/00 02:04:10.5	24
02/13/00 02:06:58.5	25
02/13/00 02:09:23.0	26
02/13/00 02:12:29.0	27
02/13/00 02:14:56.5	28
02/13/00 02:17:51.0	29
02/13/00 02:17:51.5	30
02/13/00 02:20:20.0	31
02/13/00 02:24:28.5	32
02/13/00 02:28:39.5	33
02/13/00 02:35:16.0	34
02/13/00 02:39:00.5	35
02/13/00 02:43:41.5	36
02/13/00 02:43:42.0	37
02/13/00 02:47:42.0	38
02/13/00 02:53:09.0	39
02/13/00 02:55:35.5	40
02/13/00 02:59:34.5	41
02/13/00 03:01:59.0	42
02/13/00 03:04:09.0	43
02/13/00 03:04:09.5	44
02/13/00 03:05:27.0	45
02/13/00 03:07:22.0	46
02/13/00 03:10:07.0	47
02/13/00 03:13:35.5	48
02/13/00 03:15:43.0	49
02/13/00 03:19:15.5	50
02/13/00 03:19:16.0	51
02/13/00 03:21:04.0	52
02/13/00 03:23:50.5	53
02/13/00 03:25:30.5	54
02/13/00 03:27:54.0	55
02/13/00 03:30:22.5	56
02/13/00 03:34:11.0	57
02/13/00 03:36:51.5	58
02/13/00 03:39:34.5	59
02/13/00 03:41:42.0	60
02/13/00 03:44:15.5	61
02/13/00 03:46:02.5	62
02/13/00 03:48:41.0	63
02/13/00 03:51:11.0	64
02/13/00 03:53:31.0	65
02/13/00 03:55:30.0	66
02/13/00 03:58:19.5	67
02/13/00 04:00:56.0	68
02/13/00 04:05:50.5	69
02/13/00 04:08:41.5	70
02/13/00 04:11:31.0	71
02/13/00 04:13:13.5	72
02/13/00 04:15:53.0	73
02/13/00 04:18:02.5	74
02/13/00 04:19:47.0	75
02/13/00 04:21:54.0	76
02/13/00 04:24:39.5	77
02/13/00 04:27:09.0	78
02/13/00 04:29:54.0	79
02/13/00 04:29:54.5	80
02/13/00 04:31:42.0	81
02/13/00 04:34:12.5	82
02/13/00 04:36:00.5	83
02/13/00 04:37:53.0	84
02/13/00 04:39:16.5	85
02/13/00 04:39:17.0	86
02/13/00 04:40:59.5	87
02/13/00 04:42:33.0	88
02/13/00 04:45:11.5	89
02/13/00 04:47:04.0	90
02/13/00 04:49:21.5	91
02/13/00 04:50:53.5	92
02/13/00 04:52:45.0	93
02/13/00 04:54:18.0	94
02/13/00 04:56:31.0	95
02/13/00 04:58:19.5	96
02/13/00 05:00:46.0	97
02/13/00 05:02:20.5	98
02/13/00 05:04:34.5	99
02/13/00 05:06:20.5	100
02/13/00 05:06:21.0	101
02/13/00 05:08:44.5	102
02/13/00 05:10:29.0	103
02/13/00 05:12:17.5	104
02/13/00 05:13:51.0	105
02/13/00 05:16:07.0	106
02/13/00 05:17:26.0	107
02/13/00 05:19:59.0	108
02/13/00 05:21:42.5	109
02/13/00 05:23:42.0	110
02/13/00 05:25:11.5	111
02/13/00 05:25:12.0	112
02/13/00 05:26:45.0	113
02/13/00 05:27:57.0	114
02/13/00 05:29:42.5	115
02/13/00 05:31:09.0	116
02/13/00 05:32:45.5	117
02/13/00 05:32:46.0	118
02/13/00 05:34:13.5	119
02/13/00 05:36:11.0	120
02/13/00 05:36:11.5	121
02/13/00 05:37:50.0	122
02/13/00 05:40:34.5	123
02/13/00 05:40:35.0	124
02/13/00 05:42:17.5	125
02/13/00 05:44:34.5	126
02/13/00 05:46:42.0	127
02/13/00 05:49:03.0	128
02/13/00 05:51:00.5	129
02/13/00 05:54:15.0	130
02/13/00 05:54:15.5	131
02/13/00 05:56:12.0	132
02/13/00 05:59:29.0	133
02/13/00 06:02:54.0	134
02/13/00 06:02:54.5	135
02/13/00 06:07:34.5	136
02/13/00 06:10:18.5	137
02/13/00 06:13:20.5	138
02/13/00 06:15:21.0	139
02/13/00 06:15:21.5	140
02/13/00 06:18:32.5	141
02/13/00 06:20:26.0	142
02/13/00 06:22:43.0	143
02/13/00 06:24:26.0	144
02/13/00 06:26:22.0	145
02/13/00 06:27:57.5	146
02/13/00 06:27:58.0	147
02/13/00 06:30:46.0	148
02/13/00 06:32:06.0	149
02/13/00 06:34:12.5	150
02/13/00 06:35:52.0	151
02/13/00 06:38:16.0	152
02/13/00 06:39:38.0	153
02/13/00 06:40:46.5	154
02/13/00 06:41:38.0	155
02/13/00 06:42:55.5	156
02/13/00 06:43:43.5	157
02/13/00 06:44:48.0	158
02/13/00 06:45:44.0	159
02/13/00 06:46:54.5	160
02/13/00 06:47:53.0	161
02/13/00 06:49:36.0	162
02/13/00 06:51:06.5	163
02/13/00 06:54:31.5	164
02/13/00 06:57:32.5	165
02/13/00 06:57:33.0	166
02/13/00 07:02:05.0	167
02/13/00 07:04:28.5	168
02/13/00 07:06:55.5	169
02/13/00 07:08:58.5	170
02/13/00 07:12:08.0	171
02/13/00 07:14:43.5	172
