Date Time	1/100 INCHES OF RAIN
11/13/97 11:44:37.0	0	Start
11/14/97 00:41:17.0	1
11/14/97 00:42:34.0	2
11/14/97 00:43:32.0	3
11/14/97 00:48:25.0	4
11/14/97 00:57:14.5	5
11/14/97 03:31:42.0	6
11/14/97 03:32:00.5	7
11/14/97 03:32:28.5	8
11/14/97 03:32:46.5	9
11/14/97 03:33:08.0	10
11/14/97 03:33:19.0	11
11/14/97 03:33:32.0	12
11/14/97 03:33:42.0	13
11/14/97 03:33:56.5	14
11/14/97 03:34:16.0	15
11/14/97 03:35:58.0	16
11/14/97 03:36:56.5	17
11/14/97 03:38:07.0	18
11/14/97 03:38:45.5	19
11/14/97 03:41:56.0	20
11/14/97 04:00:01.0	21
11/14/97 04:02:08.5	22
11/14/97 04:14:38.0	23
11/14/97 04:26:24.5	24
11/14/97 04:27:04.5	25
11/14/97 04:28:10.5	26
11/14/97 04:28:36.0	27
11/14/97 04:29:15.0	28
11/14/97 04:30:10.0	29
11/14/97 04:31:16.5	30
11/14/97 04:31:34.0	31
11/14/97 04:32:43.5	32
11/14/97 05:41:01.5	33
11/14/97 05:41:34.5	34
11/14/97 05:41:52.5	35
11/14/97 05:42:18.0	36
11/14/97 05:42:25.5	37
11/14/97 05:42:43.0	38
11/14/97 05:43:08.5	39
11/14/97 05:43:45.0	40
11/14/97 06:01:34.5	41
11/14/97 06:02:17.5	42
11/14/97 06:03:34.0	43
11/14/97 06:42:18.5	44
11/14/97 07:09:40.5	45
11/15/97 04:42:15.5	46
11/15/97 04:46:56.5	47
11/15/97 04:52:53.5	48
11/15/97 04:57:20.0	49
11/15/97 05:01:14.5	50
11/15/97 05:02:56.0	51
11/15/97 05:06:15.5	52
11/15/97 05:07:38.0	53
11/15/97 05:10:56.0	54
11/15/97 05:14:04.5	55
11/15/97 05:21:10.0	56
11/15/97 05:23:07.5	57
11/15/97 05:25:40.0	58
11/15/97 05:27:51.5	59
11/15/97 05:30:52.0	60
11/15/97 05:32:11.5	61
11/15/97 05:34:42.5	62
11/15/97 05:35:58.5	63
11/15/97 05:37:39.0	64
11/15/97 05:38:50.5	65
11/15/97 05:40:55.0	66
11/15/97 05:41:49.5	67
11/15/97 05:43:38.5	68
11/15/97 05:44:33.5	69
11/15/97 05:46:44.5	70
11/15/97 05:47:58.5	71
11/15/97 05:49:06.5	72
11/15/97 05:50:07.0	73
11/15/97 05:51:04.0	74
11/15/97 05:51:23.0	75
11/15/97 05:52:02.5	76
11/15/97 05:52:28.5	77
11/15/97 05:53:32.5	78
11/15/97 05:54:08.5	79
11/15/97 05:54:51.0	80
11/15/97 05:55:23.5	81
11/15/97 05:57:52.0	82
11/15/97 05:59:03.5	83
11/15/97 06:01:32.0	84
11/15/97 06:03:51.0	85
11/15/97 06:07:00.5	86
11/15/97 06:09:16.5	87
11/15/97 06:14:55.5	88
11/15/97 06:18:51.0	89
11/15/97 06:23:28.0	90
11/15/97 06:30:42.0	91
11/15/97 06:36:46.5	92
11/15/97 06:39:17.5	93
11/15/97 06:42:27.0	94
11/15/97 06:44:55.5	95
11/15/97 06:47:37.5	96
11/15/97 06:49:48.5	97
11/15/97 06:52:43.5	98
11/15/97 06:54:46.0	99
11/15/97 06:57:40.0	100
11/15/97 06:59:04.5	101
11/15/97 07:01:37.5	102
11/15/97 07:03:44.5	103
11/15/97 07:06:38.0	104
11/15/97 07:07:46.5	105
11/15/97 07:10:07.0	106
11/15/97 07:12:37.5	107
11/15/97 07:15:12.5	108
11/15/97 07:16:42.0	109
11/15/97 07:18:36.5	110
11/15/97 07:20:03.5	111
11/15/97 07:21:47.0	112
11/15/97 07:23:52.5	113
11/15/97 07:29:11.5	114
11/15/97 07:30:52.0	115
11/15/97 07:32:24.0	116
11/15/97 07:33:48.5	117
11/15/97 07:36:49.5	118
11/15/97 07:39:24.0	119
11/15/97 07:54:46.5	120
11/15/97 09:01:43.0	121
11/15/97 09:06:11.0	122
11/15/97 09:09:07.5	123
11/15/97 09:11:45.5	124
11/15/97 09:14:58.0	125
11/15/97 09:18:20.5	126
11/15/97 09:19:54.5	127
11/15/97 09:21:58.0	128
11/15/97 09:23:16.0	129
11/15/97 09:25:57.0	130
11/15/97 09:28:34.0	131
11/15/97 09:38:46.0	132
11/15/97 10:58:12.0	133
11/15/97 12:24:09.0	134
11/15/97 12:29:38.5	135
11/15/97 13:36:16.0	136
11/15/97 13:36:28.0	137
11/15/97 18:31:40.0	138
11/16/97 03:43:05.0	139
11/16/97 06:29:44.5	140
11/16/97 06:36:24.0	141
11/16/97 06:38:51.5	142
11/16/97 06:39:54.5	143
11/16/97 06:40:34.5	144
11/16/97 07:01:50.0	145
11/16/97 07:44:51.0	146
11/16/97 07:54:47.5	147
11/16/97 08:11:21.5	148
11/16/97 08:11:51.0	149
11/16/97 08:13:15.5	150
11/16/97 08:15:59.5	151
11/16/97 08:17:16.0	152
11/16/97 08:21:47.0	153
11/16/97 08:24:58.0	154
11/16/97 08:28:22.5	155
11/16/97 08:32:29.0	156
11/16/97 08:38:58.0	157
11/16/97 08:40:05.0	158
11/16/97 08:40:49.0	159
11/16/97 08:41:36.0	160
11/16/97 08:42:51.5	161
11/16/97 08:43:43.0	162
11/16/97 08:46:42.5	163
11/16/97 08:51:26.0	164
11/16/97 09:04:27.5	165
11/16/97 09:06:44.0	166
11/16/97 09:09:59.0	167
11/16/97 09:11:50.5	168
11/16/97 09:14:06.5	169
11/16/97 09:17:18.5	170
11/16/97 09:27:30.5	171
11/16/97 09:30:23.0	172
11/16/97 09:32:04.0	173
11/16/97 09:32:49.0	174
11/16/97 09:33:32.0	175
11/16/97 09:33:58.0	176
11/16/97 09:34:22.0	177
11/16/97 09:34:39.5	178
11/16/97 09:35:09.0	179
11/16/97 09:35:31.5	180
11/16/97 09:35:59.0	181
11/16/97 09:36:18.5	182
11/16/97 09:37:12.0	183
11/16/97 09:37:59.5	184
11/16/97 09:39:34.5	185
11/16/97 09:42:35.0	186
11/16/97 09:46:49.5	187
11/16/97 09:50:39.0	188
