Date Time	1/20/98 inches of rain
01/20/98 12:32:11.0	0	Start
01/23/98 15:48:37.0	1
01/23/98 16:45:55.5	2
01/24/98 05:09:49.0	3
01/24/98 05:09:49.5	4
01/25/98 23:02:26.0	5
01/25/98 23:34:45.0	6
01/26/98 09:42:30.0	7
01/26/98 10:05:37.5	8
01/26/98 10:11:12.5	9
01/26/98 11:53:49.0	10
01/26/98 11:53:49.5	11
01/26/98 12:02:05.5	12
01/26/98 12:07:26.5	13
01/26/98 12:12:38.0	14
01/26/98 12:53:35.5	15
01/26/98 12:55:44.0	16
01/26/98 12:59:43.5	17
01/26/98 13:01:18.0	18
01/26/98 13:06:18.5	19
01/26/98 13:26:05.0	20
01/26/98 14:27:36.5	21
01/26/98 14:44:19.5	22
01/26/98 16:18:46.0	23
01/26/98 16:31:55.5	24
01/26/98 16:39:11.0	25
01/26/98 16:39:11.5	26
01/26/98 16:43:07.5	27
01/26/98 16:47:36.0	28
01/26/98 16:51:11.0	29
01/26/98 16:55:17.0	30
01/26/98 16:59:25.0	31
01/26/98 16:59:25.5	32
01/26/98 17:34:43.5	33
01/26/98 17:57:08.5	34
01/26/98 18:15:24.5	35
01/26/98 18:52:36.0	36
01/26/98 18:52:36.5	37
01/26/98 19:24:58.5	38
01/26/98 19:42:25.0	39
01/26/98 19:42:25.5	40
01/26/98 23:52:22.0	41
01/27/98 00:09:53.5	42
01/27/98 00:14:35.0	43
01/27/98 00:16:23.5	44
01/27/98 00:19:16.5	45
01/27/98 00:21:40.0	46
01/27/98 00:23:27.0	47
01/27/98 00:24:55.5	48
01/27/98 00:26:21.0	49
01/27/98 00:27:31.5	50
01/27/98 00:28:14.0	51
01/27/98 00:28:45.0	52
01/27/98 00:29:27.0	53
01/27/98 00:30:06.0	54
01/27/98 00:31:14.5	55
01/27/98 00:32:21.0	56
01/27/98 00:34:21.0	57
01/27/98 00:36:34.5	58
01/27/98 00:38:34.0	59
01/27/98 00:38:34.5	60
01/27/98 00:41:48.5	61
01/27/98 00:45:26.5	62
01/27/98 00:47:21.0	63
01/27/98 00:51:06.0	64
01/27/98 00:56:43.5	65
01/27/98 01:07:19.5	66
01/27/98 01:14:56.5	67
01/27/98 15:34:12.5	68
01/27/98 15:49:36.5	69
01/28/98 22:41:10.5	70
01/28/98 22:41:11.0	71
01/28/98 22:43:11.5	72
01/28/98 22:58:07.5	73
01/28/98 22:58:50.5	74
01/28/98 22:59:38.5	75
01/28/98 23:01:17.5	76
01/28/98 23:03:39.5	77
01/28/98 23:05:50.0	78
01/28/98 23:07:16.5	79
01/28/98 23:08:05.0	80
01/28/98 23:09:08.0	81
01/28/98 23:12:33.0	82
01/28/98 23:13:22.0	83
01/28/98 23:13:44.0	84
01/28/98 23:14:04.0	85
01/28/98 23:14:25.0	86
01/28/98 23:14:40.0	87
01/28/98 23:14:54.5	88
01/28/98 23:15:10.0	89
01/28/98 23:15:21.5	90
01/28/98 23:15:31.0	91
01/28/98 23:15:41.0	92
01/28/98 23:15:53.0	93
01/28/98 23:16:01.5	94
01/28/98 23:16:10.0	95
01/28/98 23:16:20.5	96
01/28/98 23:16:38.5	97
01/28/98 23:16:56.5	98
01/28/98 23:17:23.0	99
01/28/98 23:17:38.0	100
01/28/98 23:17:51.0	101
01/28/98 23:17:51.5	102
01/28/98 23:18:09.5	103
01/28/98 23:18:27.5	104
01/28/98 23:18:28.0	105
01/28/98 23:18:44.0	106
01/28/98 23:19:03.0	107
01/28/98 23:19:46.0	108
01/28/98 23:20:23.0	109
01/28/98 23:20:42.5	110
01/28/98 23:21:09.0	111
01/28/98 23:21:09.5	112
01/28/98 23:21:42.5	113
01/28/98 23:22:36.5	114
01/28/98 23:23:32.5	115
01/28/98 23:24:56.0	116
01/28/98 23:25:57.5	117
01/28/98 23:27:19.5	118
01/28/98 23:28:26.5	119
01/28/98 23:30:43.0	120
