Date Time	3/20/98 inches of rain
04/09/98 13:32:05.0	0	Start
04/11/98 04:22:44.5	1
04/11/98 04:39:16.5	2
04/11/98 04:50:21.5	3
04/11/98 05:04:06.5	4
04/11/98 05:04:07.0	5
04/11/98 05:13:49.0	6
04/11/98 05:13:49.5	7
04/11/98 05:25:15.5	8
04/11/98 05:39:07.5	9
04/11/98 05:58:33.5	10
04/11/98 06:13:08.5	11
04/11/98 06:44:41.0	12
04/11/98 07:23:05.0	13
04/11/98 07:38:17.0	14
04/11/98 07:38:17.5	15
04/11/98 07:52:29.5	16
04/11/98 08:06:06.0	17
04/11/98 08:06:06.5	18
04/11/98 08:41:58.0	19
04/11/98 09:10:19.0	20
04/11/98 09:56:52.5	21
04/12/98 17:49:44.5	22
04/12/98 17:51:58.5	23
04/12/98 17:52:58.5	24
04/12/98 17:53:36.5	25
04/12/98 17:55:56.5	26
04/12/98 20:32:02.5	27
04/12/98 20:35:01.5	28
04/12/98 20:36:03.5	29
04/12/98 20:41:02.0	30
04/12/98 21:09:13.5	31
04/12/98 21:18:16.5	32
04/12/98 21:20:44.0	33
04/12/98 21:21:59.5	34
04/12/98 21:23:20.5	35
04/12/98 21:25:48.5	36
04/12/98 21:27:50.0	37
04/12/98 21:37:56.0	38
04/12/98 21:46:25.0	39
04/12/98 22:00:17.5	40
04/12/98 22:37:06.0	41
04/12/98 22:43:05.5	42
04/12/98 22:50:47.0	43
04/12/98 23:03:40.5	44
04/12/98 23:05:14.5	45
04/12/98 23:07:52.0	46
04/12/98 23:09:56.5	47
04/12/98 23:11:08.5	48
04/12/98 23:14:05.5	49
04/12/98 23:14:06.0	50
04/12/98 23:16:26.0	51
04/12/98 23:18:28.0	52
04/12/98 23:21:00.5	53
04/12/98 23:22:54.0	54
04/12/98 23:24:11.0	55
04/12/98 23:25:01.5	56
04/12/98 23:25:02.0	57
04/12/98 23:25:38.5	58
04/12/98 23:26:40.0	59
04/12/98 23:27:52.5	60
04/12/98 23:29:14.5	61
04/12/98 23:29:15.0	62
04/12/98 23:32:32.5	63
04/12/98 23:36:02.5	64
04/12/98 23:38:37.0	65
04/12/98 23:41:48.0	66
04/12/98 23:43:55.5	67
04/12/98 23:47:32.5	68
04/12/98 23:52:22.0	69
04/13/98 03:32:05.0	70
04/13/98 03:38:22.0	71
04/13/98 03:45:15.0	72
04/13/98 03:51:05.5	73
04/13/98 08:45:26.5	74
04/13/98 08:49:03.0	75
04/13/98 21:00:35.0	76
04/13/98 21:02:40.0	77
04/13/98 21:04:35.5	78
04/13/98 21:07:27.0	79
04/13/98 21:07:27.5	80
04/13/98 21:10:52.0	81
04/14/98 07:35:42.0	82
04/14/98 07:35:42.5	83
04/23/98 07:20:01.0	84
04/23/98 07:22:55.5	85
04/23/98 07:24:21.0	86
04/23/98 07:25:38.0	87
04/23/98 07:25:38.5	88
04/23/98 07:27:00.5	89
04/23/98 07:28:15.0	90
04/23/98 07:29:41.0	91
04/23/98 07:34:05.5	92
04/23/98 07:43:20.5	93
04/23/98 07:45:48.5	94
04/23/98 07:48:28.0	95
04/23/98 07:50:22.0	96
04/23/98 07:52:14.5	97
04/23/98 07:56:08.0	98
04/23/98 07:59:43.5	99
04/23/98 08:02:06.0	100
04/23/98 08:04:08.5	101
04/23/98 08:06:38.0	102
04/23/98 08:08:17.0	103
04/23/98 08:10:26.0	104
04/23/98 08:12:17.0	105
04/23/98 08:13:48.0	106
04/23/98 08:16:05.0	107
04/23/98 08:18:52.5	108
04/23/98 08:22:01.5	109
04/23/98 08:33:57.0	110
04/23/98 09:27:59.0	111
04/23/98 10:35:47.0	112
04/23/98 11:54:27.0	113
04/23/98 11:54:27.5	114
04/23/98 12:07:38.5	115
04/23/98 12:14:22.0	116
04/23/98 12:56:57.0	117
04/23/98 13:00:21.5	118
04/23/98 13:01:10.5	119
04/23/98 13:02:04.0	120
04/23/98 13:02:56.0	121
04/23/98 13:03:35.5	122
04/23/98 13:03:36.0	123
04/23/98 13:04:15.5	124
04/23/98 13:05:02.0	125
04/23/98 13:05:33.0	126
04/23/98 13:06:07.5	127
04/23/98 13:06:46.0	128
04/23/98 13:07:33.0	129
04/23/98 13:08:31.5	130
04/23/98 13:09:33.5	131
04/23/98 13:11:22.5	132
04/23/98 13:12:31.0	133
04/23/98 13:13:15.0	134
04/23/98 13:13:43.0	135
04/23/98 13:14:07.0	136
04/23/98 13:14:25.5	137
04/23/98 13:14:45.0	138
04/23/98 13:15:04.5	139
04/23/98 13:15:30.5	140
04/23/98 13:16:00.5	141
04/23/98 13:16:47.0	142
04/23/98 13:17:18.5	143
04/23/98 13:17:45.0	144
04/23/98 13:18:13.5	145
04/23/98 13:19:05.5	146
04/23/98 13:20:04.5	147
04/23/98 13:20:37.0	148
04/23/98 13:21:12.5	149
04/23/98 13:21:52.0	150
04/23/98 13:22:43.5	151
04/23/98 13:23:27.0	152
04/23/98 13:23:59.0	153
04/23/98 13:29:06.0	154
04/23/98 13:31:34.0	155
04/23/98 13:32:19.0	156
04/23/98 13:35:20.5	157
04/30/98 17:26:59.0	158
04/30/98 17:30:19.0	159
04/30/98 17:34:02.0	160
04/30/98 17:36:25.5	161
04/30/98 17:38:17.5	162
04/30/98 17:40:21.5	163
04/30/98 17:42:45.0	164
04/30/98 17:45:55.5	165
04/30/98 17:48:44.0	166
05/01/98 00:45:08.5	167
05/01/98 00:54:17.5	168
05/01/98 03:43:01.0	169
05/01/98 03:46:30.5	170
05/01/98 03:48:46.0	171
05/01/98 03:51:05.5	172
05/01/98 03:52:40.5	173
05/01/98 03:53:12.0	174
05/01/98 03:53:12.5	175
05/01/98 03:55:37.0	176
05/01/98 03:56:30.0	177
05/01/98 03:57:58.5	178
05/01/98 04:02:44.0	179
05/01/98 04:06:59.0	180
05/01/98 04:09:36.5	181
05/01/98 04:12:08.5	182
05/01/98 04:16:28.0	183
05/01/98 04:21:56.0	184
05/01/98 04:25:54.0	185
05/01/98 04:29:10.5	186
05/01/98 04:32:19.0	187
05/01/98 04:32:19.5	188
05/01/98 04:35:39.0	189
05/01/98 04:42:20.0	190
05/01/98 04:45:39.5	191
05/01/98 04:48:02.0	192
05/01/98 04:49:55.0	193
05/01/98 04:51:51.0	194
05/01/98 04:54:29.0	195
05/01/98 04:56:57.5	196
05/01/98 04:59:49.5	197
05/01/98 05:02:00.0	198
05/01/98 05:03:49.0	199
05/01/98 05:06:10.0	200
05/01/98 05:09:02.0	201
05/01/98 05:11:30.5	202
05/01/98 05:14:00.0	203
05/01/98 05:17:09.5	204
05/01/98 05:20:02.0	205
05/01/98 05:23:53.5	206
05/01/98 05:31:03.5	207
05/01/98 05:33:20.0	208
05/01/98 05:36:39.5	209
05/01/98 05:40:10.0	210
05/01/98 05:43:23.0	211
05/01/98 05:45:56.0	212
05/01/98 05:49:41.5	213
05/01/98 05:56:25.5	214
05/01/98 06:19:14.0	215
05/01/98 06:46:07.0	216
05/01/98 06:55:52.5	217
05/01/98 09:14:26.0	218
05/01/98 09:15:18.0	219
05/01/98 09:16:07.5	220
05/01/98 09:16:43.0	221
05/01/98 09:17:23.0	222
05/01/98 09:17:58.0	223
05/01/98 09:17:58.5	224
05/01/98 09:18:39.5	225
05/01/98 09:19:19.0	226
05/01/98 09:20:05.5	227
05/01/98 09:20:48.5	228
05/01/98 09:21:36.5	229
05/01/98 09:22:28.0	230
05/01/98 09:22:28.5	231
05/01/98 09:23:27.0	232
05/01/98 09:24:24.5	233
05/01/98 09:25:17.0	234
05/01/98 09:26:10.0	235
05/01/98 09:27:00.0	236
05/01/98 09:27:55.0	237
05/01/98 09:28:54.5	238
05/01/98 09:30:00.5	239
05/01/98 09:30:56.0	240
05/01/98 09:32:07.5	241
05/01/98 09:33:07.5	242
05/01/98 09:34:36.5	243
05/01/98 09:34:37.0	244
05/01/98 09:36:09.0	245
05/01/98 09:37:47.0	246
05/01/98 09:39:03.5	247
05/01/98 09:39:04.0	248
05/01/98 09:41:23.5	249
05/01/98 09:42:54.0	250
05/01/98 09:45:21.0	251
05/01/98 09:47:06.5	252
05/01/98 09:50:02.5	253
05/01/98 09:52:54.5	254
05/01/98 10:00:36.0	255
05/01/98 12:28:34.0	256
05/01/98 12:31:14.0	257
05/01/98 12:32:19.0	258
05/01/98 12:33:26.0	259
05/01/98 12:34:17.5	260
05/01/98 12:35:30.5	261
05/01/98 12:37:10.5	262
05/01/98 12:41:02.5	263
05/01/98 12:41:03.0	264
05/01/98 12:46:31.0	265
05/01/98 12:52:43.0	266
05/01/98 12:52:43.5	267
05/01/98 12:55:16.5	268
05/01/98 12:58:24.0	269
05/01/98 13:06:07.5	270
05/01/98 13:47:19.0	271
05/01/98 14:56:48.0	272
05/01/98 14:58:22.0	273
05/01/98 14:58:22.5	274
05/01/98 15:00:56.5	275
05/01/98 15:02:35.5	276
05/01/98 15:14:58.0	277
05/01/98 15:50:45.5	278
05/01/98 16:45:57.0	279
05/03/98 17:42:20.0	280
05/03/98 18:00:53.0	281
05/03/98 18:18:26.0	282
05/03/98 18:36:58.5	283
05/03/98 19:22:37.0	284
05/03/98 22:31:56.0	285
05/03/98 22:45:44.5	286
05/03/98 22:51:46.5	287
05/03/98 22:56:25.0	288
05/03/98 23:07:27.5	289
05/03/98 23:12:47.5	290
05/03/98 23:15:28.5	291
05/03/98 23:16:23.0	292
05/03/98 23:17:32.0	293
05/03/98 23:17:32.5	294
05/03/98 23:19:56.5	295
05/03/98 23:22:02.0	296
05/03/98 23:26:13.5	297
05/03/98 23:27:53.5	298
05/03/98 23:30:11.5	299
05/03/98 23:38:19.5	300
05/03/98 23:44:52.0	301
05/03/98 23:45:55.0	302
05/03/98 23:47:34.0	303
05/03/98 23:49:16.5	304
05/03/98 23:50:23.5	305
05/03/98 23:51:12.5	306
05/03/98 23:52:03.5	307
05/03/98 23:53:53.5	308
05/03/98 23:53:54.0	309
05/04/98 00:57:06.0	310
05/04/98 02:58:38.5	311
05/04/98 03:01:51.5	312
05/04/98 04:28:48.0	313
05/04/98 05:07:49.5	314
05/04/98 05:07:50.0	315
05/04/98 08:26:26.0	316
05/05/98 00:47:48.0	317
05/05/98 01:04:19.0	318
05/05/98 01:28:44.0	319
05/05/98 01:43:50.0	320
05/05/98 04:28:41.5	321
05/05/98 04:28:42.0	322
05/05/98 06:03:38.5	323
05/05/98 06:18:15.5	324
05/05/98 06:38:43.0	325
05/05/98 14:57:55.5	326
05/07/98 06:15:27.5	327
05/07/98 22:34:34.0	328
05/07/98 23:41:51.0	329
05/08/98 01:41:37.5	330
05/08/98 03:30:05.5	331
05/08/98 04:04:07.5	332
05/08/98 06:00:39.5	333
05/08/98 07:17:03.5	334
05/08/98 09:58:24.5	335
05/08/98 11:09:12.5	336
05/08/98 14:09:56.0	337
05/11/98 11:44:58.5	338
05/11/98 12:04:52.0	339
05/11/98 12:24:33.0	340
05/11/98 12:42:05.5	341
05/11/98 13:10:44.5	342
05/11/98 16:23:08.0	343
05/11/98 21:36:38.5	344
05/11/98 21:53:24.0	345
05/11/98 21:58:50.0	346
05/11/98 21:58:50.5	347
05/11/98 22:03:06.5	348
05/11/98 22:08:08.0	349
05/11/98 22:12:21.5	350
05/11/98 22:12:22.0	351
05/11/98 22:15:44.5	352
05/11/98 22:20:24.0	353
05/11/98 22:20:24.5	354
05/11/98 22:25:04.5	355
05/11/98 22:38:29.5	356
05/11/98 22:43:38.0	357
05/11/98 23:05:37.5	358
05/11/98 23:46:58.0	359
05/11/98 23:49:23.0	360
05/11/98 23:51:24.0	361
05/11/98 23:52:53.0	362
05/11/98 23:54:32.5	363
05/11/98 23:56:34.0	364
05/11/98 23:59:17.0	365
05/12/98 00:04:42.5	366
05/12/98 00:04:43.0	367
05/12/98 00:09:17.0	368
05/12/98 00:13:03.0	369
05/12/98 00:17:17.0	370
05/12/98 00:22:15.5	371
05/12/98 00:26:52.0	372
05/12/98 00:32:52.5	373
05/12/98 00:35:41.5	374
05/12/98 00:38:46.0	375
05/12/98 00:40:58.5	376
05/12/98 00:43:49.5	377
05/12/98 00:47:40.0	378
05/12/98 00:47:40.5	379
05/12/98 00:52:37.0	380
05/12/98 00:52:37.5	381
05/12/98 00:56:21.0	382
05/12/98 01:00:26.0	383
05/12/98 01:03:17.5	384
05/12/98 01:06:29.0	385
05/12/98 01:09:45.0	386
05/12/98 01:12:16.0	387
05/12/98 01:14:49.0	388
05/12/98 01:16:56.5	389
05/12/98 01:19:21.5	390
05/12/98 01:22:39.5	391
05/12/98 01:25:23.0	392
05/12/98 01:30:01.5	393
05/12/98 01:30:02.0	394
05/12/98 01:42:31.5	395
05/12/98 02:07:46.0	396
05/12/98 02:11:51.5	397
05/12/98 02:15:52.0	398
05/12/98 02:21:52.0	399
05/12/98 03:06:39.0	400
05/12/98 06:32:42.0	401
05/12/98 06:58:15.5	402
05/12/98 07:11:21.5	403
05/12/98 07:29:58.5	404
05/12/98 07:37:26.0	405
05/12/98 07:49:52.5	406
05/12/98 08:00:26.5	407
05/12/98 09:05:01.5	408
05/12/98 12:19:00.0	409
05/12/98 12:24:43.5	410
05/12/98 12:28:18.0	411
05/12/98 12:33:27.0	412
05/12/98 12:44:34.0	413
05/12/98 13:10:01.0	414
05/12/98 13:14:38.0	415
05/12/98 13:18:42.0	416
05/12/98 13:23:34.5	417
05/12/98 13:23:35.0	418
05/12/98 13:26:02.0	419
05/12/98 13:26:45.5	420
05/12/98 13:27:50.5	421
05/12/98 13:28:52.0	422
05/12/98 13:28:52.5	423
05/12/98 13:30:23.5	424
05/12/98 13:32:01.0	425
05/12/98 13:34:54.0	426
05/12/98 13:45:03.5	427
05/12/98 18:28:02.5	428
05/13/98 04:52:52.5	429
05/13/98 05:33:59.5	430
05/14/98 01:12:55.5	431
05/16/98 06:50:01.5	432
05/24/98 23:43:29.0	433
05/25/98 00:09:50.5	434
05/25/98 00:21:27.0	435
05/25/98 00:28:41.0	436
05/25/98 00:43:00.5	437
05/25/98 02:24:03.5	438
05/26/98 04:19:51.5	439
05/27/98 01:28:08.0	440
05/27/98 01:28:08.5	441
05/27/98 01:37:50.5	442
05/27/98 01:46:41.5	443
05/27/98 01:50:06.0	444
05/27/98 02:00:44.0	445
05/27/98 02:31:36.0	446
05/27/98 02:42:27.0	447
05/27/98 02:42:27.5	448
05/27/98 02:48:52.5	449
05/27/98 03:00:08.0	450
05/27/98 03:06:58.5	451
05/27/98 03:11:24.0	452
05/27/98 03:21:51.0	453
05/27/98 03:26:03.5	454
05/27/98 03:30:59.0	455
05/27/98 03:37:37.5	456
05/27/98 03:53:34.0	457
05/27/98 04:14:57.5	458
05/27/98 04:27:09.5	459
05/27/98 04:36:21.5	460
05/27/98 04:36:22.0	461
05/27/98 04:45:54.5	462
05/27/98 05:00:41.0	463
05/27/98 05:21:41.0	464
05/27/98 06:13:11.0	465
05/27/98 07:13:29.5	466
05/27/98 08:13:41.5	467
05/27/98 10:50:41.0	468
05/27/98 10:50:41.5	469
05/27/98 11:06:02.0	470
05/27/98 11:06:02.5	471
05/27/98 11:13:54.5	472
05/27/98 12:28:55.5	473
05/27/98 20:34:08.0	474
05/27/98 20:51:55.0	475
05/27/98 21:33:20.0	476
05/27/98 22:06:25.5	477
05/27/98 22:34:26.0	478
05/27/98 23:11:47.5	479
05/27/98 23:17:46.5	480
05/27/98 23:22:14.5	481
05/27/98 23:26:18.5	482
05/27/98 23:30:54.5	483
05/27/98 23:37:42.0	484
05/28/98 00:11:14.0	485
05/28/98 00:22:29.0	486
05/28/98 00:31:07.5	487
05/28/98 00:35:39.0	488
05/28/98 00:39:04.0	489
05/28/98 00:56:09.5	490
05/28/98 00:59:59.0	491
05/28/98 01:02:43.5	492
05/28/98 01:02:44.0	493
05/28/98 01:05:51.5	494
05/28/98 01:05:52.0	495
05/28/98 01:09:13.5	496
05/28/98 01:15:09.0	497
05/28/98 01:49:28.0	498
05/28/98 02:14:01.5	499
05/28/98 02:17:35.5	500
05/28/98 02:20:13.0	501
05/28/98 02:25:07.0	502
05/28/98 02:29:00.0	503
05/28/98 02:33:58.5	504
05/28/98 02:35:50.0	505
05/28/98 02:38:32.0	506
05/28/98 02:46:39.5	507
05/28/98 02:46:40.0	508
05/28/98 02:49:20.5	509
05/28/98 02:53:29.5	510
05/28/98 02:53:30.0	511
05/28/98 02:57:41.5	512
05/28/98 03:00:32.0	513
05/28/98 03:03:06.0	514
05/28/98 03:06:45.0	515
05/28/98 03:35:51.0	516
05/28/98 03:35:51.5	517
05/28/98 03:52:59.0	518
05/28/98 04:13:40.0	519
05/28/98 04:27:36.5	520
05/28/98 04:30:17.0	521
05/28/98 04:36:42.0	522
05/28/98 04:36:42.5	523
05/28/98 04:39:29.0	524
05/28/98 04:42:09.5	525
05/28/98 04:44:27.0	526
05/28/98 04:48:47.5	527
05/28/98 04:56:37.0	528
05/28/98 05:05:41.0	529
05/28/98 05:14:47.5	530
05/28/98 05:36:39.0	531
05/28/98 05:36:39.5	532
05/28/98 06:14:49.0	533
05/28/98 06:16:32.5	534
05/28/98 06:19:10.0	535
05/28/98 06:20:35.5	536
05/28/98 06:21:54.0	537
05/28/98 06:21:54.5	538
05/28/98 06:23:30.5	539
05/28/98 06:23:31.0	540
05/28/98 06:24:42.5	541
05/28/98 06:25:58.0	542
05/28/98 06:27:19.0	543
05/28/98 06:28:40.0	544
05/28/98 06:30:45.0	545
05/28/98 06:30:45.5	546
05/28/98 06:33:35.5	547
05/28/98 06:36:38.5	548
05/28/98 06:40:12.0	549
05/28/98 06:43:38.0	550
05/28/98 06:46:39.0	551
05/28/98 06:46:39.5	552
05/28/98 06:49:02.5	553
05/28/98 06:49:03.0	554
05/28/98 06:51:42.0	555
05/28/98 06:54:29.0	556
05/28/98 06:54:29.5	557
05/28/98 06:58:27.5	558
05/28/98 07:00:39.5	559
05/28/98 07:02:42.0	560
05/28/98 07:02:42.5	561
05/28/98 07:04:05.5	562
05/28/98 07:06:12.0	563
05/28/98 07:09:22.5	564
05/28/98 07:11:59.0	565
05/28/98 07:14:00.0	566
05/28/98 07:16:41.5	567
05/28/98 07:16:42.0	568
05/28/98 07:19:33.0	569
05/28/98 07:20:50.5	570
05/28/98 07:21:47.0	571
05/28/98 07:23:40.5	572
05/28/98 07:26:34.0	573
05/28/98 07:31:09.5	574
05/28/98 07:33:56.5	575
05/28/98 07:35:52.5	576
05/28/98 07:38:19.0	577
05/28/98 07:41:03.5	578
05/28/98 07:44:35.5	579
05/28/98 07:47:29.5	580
05/28/98 07:49:48.0	581
05/28/98 07:53:49.5	582
05/28/98 07:59:02.0	583
05/28/98 08:02:31.0	584
05/28/98 08:05:14.0	585
05/28/98 08:08:01.0	586
05/28/98 08:11:18.0	587
05/28/98 08:11:18.5	588
05/28/98 08:13:06.0	589
05/28/98 08:15:05.0	590
05/28/98 08:15:05.5	591
05/28/98 08:16:37.0	592
05/28/98 08:17:55.0	593
05/28/98 08:17:55.5	594
05/28/98 08:19:24.5	595
05/28/98 08:21:23.5	596
05/28/98 08:23:55.5	597
05/28/98 08:23:56.0	598
05/28/98 08:28:25.5	599
05/28/98 08:31:27.5	600
05/28/98 08:32:48.5	601
05/28/98 08:34:09.0	602
05/28/98 08:35:45.5	603
05/28/98 08:37:20.0	604
05/28/98 08:39:25.0	605
05/28/98 08:40:53.0	606
05/28/98 08:42:33.5	607
05/28/98 08:44:37.5	608
05/28/98 08:46:34.0	609
05/28/98 08:48:31.5	610
05/28/98 08:51:21.5	611
05/28/98 08:53:17.5	612
05/28/98 08:55:36.5	613
05/28/98 08:58:20.0	614
05/28/98 09:01:07.0	615
05/28/98 09:04:16.5	616
05/28/98 09:04:17.0	617
05/28/98 09:07:42.0	618
05/28/98 09:11:05.5	619
05/28/98 09:16:24.5	620
05/28/98 09:20:31.5	621
05/28/98 09:22:19.5	622
05/28/98 09:24:31.0	623
05/28/98 09:26:32.5	624
05/28/98 09:29:09.0	625
05/28/98 09:31:25.0	626
05/28/98 09:34:20.5	627
05/28/98 09:37:01.0	628
05/28/98 09:40:00.0	629
05/28/98 09:40:00.5	630
05/28/98 09:42:14.5	631
05/28/98 09:45:21.0	632
05/28/98 09:45:21.5	633
05/28/98 09:48:21.5	634
05/28/98 09:51:27.0	635
05/28/98 09:55:45.5	636
05/28/98 10:02:40.5	637
05/28/98 10:07:08.0	638
05/28/98 10:12:03.5	639
05/28/98 10:16:11.5	640
05/28/98 10:27:58.0	641
05/28/98 10:39:11.0	642
05/28/98 10:47:38.5	643
05/28/98 10:53:47.5	644
05/28/98 10:59:34.0	645
05/28/98 10:59:34.5	646
05/28/98 11:11:29.5	647
05/28/98 11:20:20.5	648
05/28/98 11:20:21.0	649
05/28/98 11:31:03.0	650
05/28/98 11:42:15.5	651
05/28/98 12:02:58.5	652
05/28/98 12:10:39.5	653
05/28/98 12:17:25.0	654
05/28/98 12:34:33.5	655
05/28/98 13:46:59.5	656
05/28/98 13:47:36.5	657
05/28/98 13:48:06.5	658
05/28/98 15:07:53.5	659
05/28/98 15:08:29.5	660
05/28/98 15:08:30.0	661
05/28/98 15:09:35.0	662
05/28/98 22:22:36.5	663
05/28/98 22:44:24.0	664
05/28/98 22:47:46.5	665
05/28/98 22:47:47.0	666
05/28/98 22:57:14.5	667
05/29/98 00:33:22.0	668
05/29/98 03:12:46.0	669
05/29/98 03:16:59.5	670
05/29/98 03:19:47.0	671
05/29/98 03:21:39.5	672
05/29/98 03:23:46.5	673
05/29/98 03:23:47.0	674
05/29/98 03:24:33.0	675
05/29/98 03:25:09.0	676
05/29/98 03:25:53.5	677
05/29/98 03:27:32.0	678
05/29/98 03:37:10.0	679
05/29/98 03:37:10.5	680
05/29/98 03:37:55.5	681
05/29/98 03:38:09.5	682
05/29/98 03:38:24.5	683
05/29/98 03:38:36.5	684
05/29/98 03:38:47.5	685
05/29/98 03:39:09.0	686
05/29/98 03:39:31.5	687
05/29/98 03:39:32.0	688
05/29/98 03:39:49.0	689
05/29/98 03:39:49.5	690
05/29/98 03:40:39.5	691
05/29/98 03:41:12.0	692
05/29/98 03:41:33.5	693
05/29/98 03:42:01.0	694
05/29/98 03:42:56.0	695
05/29/98 03:45:09.5	696
05/29/98 03:48:18.0	697
05/29/98 07:13:46.5	698
05/29/98 07:16:10.0	699
05/29/98 07:17:20.0	700
05/29/98 07:18:42.5	701
05/29/98 07:19:40.0	702
05/29/98 07:20:39.5	703
05/29/98 07:21:55.0	704
05/29/98 11:23:05.5	705
05/29/98 11:34:22.5	706
05/29/98 11:39:35.5	707
05/29/98 15:13:41.5	708
05/31/98 10:01:40.5	709
05/31/98 10:01:51.0	710
06/06/98 15:59:37.0	711
06/06/98 16:20:31.5	712
06/06/98 16:35:43.5	713
06/06/98 16:50:30.0	714
06/06/98 16:50:30.5	715
06/06/98 17:03:47.0	716
06/06/98 17:20:39.5	717
06/06/98 18:01:58.0	718
06/06/98 18:26:57.5	719
06/06/98 18:26:58.0	720
06/06/98 18:38:36.0	721
06/06/98 18:55:48.0	722
06/06/98 19:30:00.0	723
06/06/98 20:29:25.0	724
06/06/98 21:03:11.0	725
06/06/98 21:18:41.5	726
06/06/98 21:18:42.0	727
06/06/98 21:30:14.5	728
06/06/98 21:53:03.5	729
06/06/98 22:07:58.5	730
06/06/98 22:14:54.0	731
06/06/98 22:20:49.5	732
06/06/98 23:00:50.0	733
06/07/98 00:45:38.5	734
06/07/98 02:27:58.5	735
06/07/98 02:41:30.5	736
06/07/98 02:52:49.5	737
06/07/98 03:11:01.0	738
06/07/98 03:22:27.5	739
06/07/98 06:29:14.5	740
06/07/98 07:40:17.0	741
06/07/98 09:37:07.5	742
06/07/98 22:07:07.5	743
06/07/98 23:32:40.5	744
06/08/98 00:17:16.0	745
06/08/98 01:41:24.5	746
06/08/98 02:32:47.0	747
06/08/98 04:16:28.0	748
06/09/98 06:21:31.0	749
06/10/98 17:48:51.5	750
06/11/98 08:52:23.5	751
06/11/98 10:26:32.5	752
06/12/98 22:05:11.5	753
06/12/98 22:34:04.0	754
06/12/98 23:10:41.0	755
06/12/98 23:25:14.0	756
06/12/98 23:58:38.0	757
06/13/98 00:29:34.0	758
06/14/98 05:44:28.0	759
06/19/98 12:50:48.0	759	End
