Date Time	rh000125
01/31/00 12:12:19.0	0	Start
01/31/00 15:46:22.0	1
01/31/00 17:04:49.5	2
01/31/00 17:04:50.0	3
01/31/00 18:13:32.0	4
01/31/00 18:39:47.5	5
01/31/00 19:19:47.5	6
02/01/00 00:12:57.0	7
02/03/00 11:17:09.0	8
02/03/00 11:22:13.0	9
02/03/00 11:41:29.0	10
02/03/00 11:46:01.5	11
02/03/00 11:50:13.5	12
02/03/00 11:54:00.5	13
02/03/00 12:01:30.5	14
02/03/00 12:05:09.0	15
02/03/00 12:08:21.5	16
02/03/00 12:11:43.5	17
02/03/00 12:16:46.5	18
02/03/00 12:21:04.0	19
02/03/00 12:25:06.0	20
02/03/00 12:27:12.0	21
02/03/00 12:29:20.5	22
02/03/00 12:31:50.0	23
02/03/00 12:35:05.0	24
02/03/00 12:37:43.5	25
02/03/00 12:40:42.0	26
02/03/00 12:42:37.5	27
02/03/00 12:45:35.0	28
02/03/00 12:47:33.5	29
02/03/00 12:51:09.0	30
02/03/00 12:56:05.0	31
02/03/00 13:00:11.5	32
02/03/00 13:02:23.5	33
02/03/00 13:04:49.5	34
02/03/00 13:06:38.5	35
02/03/00 13:10:50.5	36
02/03/00 13:14:05.5	37
02/03/00 13:19:28.0	38
02/03/00 13:23:24.5	39
02/03/00 13:23:25.0	40
02/03/00 13:28:17.5	41
02/03/00 13:29:58.0	42
02/03/00 13:33:01.5	43
02/03/00 13:35:59.0	44
02/03/00 13:41:40.5	45
02/03/00 13:44:02.5	46
02/03/00 13:47:07.0	47
02/03/00 13:49:17.0	48
02/03/00 13:57:21.0	49
02/03/00 14:04:39.5	50
02/03/00 14:30:56.5	51
02/04/00 16:07:45.0	52
02/04/00 16:10:04.5	52	End
