Date Time	6/19/98 start
11/18/98 23:07:09.0	0	Start
11/21/98 09:18:50.5	1
11/21/98 09:33:56.0	2
11/21/98 10:00:58.5	3
11/21/98 10:10:23.5	4
11/21/98 10:18:52.0	5
11/21/98 10:18:52.5	6
11/21/98 10:24:31.5	7
11/21/98 10:30:02.0	8
11/21/98 10:33:36.5	9
11/21/98 10:37:03.5	10
11/21/98 10:40:56.0	11
11/21/98 10:44:35.0	12
11/21/98 10:50:46.5	13
11/21/98 11:01:27.0	14
11/21/98 11:28:35.0	15
11/21/98 11:38:07.5	16
11/21/98 11:42:32.0	17
11/21/98 11:46:26.5	18
11/21/98 11:50:56.0	19
11/21/98 11:55:21.5	20
11/21/98 12:00:38.5	21
11/21/98 12:06:14.0	22
11/21/98 12:36:59.5	23
11/21/98 13:04:33.5	24
11/21/98 13:04:34.0	25
11/21/98 15:34:20.5	26
11/22/98 00:43:48.0	27
11/22/98 16:02:08.0	28
11/22/98 16:13:17.0	29
11/22/98 16:24:59.5	30
11/22/98 16:37:15.0	31
11/22/98 16:51:33.0	32
11/22/98 17:18:07.5	33
11/23/98 00:39:18.5	34
11/23/98 00:55:05.0	35
11/23/98 01:06:49.5	36
11/23/98 01:16:36.0	37
11/23/98 01:28:15.5	38
11/23/98 01:28:16.0	39
11/23/98 01:39:00.5	40
11/23/98 01:39:01.0	41
11/23/98 01:52:21.5	42
11/23/98 02:04:32.5	43
11/23/98 02:20:09.0	44
11/23/98 02:34:21.0	45
11/23/98 02:52:01.5	46
11/23/98 03:08:17.0	47
11/23/98 03:28:22.5	48
11/23/98 03:28:23.0	49
11/23/98 03:47:56.5	50
11/23/98 04:12:06.5	51
11/23/98 04:34:37.5	52
11/23/98 05:03:29.5	53
11/23/98 05:31:22.0	54
11/23/98 06:08:53.5	55
11/23/98 06:44:56.0	56
11/23/98 06:44:56.5	57
11/23/98 07:33:37.5	58
11/23/98 08:22:39.5	59
11/23/98 09:25:05.0	60
11/23/98 10:27:57.5	61
11/23/98 12:08:54.0	62
11/23/98 14:00:52.5	63
11/23/98 16:46:30.0	64
11/23/98 19:42:16.5	65
11/23/98 23:02:03.5	66
11/24/98 01:10:10.5	67
11/24/98 04:09:03.5	68
11/24/98 09:29:40.5	69
11/24/98 18:43:22.5	70
11/25/98 00:46:53.5	71
11/25/98 07:24:07.0	72
11/25/98 17:47:05.0	73
11/26/98 01:06:54.5	74
11/26/98 07:01:28.0	75
11/26/98 07:01:28.5	76
11/26/98 15:17:36.0	77
11/27/98 01:00:10.0	78
11/27/98 11:58:56.0	79
11/27/98 22:52:39.5	80
11/28/98 02:31:25.0	81
11/28/98 14:32:28.0	82
11/29/98 01:12:24.0	83
11/29/98 08:38:21.0	84
11/29/98 15:45:50.5	85
11/29/98 21:55:53.0	86
11/30/98 05:30:32.0	87
11/30/98 14:09:53.5	88
12/01/98 00:37:09.0	89
12/01/98 05:52:55.5	90
12/01/98 20:06:50.5	91
12/01/98 20:06:51.0	92
12/02/98 02:56:06.5	93
12/02/98 18:35:38.0	94
12/03/98 10:59:06.0	95
12/05/98 03:52:34.5	96
12/06/98 05:25:49.5	97
12/07/98 20:28:38.0	98
12/07/98 23:38:10.0	99
12/07/98 23:39:22.0	100
12/07/98 23:40:33.0	101
12/07/98 23:41:59.0	102
12/07/98 23:43:22.5	103
12/07/98 23:45:03.5	104
12/07/98 23:46:39.5	105
12/07/98 23:48:32.0	106
12/07/98 23:50:15.0	107
12/07/98 23:52:17.5	108
12/07/98 23:54:11.5	109
12/07/98 23:56:28.0	110
12/07/98 23:58:33.0	111
12/08/98 00:01:03.5	112
12/08/98 00:03:18.0	113
12/08/98 00:06:08.5	114
12/08/98 00:08:36.5	115
12/08/98 00:08:37.0	116
12/08/98 00:11:29.5	117
12/08/98 00:14:08.0	118
12/08/98 00:17:06.5	119
12/08/98 00:19:42.0	120
12/08/98 00:22:53.5	121
12/08/98 00:25:32.5	122
12/08/98 00:28:56.5	123
12/08/98 00:31:43.0	124
12/08/98 00:35:18.0	125
12/08/98 00:38:21.0	126
12/08/98 00:41:57.0	127
12/08/98 00:45:12.0	128
12/08/98 00:45:12.5	129
12/08/98 00:49:16.0	130
12/08/98 00:52:42.5	131
12/08/98 00:57:12.0	132
12/08/98 01:01:21.0	133
12/08/98 01:06:20.5	134
12/08/98 01:06:21.0	135
12/08/98 01:10:29.5	136
12/08/98 01:16:01.5	137
12/08/98 01:20:44.5	138
12/08/98 01:26:49.5	139
12/08/98 01:31:55.0	140
12/08/98 01:38:45.5	141
12/08/98 01:44:14.5	142
12/08/98 01:51:16.5	143
12/08/98 01:56:42.5	144
12/08/98 02:04:16.5	145
12/08/98 02:10:42.5	146
12/08/98 02:18:25.0	147
12/08/98 02:25:01.0	148
12/08/98 02:33:16.5	149
12/08/98 02:40:08.0	150
12/08/98 02:49:37.5	151
12/08/98 02:57:14.0	152
12/08/98 03:07:15.0	153
12/08/98 03:15:15.5	154
12/08/98 03:26:57.5	155
12/08/98 03:36:52.0	156
12/08/98 03:48:04.0	157
12/08/98 03:58:05.5	158
12/08/98 04:10:37.5	159
12/08/98 04:21:26.0	160
12/08/98 04:35:08.5	161
12/08/98 04:47:20.5	162
12/08/98 05:03:18.0	163
12/08/98 05:17:29.5	164
12/08/98 05:35:59.0	165
12/08/98 05:52:02.0	166
12/08/98 06:13:20.0	167
12/08/98 06:32:29.5	168
12/08/98 06:58:11.5	169
12/08/98 07:13:19.0	170
12/08/98 07:29:20.5	171
12/08/98 07:43:26.5	172
12/08/98 08:01:17.0	173
12/08/98 08:16:47.5	174
12/08/98 08:16:48.0	175
12/08/98 08:37:01.0	176
12/08/98 08:54:02.0	177
12/08/98 09:15:53.5	178
12/08/98 09:34:28.5	179
12/08/98 09:58:34.0	180
12/08/98 09:58:34.5	181
12/08/98 10:19:18.0	182
12/08/98 10:45:27.0	183
12/08/98 11:08:10.5	184
12/08/98 11:36:59.0	185
12/08/98 12:01:51.0	186
12/08/98 12:33:18.5	187
12/08/98 13:01:04.5	188
12/08/98 13:36:48.5	189
12/08/98 14:07:28.0	190
12/08/98 14:46:21.5	191
12/08/98 15:20:19.5	192
12/08/98 16:04:54.0	193
12/08/98 16:42:51.5	194
12/08/98 17:30:54.0	195
12/08/98 18:11:38.0	196
12/08/98 19:03:52.0	197
12/08/98 19:48:42.0	198
12/08/98 19:48:42.5	199
12/08/98 20:44:25.5	200
12/08/98 21:25:29.0	201
12/08/98 22:13:50.5	202
12/08/98 22:54:11.0	203
12/08/98 23:44:03.5	204
12/09/98 00:25:20.5	205
12/09/98 01:33:56.0	206
12/09/98 02:53:27.0	207
12/09/98 04:20:54.0	208
12/09/98 05:39:20.0	209
12/09/98 07:30:43.0	210
12/09/98 09:22:05.5	211
12/09/98 12:04:58.5	212
12/09/98 14:36:07.5	213
12/09/98 18:34:21.0	214
12/09/98 22:17:26.5	215
12/10/98 03:26:30.5	216
12/10/98 07:22:55.0	217
12/10/98 12:57:33.5	218
12/10/98 19:35:00.0	219
12/11/98 06:41:59.5	220
12/12/98 02:15:42.0	221
12/13/98 05:39:01.5	222
12/14/98 20:33:31.0	223
12/15/98 21:07:09.0	224
12/16/98 21:25:40.5	225
12/18/98 09:19:48.0	226
12/20/98 03:13:11.5	227
12/20/98 22:15:10.0	228
12/20/98 22:17:05.0	229
12/20/98 22:19:12.0	230
12/20/98 22:23:29.0	231
12/20/98 22:25:12.0	232
12/20/98 22:26:17.5	233
12/20/98 22:27:23.5	234
12/20/98 22:28:30.0	235
12/20/98 22:29:38.5	236
12/20/98 22:30:52.0	237
12/20/98 22:32:18.0	238
12/20/98 22:34:21.5	239
12/20/98 22:37:31.0	240
12/20/98 22:40:20.0	241
12/20/98 22:41:26.0	242
12/20/98 22:42:30.0	243
12/20/98 22:42:30.5	244
12/20/98 22:43:41.0	245
12/20/98 22:43:41.5	246
12/20/98 22:44:44.5	247
12/20/98 22:45:59.0	248
12/20/98 22:46:49.5	249
12/20/98 22:47:25.0	250
12/20/98 22:48:02.0	251
12/20/98 22:48:44.5	252
12/20/98 22:49:30.5	253
12/20/98 22:49:31.0	254
12/20/98 22:50:24.0	255
12/20/98 22:51:17.5	256
12/20/98 22:52:17.5	257
12/20/98 22:53:13.5	258
12/20/98 22:54:10.5	259
12/20/98 22:54:11.0	260
12/20/98 22:55:04.0	261
12/20/98 22:55:59.0	262
12/20/98 22:56:52.0	263
12/20/98 22:57:47.0	264
12/20/98 22:58:34.5	265
12/20/98 22:59:22.5	266
12/20/98 23:00:09.5	267
12/20/98 23:00:59.5	268
12/20/98 23:01:47.0	269
12/20/98 23:02:37.5	270
12/20/98 23:03:26.0	271
12/20/98 23:03:26.5	272
12/20/98 23:04:19.5	273
12/20/98 23:05:10.5	274
12/20/98 23:06:06.0	275
12/20/98 23:07:02.5	276
12/20/98 23:08:09.5	277
12/20/98 23:11:53.0	278
12/20/98 23:16:59.5	279
12/20/98 23:21:49.5	280
12/20/98 23:27:37.0	281
12/20/98 23:32:16.0	282
12/20/98 23:37:39.5	283
12/20/98 23:41:45.5	284
12/20/98 23:47:06.0	285
12/20/98 23:50:53.5	286
12/20/98 23:57:07.0	287
12/21/98 00:02:57.5	288
12/21/98 00:02:58.0	289
12/21/98 00:07:01.5	290
12/21/98 00:12:06.5	291
12/21/98 00:17:21.0	292
12/21/98 00:21:40.5	293
12/21/98 00:27:01.0	294
12/21/98 00:32:18.0	295
12/21/98 00:38:25.5	296
12/21/98 00:44:38.0	297
12/21/98 01:01:08.0	298
12/21/98 01:22:15.0	299
12/21/98 01:48:16.0	300
12/21/98 01:59:33.5	301
12/21/98 02:10:25.0	302
12/21/98 02:18:01.5	303
12/21/98 02:27:20.5	304
12/21/98 02:34:58.5	305
12/21/98 02:44:49.5	306
12/21/98 02:44:50.0	307
12/21/98 02:51:46.0	308
12/21/98 02:51:46.5	309
12/21/98 03:02:43.5	310
12/21/98 03:10:38.5	311
12/21/98 03:25:56.0	312
12/21/98 03:42:33.5	313
12/21/98 03:42:34.0	314
12/21/98 22:18:04.0	315
12/21/98 22:37:03.0	316
12/21/98 22:54:20.5	317
12/21/98 23:10:29.0	318
12/21/98 23:27:54.0	319
12/21/98 23:43:31.5	320
12/22/98 00:01:59.0	321
12/22/98 00:16:25.0	322
12/22/98 00:16:25.5	323
12/22/98 00:40:26.0	324
12/22/98 02:11:55.5	325
12/22/98 03:09:40.0	326
12/22/98 22:33:44.0	327
12/28/98 18:36:18.0	328
01/06/99 04:02:57.0	328	End
