Date Time	1/100 inches of rain
04/17/00 10:47:50.0	0	Start
04/17/00 10:56:14.0	1
04/17/00 11:10:26.5	2
04/17/00 11:27:48.0	3
04/17/00 11:42:17.5	4
04/17/00 12:00:18.0	5
04/17/00 12:14:47.0	6
04/17/00 12:33:00.5	7
04/17/00 12:49:01.5	8
04/17/00 13:08:44.5	9
04/17/00 13:08:45.0	10
04/17/00 13:24:19.0	11
04/17/00 13:44:50.5	12
04/17/00 14:03:17.5	13
04/17/00 14:03:18.0	14
04/17/00 14:25:44.5	15
04/17/00 14:25:45.0	16
04/17/00 14:43:43.5	17
04/17/00 15:07:26.5	18
04/17/00 15:26:04.0	19
04/17/00 15:50:56.5	20
04/17/00 16:11:59.5	21
04/17/00 16:41:00.0	22
04/17/00 17:06:12.5	23
04/17/00 17:40:11.5	24
04/17/00 18:08:42.5	25
04/17/00 18:48:14.5	26
04/17/00 19:23:30.5	27
04/17/00 20:12:54.5	28
04/17/00 20:52:30.0	29
04/17/00 21:46:57.0	30
04/17/00 22:32:41.5	31
04/17/00 22:32:42.0	32
04/17/00 23:35:43.0	33
04/18/00 00:27:17.5	34
04/18/00 01:38:36.5	35
04/18/00 01:38:37.0	36
04/18/00 02:35:43.5	37
04/18/00 03:58:39.5	38
04/18/00 05:02:57.0	39
04/18/00 06:32:48.5	40
04/18/00 07:44:55.0	41
04/18/00 09:07:03.0	42
04/18/00 09:51:47.5	43
04/18/00 10:45:06.0	44
04/18/00 11:29:27.5	45
04/18/00 12:26:34.0	46
04/18/00 13:12:36.0	47
04/18/00 14:17:06.0	48
04/18/00 15:09:53.0	49
04/18/00 16:25:39.5	50
04/18/00 17:43:06.0	51
04/18/00 19:51:21.5	52
04/18/00 22:02:23.5	53
04/19/00 02:15:23.0	54
04/22/00 04:23:05.5	55
04/22/00 04:42:49.5	56
04/22/00 05:02:32.0	57
04/22/00 05:36:54.5	58
04/22/00 06:06:05.0	59
04/22/00 06:37:47.5	60
04/22/00 07:15:54.0	61
04/22/00 08:36:30.5	62
04/22/00 08:58:06.5	63
04/22/00 09:12:55.0	64
04/22/00 09:12:55.5	65
04/22/00 09:30:44.0	66
04/22/00 09:43:06.5	67
04/22/00 10:06:01.5	68
04/22/00 10:26:32.5	69
04/22/00 10:41:03.5	70
05/07/00 02:22:53.0	71
05/07/00 02:22:53.5	72
05/07/00 11:09:17.5	73
05/07/00 13:02:46.0	74
05/07/00 13:22:14.0	75
05/07/00 13:35:15.0	76
05/07/00 13:35:15.5	77
05/07/00 13:49:44.5	78
05/07/00 14:05:30.5	79
05/07/00 14:05:31.0	80
05/07/00 14:12:30.5	81
05/07/00 14:23:12.0	82
05/07/00 14:31:11.5	83
05/07/00 14:38:38.5	84
05/07/00 14:41:36.5	85
05/07/00 14:44:50.0	86
05/07/00 14:44:50.5	87
