Date Time	1/100 INCHES OF RAIN
10/28/00 09:46:44.0	0	Start
10/28/00 10:10:21.5	1
10/28/00 11:16:45.5	2
10/28/00 11:45:39.5	3
10/28/00 12:00:09.5	4
10/28/00 12:00:10.0	5
10/28/00 12:06:43.5	6
10/28/00 12:33:49.0	7
10/28/00 12:51:02.5	8
10/28/00 12:51:03.0	9
10/28/00 14:10:12.5	10
10/28/00 14:15:24.5	11
10/28/00 14:18:20.0	12
10/28/00 14:19:48.0	13
10/28/00 14:21:01.5	14
10/28/00 14:22:43.0	15
10/28/00 14:26:02.0	16
10/28/00 14:29:27.5	17
10/28/00 14:29:28.0	18
10/28/00 14:31:34.5	19
10/28/00 14:33:26.0	20
10/28/00 14:35:54.0	21
10/28/00 14:37:48.5	22
10/28/00 14:40:38.0	23
10/28/00 14:43:04.5	24
10/28/00 14:45:33.0	25
10/28/00 14:48:17.5	26
10/28/00 14:51:17.0	27
10/28/00 14:54:34.5	28
10/28/00 15:00:23.5	29
10/28/00 15:00:24.0	30
10/28/00 15:06:35.0	31
10/28/00 15:12:53.5	32
10/28/00 15:19:37.5	33
10/28/00 15:29:07.0	34
10/28/00 15:37:14.5	35
10/28/00 15:47:02.0	36
10/28/00 15:51:47.0	37
10/28/00 15:56:15.5	38
10/28/00 16:00:30.0	39
10/28/00 16:03:47.0	40
10/28/00 16:03:47.5	41
10/28/00 16:07:28.0	42
10/28/00 16:07:28.5	43
10/28/00 16:09:43.0	44
10/28/00 16:09:43.5	45
10/28/00 16:12:46.5	46
10/28/00 16:16:36.0	47
10/28/00 16:16:36.5	48
10/28/00 16:18:32.5	49
10/28/00 16:18:33.0	50
10/28/00 16:20:25.0	51
10/28/00 16:21:46.5	52
10/28/00 16:21:47.0	53
10/28/00 16:23:08.0	54
10/28/00 16:24:36.5	55
10/28/00 16:25:47.5	56
10/28/00 16:26:52.0	57
10/28/00 16:29:03.0	58
10/28/00 16:33:49.0	59
10/28/00 16:38:39.5	60
10/28/00 16:43:47.5	61
10/28/00 16:47:11.5	62
10/28/00 16:49:14.0	63
10/28/00 16:50:41.5	64
10/28/00 16:52:06.0	65
10/28/00 16:53:34.5	66
10/28/00 16:54:34.0	67
10/28/00 16:54:34.5	68
10/28/00 16:55:16.5	69
10/28/00 16:55:51.5	70
10/28/00 16:56:18.5	71
10/28/00 16:56:30.0	72
10/28/00 16:56:45.0	73
10/28/00 16:57:10.0	74
10/28/00 16:57:10.5	75
10/28/00 16:58:09.5	76
10/28/00 17:00:11.5	77
10/28/00 17:01:59.5	78
10/28/00 17:04:38.0	79
10/28/00 17:07:44.5	80
10/28/00 17:11:44.5	81
10/28/00 17:14:00.0	82
10/28/00 17:15:08.0	83
10/28/00 17:16:13.0	84
10/28/00 17:16:57.0	85
10/28/00 17:18:52.5	86
10/28/00 17:21:40.5	87
10/28/00 17:24:29.5	88
10/28/00 17:27:21.5	89
10/28/00 17:28:50.5	90
10/28/00 17:30:01.5	91
10/28/00 17:31:13.0	92
10/28/00 17:32:03.0	93
10/28/00 17:32:03.5	94
10/28/00 17:33:38.5	95
10/28/00 17:35:17.0	96
10/28/00 17:36:38.0	97
10/28/00 17:37:48.5	98
10/28/00 17:39:12.5	99
10/28/00 17:39:13.0	100
10/28/00 17:40:44.0	101
10/28/00 17:42:04.5	102
10/28/00 17:43:39.5	103
10/28/00 17:45:41.5	104
10/28/00 17:47:17.5	105
10/28/00 17:48:58.0	106
10/28/00 17:51:22.5	107
10/28/00 17:54:09.5	108
10/28/00 17:56:04.5	109
10/28/00 17:58:09.0	110
10/28/00 17:59:53.0	111
10/28/00 18:03:15.0	112
10/28/00 18:11:18.5	113
10/28/00 18:22:57.0	114
10/28/00 18:36:54.5	115
10/28/00 18:41:05.0	116
10/28/00 18:47:56.0	117
10/28/00 18:59:47.5	118
10/28/00 18:59:48.0	119
10/28/00 19:03:18.0	120
10/28/00 19:06:14.0	121
10/28/00 19:09:21.0	122
10/28/00 19:09:21.5	123
10/28/00 19:16:14.5	124
10/28/00 19:21:57.5	125
10/28/00 19:21:58.0	126
10/29/00 00:31:02.0	127
10/29/00 04:16:21.0	128
10/29/00 04:17:05.5	129
10/29/00 04:17:46.5	130
10/29/00 04:19:01.5	131
10/29/00 04:19:44.5	132
10/29/00 04:20:57.0	133
10/29/00 04:20:57.5	134
10/29/00 04:23:42.0	135
10/29/00 04:23:42.5	136
10/29/00 04:26:39.5	137
10/29/00 04:28:24.0	138
10/29/00 04:29:57.5	139
10/29/00 04:32:28.5	140
10/29/00 04:49:04.5	141
10/29/00 04:53:51.0	142
10/29/00 07:00:04.0	143
10/29/00 10:30:21.5	143	End
