Date/Time	Cumulative Precipitation	Event Starts	Storm End	Duration	Time since last rain	Total Precipitation	Total Energy	30-min Amount	30-min Time	EI30	15-min Amount	15-min Time	EI15	60-min Time	60-min Amount	EI60	2-hr Amount	2-hr Time	EI120	24-hour Rain	3-day Rain	7-day Rain	6-hr Amount	6-hr Time	EI360	Year	Gage	Start Date/Time	Cumulative Precipitation	Event Number	Storm End	Duration	Time since last rain	Total Precipitation	Total Energy	30-min Amount	30-min Time	EI30	15-min Amount	15-min time	EI15	60-min Amount	60-min Time	EI60	2-hr Amount	2-hr Time	EI120	24-hour Rain	3-day Rain	7-day Rain	6-hr Amount	6-hr Time	EI360
10/6/09 13:16	0.01	Start	10/6/2009 13:16:10	0:00:00	6 days  13:16	0.00	0	0.00		0.000	0.00		0.000	0.00		0.000	0.00		0.000	0.00	0.00	0.00	0.00		0.000	LD R	RG_091015	10/13/2009 2:49:15	0.037	Event Start 1	10/13/2009 23:11:33	20:22:19	0 days  0:26	4.85	3141	0.40	0:29:49	25.012	0.25	0:14:53	31.406	0.67	0:59:39	20.938	1.11	1:59:18	17.449	0.02	0.02	0.03	2.63	5:57:12	13.765
10/12/09 20:47	0.02	Start	10/13/2009 2:23:04	5:35:32	6 days  7:31	0.01	3	0.01	0:26:10	0.001	0.00		0.000	0.05	0:55:28	0.001	0.11	1:51:36	0.002	0.00	0.00	0.01	1.56	5:59:30	0.007																												
10/13/09 2:23	0.03																																																				
10/13/09 2:49	0.04	Event Start 1	10/13/2009 23:11:33	20:22:19	0 days  0:26	4.85	3141	0.40	0:29:49	25.012	0.25	0:14:53	31.406	0.67	0:59:39	20.938	1.11	1:59:18	17.449	0.02	0.02	0.03	2.63	5:57:12	13.765																												
10/13/09 3:00	0.05																																																				
10/13/09 3:05	0.06																																																				
10/13/09 3:08	0.06																																																				
10/13/09 3:18	0.07																																																				
10/13/09 3:26	0.08																																																				
10/13/09 3:30	0.09																																																				
10/13/09 3:35	0.10																																																				
10/13/09 3:42	0.11																																																				
10/13/09 3:45	0.12																																																				
10/13/09 3:51	0.13																																																				
10/13/09 4:14	0.14																																																				
10/13/09 4:30	0.15																																																				
10/13/09 4:40	0.16																																																				
10/13/09 4:50	0.17																																																				
10/13/09 4:53	0.18																																																				
10/13/09 4:56	0.19																																																				
10/13/09 4:57	0.19																																																				
10/13/09 4:59	0.20																																																				
10/13/09 5:02	0.21																																																				
10/13/09 5:07	0.22																																																				
10/13/09 5:10	0.23																																																				
10/13/09 5:13	0.24																																																				
10/13/09 5:15	0.25																																																				
10/13/09 5:18	0.26																																																				
10/13/09 5:19	0.27																																																				
10/13/09 5:21	0.28																																																				
10/13/09 5:22	0.29																																																				
10/13/09 5:23	0.30																																																				
10/13/09 5:23	0.31																																																				
10/13/09 5:25	0.31																																																				
10/13/09 5:26	0.32																																																				
10/13/09 5:28	0.33																																																				
10/13/09 5:29	0.34																																																				
10/13/09 5:30	0.35																																																				
10/13/09 5:32	0.36																																																				
10/13/09 5:34	0.37																																																				
10/13/09 5:37	0.38																																																				
10/13/09 5:39	0.39																																																				
10/13/09 5:41	0.40																																																				
10/13/09 5:43	0.41																																																				
10/13/09 5:44	0.42																																																				
10/13/09 5:45	0.43																																																				
10/13/09 5:46	0.44																																																				
10/13/09 5:47	0.44																																																				
10/13/09 5:48	0.45																																																				
10/13/09 5:48	0.46																																																				
10/13/09 5:49	0.47																																																				
10/13/09 5:50	0.48																																																				
10/13/09 5:51	0.49																																																				
10/13/09 5:52	0.50																																																				
10/13/09 5:53	0.51																																																				
10/13/09 5:54	0.52																																																				
10/13/09 5:55	0.53																																																				
10/13/09 5:55	0.54																																																				
10/13/09 5:56	0.55																																																				
10/13/09 5:57	0.56																																																				
10/13/09 5:58	0.56																																																				
10/13/09 5:59	0.57																																																				
10/13/09 5:59	0.58																																																				
10/13/09 6:00	0.59																																																				
10/13/09 6:00	0.60																																																				
10/13/09 6:01	0.61																																																				
10/13/09 6:02	0.62																																																				
10/13/09 6:02	0.63																																																				
10/13/09 6:03	0.64																																																				
10/13/09 6:04	0.65																																																				
10/13/09 6:05	0.66																																																				
10/13/09 6:06	0.67																																																				
10/13/09 6:07	0.68																																																				
10/13/09 6:08	0.69																																																				
10/13/09 6:09	0.69																																																				
10/13/09 6:10	0.70																																																				
10/13/09 6:12	0.71																																																				
10/13/09 6:14	0.72																																																				
10/13/09 6:16	0.73																																																				
10/13/09 6:18	0.74																																																				
10/13/09 6:19	0.75																																																				
10/13/09 6:20	0.76																																																				
10/13/09 6:21	0.77																																																				
10/13/09 6:22	0.78																																																				
10/13/09 6:22	0.79																																																				
10/13/09 6:23	0.80																																																				
10/13/09 6:25	0.81																																																				
10/13/09 6:26	0.81																																																				
10/13/09 6:28	0.82																																																				
10/13/09 6:30	0.83																																																				
10/13/09 6:31	0.84																																																				
10/13/09 6:33	0.85																																																				
10/13/09 6:34	0.86																																																				
10/13/09 6:35	0.87																																																				
10/13/09 6:36	0.88																																																				
10/13/09 6:38	0.89																																																				
10/13/09 6:40	0.90																																																				
10/13/09 6:42	0.91																																																				
10/13/09 6:44	0.92																																																				
10/13/09 6:46	0.93																																																				
10/13/09 6:48	0.94																																																				
10/13/09 6:50	0.94																																																				
10/13/09 6:52	0.95																																																				
10/13/09 6:53	0.96																																																				
10/13/09 6:54	0.97																																																				
10/13/09 6:55	0.98																																																				
10/13/09 6:56	0.99																																																				
10/13/09 6:57	1.00																																																				
10/13/09 6:58	1.01																																																				
10/13/09 7:00	1.02																																																				
10/13/09 7:01	1.03																																																				
10/13/09 7:03	1.04																																																				
10/13/09 7:04	1.05																																																				
10/13/09 7:06	1.06																																																				
10/13/09 7:07	1.06																																																				
10/13/09 7:08	1.07																																																				
10/13/09 7:09	1.08																																																				
10/13/09 7:10	1.09																																																				
10/13/09 7:11	1.10																																																				
10/13/09 7:12	1.11																																																				
10/13/09 7:14	1.12																																																				
10/13/09 7:19	1.13																																																				
10/13/09 7:20	1.14																																																				
10/13/09 7:22	1.15																																																				
10/13/09 7:25	1.16																																																				
10/13/09 7:27	1.17																																																				
10/13/09 7:30	1.18																																																				
10/13/09 7:32	1.19																																																				
10/13/09 7:35	1.19																																																				
10/13/09 7:38	1.20																																																				
10/13/09 7:41	1.21																																																				
10/13/09 7:43	1.22																																																				
10/13/09 7:44	1.23																																																				
10/13/09 7:45	1.24																																																				
10/13/09 7:47	1.25																																																				
10/13/09 7:48	1.26																																																				
10/13/09 7:49	1.27																																																				
10/13/09 7:50	1.28																																																				
10/13/09 7:50	1.29																																																				
10/13/09 7:51	1.30																																																				
10/13/09 7:52	1.31																																																				
10/13/09 7:54	1.31																																																				
10/13/09 7:54	1.32																																																				
10/13/09 7:56	1.33																																																				
10/13/09 7:57	1.34																																																				
10/13/09 7:59	1.35																																																				
10/13/09 8:00	1.36																																																				
10/13/09 8:02	1.37																																																				
10/13/09 8:03	1.38																																																				
10/13/09 8:04	1.39																																																				
10/13/09 8:05	1.40																																																				
10/13/09 8:06	1.41																																																				
10/13/09 8:07	1.42																																																				
10/13/09 8:08	1.43																																																				
10/13/09 8:09	1.44																																																				
10/13/09 8:10	1.44																																																				
10/13/09 8:11	1.45																																																				
10/13/09 8:12	1.46																																																				
10/13/09 8:13	1.47																																																				
10/13/09 8:14	1.48																																																				
10/13/09 8:14	1.49																																																				
10/13/09 8:15	1.50																																																				
10/13/09 8:16	1.51																																																				
10/13/09 8:16	1.52																																																				
10/13/09 8:17	1.53																																																				
10/13/09 8:18	1.54																																																				
10/13/09 8:18	1.55																																																				
10/13/09 8:19	1.56																																																				
10/13/09 8:20	1.56																																																				
10/13/09 8:21	1.57																																																				
10/13/09 8:22	1.58																																																				
10/13/09 8:23	1.59																																																				
10/13/09 8:24	1.60																																																				
10/13/09 8:25	1.61																																																				
10/13/09 8:26	1.62																																																				
10/13/09 8:26	1.63																																																				
10/13/09 8:27	1.64																																																				
10/13/09 8:29	1.65																																																				
10/13/09 8:30	1.66																																																				
10/13/09 8:31	1.67																																																				
10/13/09 8:31	1.68																																																				
10/13/09 8:32	1.69																																																				
10/13/09 8:33	1.69																																																				
10/13/09 8:33	1.70																																																				
10/13/09 8:34	1.71																																																				
10/13/09 8:35	1.72																																																				
10/13/09 8:36	1.73																																																				
10/13/09 8:36	1.74																																																				
10/13/09 8:38	1.75																																																				
10/13/09 8:39	1.76																																																				
10/13/09 8:40	1.77																																																				
10/13/09 8:40	1.78																																																				
10/13/09 8:41	1.79																																																				
10/13/09 8:42	1.80																																																				
10/13/09 8:43	1.81																																																				
10/13/09 8:43	1.81																																																				
10/13/09 8:44	1.82																																																				
10/13/09 8:45	1.83																																																				
10/13/09 8:46	1.84																																																				
10/13/09 8:47	1.85																																																				
10/13/09 8:47	1.86																																																				
10/13/09 8:48	1.87																																																				
10/13/09 8:49	1.88																																																				
10/13/09 8:50	1.89																																																				
10/13/09 8:51	1.90																																																				
10/13/09 8:52	1.91																																																				
10/13/09 8:52	1.92																																																				
10/13/09 8:53	1.93																																																				
10/13/09 8:54	1.94																																																				
10/13/09 8:55	1.94																																																				
10/13/09 8:56	1.95																																																				
10/13/09 8:57	1.96																																																				
10/13/09 8:57	1.97																																																				
10/13/09 8:58	1.98																																																				
10/13/09 8:58	1.99																																																				
10/13/09 8:59	2.00																																																				
10/13/09 9:00	2.01																																																				
10/13/09 9:01	2.02																																																				
10/13/09 9:01	2.03																																																				
10/13/09 9:02	2.04																																																				
10/13/09 9:03	2.05																																																				
10/13/09 9:04	2.06																																																				
10/13/09 9:05	2.06																																																				
10/13/09 9:07	2.07																																																				
10/13/09 9:08	2.08																																																				
10/13/09 9:10	2.09																																																				
10/13/09 9:12	2.10																																																				
10/13/09 9:13	2.11																																																				
10/13/09 9:14	2.12																																																				
10/13/09 9:15	2.13																																																				
10/13/09 9:16	2.14																																																				
10/13/09 9:16	2.15																																																				
10/13/09 9:17	2.16																																																				
10/13/09 9:18	2.17																																																				
10/13/09 9:19	2.18																																																				
10/13/09 9:20	2.19																																																				
10/13/09 9:21	2.19																																																				
10/13/09 9:22	2.20																																																				
10/13/09 9:23	2.21																																																				
10/13/09 9:25	2.22																																																				
10/13/09 9:26	2.23																																																				
10/13/09 9:28	2.24																																																				
10/13/09 9:29	2.25																																																				
10/13/09 9:31	2.26																																																				
10/13/09 9:32	2.27																																																				
10/13/09 9:34	2.28																																																				
10/13/09 9:35	2.29																																																				
10/13/09 9:37	2.30																																																				
10/13/09 9:39	2.31																																																				
10/13/09 9:41	2.31																																																				
10/13/09 9:42	2.32																																																				
10/13/09 9:44	2.33																																																				
10/13/09 9:45	2.34																																																				
10/13/09 9:47	2.35																																																				
10/13/09 9:48	2.36																																																				
10/13/09 9:50	2.37																																																				
10/13/09 9:51	2.38																																																				
10/13/09 9:52	2.39																																																				
10/13/09 9:53	2.40																																																				
10/13/09 9:54	2.41																																																				
10/13/09 9:55	2.42																																																				
10/13/09 9:56	2.43																																																				
10/13/09 9:57	2.44																																																				
10/13/09 9:59	2.44																																																				
10/13/09 9:59	2.45																																																				
10/13/09 10:00	2.46																																																				
10/13/09 10:01	2.47																																																				
10/13/09 10:02	2.48																																																				
10/13/09 10:03	2.49																																																				
10/13/09 10:04	2.50																																																				
10/13/09 10:05	2.51																																																				
10/13/09 10:05	2.52																																																				
10/13/09 10:07	2.53																																																				
10/13/09 10:09	2.54																																																				
10/13/09 10:11	2.55																																																				
10/13/09 10:12	2.56																																																				
10/13/09 10:13	2.56																																																				
10/13/09 10:14	2.57																																																				
10/13/09 10:15	2.58																																																				
10/13/09 10:15	2.59																																																				
10/13/09 10:16	2.60																																																				
10/13/09 10:17	2.61																																																				
10/13/09 10:18	2.62																																																				
10/13/09 10:19	2.63																																																				
10/13/09 10:20	2.64																																																				
10/13/09 10:20	2.65																																																				
10/13/09 10:21	2.66																																																				
10/13/09 10:23	2.67																																																				
10/13/09 10:26	2.68																																																				
10/13/09 10:28	2.69																																																				
10/13/09 10:29	2.69																																																				
10/13/09 10:31	2.70																																																				
10/13/09 10:32	2.71																																																				
10/13/09 10:34	2.72																																																				
10/13/09 10:36	2.73																																																				
10/13/09 10:37	2.74																																																				
10/13/09 10:37	2.75																																																				
10/13/09 10:38	2.76																																																				
10/13/09 10:39	2.77																																																				
10/13/09 10:41	2.78																																																				
