Date Time	1/100 INCHES OF RAIN
06/08/00 08:33:55.0	0	Start
06/08/00 09:29:02.5	1
06/08/00 10:13:48.0	2
06/08/00 10:22:46.0	3
06/08/00 10:22:46.5	4
06/08/00 10:37:57.5	5
06/08/00 11:48:58.5	6
06/08/00 12:27:03.0	7
06/08/00 12:27:03.5	8
06/08/00 13:05:33.5	9
06/08/00 13:31:20.0	10
06/08/00 13:31:20.5	11
06/08/00 14:21:16.5	12
08/29/00 09:50:03.5	13
08/29/00 09:53:41.0	14
08/29/00 09:56:34.5	15
08/29/00 10:00:08.5	16
08/29/00 10:03:50.0	17
08/29/00 11:18:40.0	18
08/29/00 12:25:59.0	19
08/29/00 12:25:59.5	20
09/01/00 04:51:32.0	21
09/01/00 05:10:54.0	22
09/01/00 08:15:30.5	23
09/01/00 08:24:04.5	24
09/01/00 08:31:23.5	25
09/01/00 08:36:35.0	26
09/01/00 08:42:19.0	27
09/01/00 08:50:53.0	28
09/01/00 08:57:34.5	29
09/01/00 09:02:24.5	30
09/01/00 09:05:19.0	31
09/01/00 09:09:07.0	32
09/01/00 09:09:07.5	33
09/01/00 09:12:48.0	34
09/01/00 09:16:07.5	35
09/01/00 09:19:27.0	36
09/01/00 09:21:51.0	37
09/01/00 09:26:52.5	38
09/01/00 09:26:53.0	39
09/01/00 09:29:40.5	40
09/01/00 09:33:43.0	41
09/01/00 09:36:24.0	42
09/01/00 09:39:36.0	43
09/01/00 09:42:50.5	44
09/01/00 09:42:51.0	45
09/01/00 09:52:17.5	46
09/01/00 10:20:54.0	47
09/01/00 10:26:20.5	48
09/01/00 10:30:10.0	49
09/01/00 10:33:14.0	50
09/01/00 10:36:31.5	51
09/01/00 10:36:32.0	52
09/01/00 10:39:19.5	53
09/01/00 10:42:37.0	54
09/01/00 10:45:54.0	55
09/01/00 10:49:43.0	56
09/01/00 10:52:36.0	57
09/01/00 10:56:02.5	58
09/01/00 11:00:59.5	59
09/01/00 11:09:26.0	60
09/01/00 11:18:03.0	61
09/01/00 11:21:28.5	62
09/01/00 11:24:21.5	63
09/01/00 11:33:38.5	64
09/01/00 11:44:56.0	65
09/01/00 11:44:56.5	66
09/01/00 12:04:49.0	67
09/01/00 12:18:52.0	68
09/01/00 12:36:36.5	69
09/01/00 12:36:37.0	70
09/01/00 12:39:57.0	71
09/01/00 12:42:08.5	72
09/01/00 12:44:41.0	73
09/01/00 12:46:54.0	74
09/01/00 12:46:54.5	75
09/01/00 12:49:18.0	76
09/01/00 12:52:03.0	77
09/01/00 12:58:50.5	78
09/01/00 12:58:51.0	79
09/01/00 13:02:30.0	80
09/01/00 13:02:30.5	81
09/01/00 13:06:43.5	82
09/01/00 13:06:44.0	83
09/01/00 13:09:06.5	84
09/01/00 13:12:46.0	85
09/01/00 13:12:46.5	86
09/01/00 13:17:37.5	87
09/01/00 13:19:59.5	88
09/01/00 13:20:00.0	89
09/01/00 13:21:44.0	90
09/01/00 13:25:22.5	91
09/01/00 13:29:09.0	92
09/01/00 13:32:02.5	93
09/01/00 13:35:08.5	94
09/01/00 13:41:54.0	95
09/01/00 13:41:54.5	96
09/01/00 13:49:51.5	97
09/01/00 14:06:01.0	98
09/01/00 14:19:22.5	99
09/01/00 14:24:23.5	100
09/01/00 14:31:18.5	101
09/01/00 14:31:19.0	102
09/01/00 14:37:50.5	103
09/01/00 16:50:35.0	104
09/01/00 17:47:24.0	105
09/14/00 02:42:15.0	106
09/14/00 03:00:06.0	107
09/14/00 03:16:35.5	108
09/14/00 03:48:48.5	109
09/14/00 05:33:44.0	110
09/21/00 00:14:58.0	111
09/21/00 00:41:27.0	112
09/21/00 01:22:11.5	113
09/21/00 01:45:57.5	114
09/21/00 02:23:12.5	115
09/21/00 03:13:52.5	116
09/22/00 00:01:48.5	117
09/22/00 00:17:07.5	118
09/22/00 00:52:13.0	119
09/22/00 00:59:06.5	120
09/22/00 01:18:07.0	121
09/22/00 01:39:35.0	122
09/22/00 02:13:47.5	123
09/22/00 02:50:03.5	124
09/22/00 03:32:34.5	125
09/22/00 03:39:29.0	126
09/22/00 03:50:24.5	127
09/22/00 03:50:25.0	128
09/22/00 03:55:09.5	129
09/22/00 04:01:59.0	130
09/22/00 04:07:10.0	131
09/22/00 04:07:10.5	132
09/22/00 04:17:56.5	133
09/22/00 04:40:38.0	134
09/22/00 04:48:00.0	135
09/22/00 04:53:39.0	136
09/22/00 05:07:59.5	137
09/22/00 05:19:19.5	138
09/22/00 05:30:56.0	139
09/22/00 05:42:56.0	140
09/22/00 05:58:55.0	141
09/22/00 06:22:22.0	142
09/22/00 06:36:53.5	143
09/22/00 07:22:40.5	144
09/22/00 07:22:41.0	145
09/22/00 08:35:52.0	146
10/09/00 09:15:59.0	147
10/09/00 10:01:00.0	148
10/09/00 10:06:25.5	149
10/09/00 10:06:26.0	150
10/09/00 10:19:50.5	151
10/09/00 10:25:15.0	152
10/09/00 11:14:12.0	153
10/09/00 11:29:15.0	154
10/09/00 11:29:15.5	155
10/09/00 11:31:39.5	156
10/09/00 11:40:50.0	157
10/09/00 12:56:24.5	158
10/09/00 12:56:25.0	159
10/09/00 19:16:56.5	160
10/09/00 22:24:57.0	161
10/09/00 22:25:34.0	162
10/09/00 22:56:33.5	163
10/09/00 23:09:04.0	164
10/09/00 23:09:04.5	165
10/09/00 23:11:24.5	166
10/09/00 23:11:25.0	167
10/09/00 23:14:53.5	168
10/09/00 23:21:41.5	169
10/09/00 23:22:30.5	170
10/09/00 23:22:31.0	171
10/09/00 23:22:58.0	172
10/09/00 23:22:58.5	173
10/09/00 23:23:14.5	174
10/09/00 23:23:27.5	175
10/09/00 23:23:40.5	176
10/09/00 23:23:56.0	177
10/09/00 23:23:56.5	178
10/09/00 23:24:24.0	179
10/09/00 23:25:28.5	180
10/09/00 23:27:32.0	181
10/09/00 23:31:31.5	182
10/09/00 23:36:24.0	183
10/09/00 23:37:00.5	184
10/10/00 00:11:04.0	185
10/10/00 00:11:04.5	186
10/10/00 00:39:45.5	187
10/10/00 00:40:11.5	188
10/10/00 00:40:12.0	189
10/10/00 00:40:52.5	190
10/10/00 00:43:30.5	191
10/10/00 00:46:14.5	192
10/10/00 01:07:23.5	193
10/10/00 01:07:24.0	194
10/10/00 01:41:33.5	195
10/10/00 01:45:27.5	196
10/10/00 01:46:33.5	197
10/10/00 01:47:28.0	198
10/10/00 01:48:29.5	199
10/10/00 01:49:44.0	200
10/10/00 01:50:58.5	201
10/10/00 01:54:14.5	202
10/10/00 01:56:42.0	203
10/10/00 02:52:51.0	204
10/10/00 03:00:06.5	205
10/10/00 03:06:21.0	206
10/10/00 03:17:08.5	207
10/10/00 03:23:46.0	208
10/10/00 03:29:42.0	209
10/10/00 03:37:59.5	210
10/10/00 04:23:52.0	211
10/10/00 04:38:34.5	212
10/10/00 04:43:35.5	213
10/10/00 04:54:27.0	214
10/10/00 04:55:25.0	215
10/10/00 05:28:33.0	216
10/10/00 05:28:33.5	217
10/10/00 06:01:09.5	218
10/10/00 06:43:26.0	219
10/10/00 06:56:11.5	220
10/10/00 06:57:28.5	221
10/10/00 06:59:25.5	222
10/10/00 08:17:18.5	223
10/10/00 08:17:19.0	224
10/10/00 08:23:56.5	225
10/10/00 08:28:18.5	226
10/10/00 14:09:59.0	227
10/10/00 16:47:27.5	228
10/10/00 21:37:37.0	229
10/11/00 07:47:01.5	230
10/11/00 08:22:35.5	231
10/14/00 09:17:43.5	231	End
