Date Time	rh000229
03/12/00 16:55:08.0	0	Start
04/12/00 20:10:22.5	1
04/12/00 20:10:23.0	2
04/12/00 20:24:54.0	3
04/12/00 20:26:53.5	4
04/12/00 20:27:31.0	5
04/12/00 20:28:02.5	6
04/12/00 20:28:03.0	7
04/12/00 20:32:00.5	8
04/12/00 20:34:09.5	9
04/12/00 20:39:11.0	10
04/12/00 20:55:55.0	11
04/12/00 21:04:26.0	12
04/12/00 21:07:46.0	13
04/12/00 21:12:07.0	14
04/12/00 21:19:25.0	15
04/12/00 21:22:48.0	16
04/12/00 21:24:42.5	17
04/12/00 21:26:21.0	18
04/12/00 21:26:21.5	19
04/12/00 21:28:20.0	20
04/12/00 21:29:21.5	21
04/12/00 21:29:22.0	22
04/12/00 21:33:12.0	23
04/12/00 21:36:24.0	24
04/12/00 21:36:24.5	25
04/12/00 21:39:35.0	26
04/12/00 21:42:14.0	27
04/12/00 21:46:00.5	28
04/12/00 21:49:17.0	29
04/12/00 21:53:29.0	30
04/12/00 21:57:14.5	31
04/12/00 21:57:15.0	32
04/12/00 22:01:53.5	33
04/12/00 22:05:32.5	34
04/12/00 22:05:33.0	35
04/12/00 22:10:17.0	36
04/12/00 22:14:23.5	37
04/12/00 22:19:59.5	38
04/12/00 22:20:00.0	39
04/12/00 22:25:11.5	40
04/12/00 22:32:47.5	41
04/12/00 22:39:51.0	42
04/12/00 22:59:42.5	43
04/12/00 23:09:15.5	44
04/12/00 23:19:48.0	45
04/12/00 23:29:06.0	46
04/12/00 23:42:55.5	47
04/13/00 00:18:26.5	48
04/14/00 03:03:43.5	49
04/14/00 03:09:15.0	50
04/14/00 03:16:05.5	51
04/14/00 03:22:12.0	52
04/14/00 03:29:44.0	53
04/14/00 03:36:17.5	54
04/14/00 03:36:18.0	55
04/14/00 03:45:09.0	56
04/14/00 03:52:49.0	57
04/14/00 04:02:02.5	58
04/14/00 04:08:35.0	59
04/14/00 04:08:35.5	60
04/14/00 04:17:29.0	61
04/14/00 04:23:29.0	62
04/14/00 04:30:23.5	63
04/14/00 04:35:08.5	64
04/14/00 04:40:50.5	65
04/14/00 04:45:26.0	66
04/14/00 04:51:03.5	67
04/14/00 04:55:35.0	68
04/14/00 05:01:14.0	69
04/14/00 05:05:41.5	70
04/14/00 05:11:09.0	71
04/14/00 05:15:32.5	72
04/14/00 05:21:17.0	73
04/14/00 05:21:17.5	74
04/14/00 05:25:49.0	75
04/14/00 05:25:49.5	76
04/14/00 05:31:59.5	77
04/14/00 05:36:39.0	78
04/14/00 05:42:26.5	79
04/14/00 05:47:11.5	80
04/14/00 05:47:12.0	81
04/14/00 05:53:34.0	82
04/14/00 05:58:29.0	83
04/14/00 05:58:29.5	84
04/14/00 06:04:37.0	85
04/14/00 06:09:34.5	86
04/14/00 06:16:09.5	87
04/14/00 06:21:05.5	88
04/14/00 06:27:52.5	89
04/14/00 06:32:55.0	90
04/14/00 06:39:00.5	91
04/14/00 06:44:01.5	92
04/14/00 06:50:40.0	93
04/14/00 06:55:44.0	94
